qstr_Received_{reg0}_dama|Recebeu {reg0} de dano.
qstr_You_have_been_too_sl|Você foi muito lento: o alarme se espalhou, e o feiticeiro escapou antes que você pudesse se aproximar.
qstr_Alarm_Level_is_now_at|O nível de alarme agora é 0!
qstr_The_guards_have_spott|Os guardas te avistaram!
qstr_Alarm_Level_is_now_at_|O nível de alarme agora é 2!
qstr_Enemy_reinforcements_|Reforços inimigos chegaram.
qstr_Venture_deeper_into_|Aventure-se mais fundo na floresta e encontre um caminho a seguir.
qstr_You_have_evaded_the_|Você escapou das patrulhas e se aproximou das ruínas. Encontre e mate o feiticeiro! Não deixe que os guardas o impeçam.
qstr_Kill_the_Sorcerer!|Mate o Feiticeiro!
qstr_The_sorcerer_has_fle|O feiticeiro fugiu!
qstr_Report_this_ill_news|Relate esta má notícia à Senhora imediatamente.
qstr_You_have_been_spotte|Você foi visto! Lute!
qstr_The_ritual_has_begun|O ritual começou! Você precisa se apressar para interrompê-lo!
qstr_The_sorcerer_has_joi|O feiticeiro se juntou à luta! Mate-o!
qstr_The_sorcerer_is_flee|O feiticeiro está fugindo! Mate-o!
qstr_base_troop:_{reg77}_|tropa base: {reg77}, atualização: {reg78}
qstr_The_sorcerer_is_dead|O feiticeiro está morto!
qstr_The_battle_is_won!|A batalha foi vencida!
qstr_A_band_of_tribal_orc|Um bando de orcs tribais apareceu!
qstr_Gaaaar!!_We_wants_th|Gaaaar!! Queremos essa carne humana!
qstr_{s31}_scouts_have_ap|{s31} batedores apareceram!
qstr_Those_are_ours!_We_h|Esses são nossos! Estamos rastreando-os desde que partiram! Ninguém fica no nosso caminho!
qstr_Trolls_appeared!|Trolls apareceram!
qstr_Gaaaar!!|Gaaaar!!
qstr_{s31}_scouts_have_app|{s31} batedores apareceram para ajudar os refugiados!
qstr_Hurry_men!_Help_the_|Depressa, homens! Ajudem os refugiados! Matem toda a escória e não os deixem escapar!
qstr_Cannot_leave|Não posso sair
qstr_Longbeard_Kinsman|Parente Barba Longa
qstr_Ori_Longbeard|Ori Barba Longa
qstr_We_shall_make_our_st|Nós nos posicionaremos aqui! POR BALIN!
qstr_Noooo!_You_orcs_will|Nããão! Vocês, orcs, vão pagar por isso!
qstr_Arghhh!!_Nooo!!|Arghhh!! Nããão!!
qstr_I_will_take_down_as_|Vou derrubar o máximo que puder antes de cair!
qstr_Raaa!!|Raaa!!
qstr_Kill_the_dwarves!|Matem os anãos!
qstr_Finish_them!|Acabe com eles!
qstr_We_will_feast_on_you|Nós nos banquetearemos com sua carne!
qstr_Dwarf_meat!|Carne de anão!
qstr_Eru_Iluvatar_has_dec|Eru Ilúvatar decidiu o destino da Companhia de Balin, e isso não pode ser mudado.
qstr_They_are_coming....!|Eles estão chegando...!
qstr_Who...dares...enter.|Quem...ousa...entrar...
qstr_You_are_not_welcome_|Você não é bem vindo aqui!
qstr_Finally_I_found_you!|Finalmente te encontrei! Vamos sair daqui!
qstr_You...are....ours...|Você...é....nosso...
qstr_Look_at_my_over_the_|Olha a minha foto por cima do ombro, {playername}! Sou tão linda de longe!
qstr_You_wish_old_man_my_|Quem dera, meu velho, minha visão por cima do ombro é muito mais bonita!
qstr_You_should_really_se|Você realmente deveria ver as fotos do Steward Denetor no Facebook, ele é incrível!
qstr_Press_Space_to_conti|Pressione Espaço para continuar...
qstr_BY_LEVEL_/_by_day|POR NÍVEL / por dia
qstr_by_level_/_BY_DAY|por nível / POR DIA
qstr_War_start_mode_can_o|O modo de início de guerra só pode ser definido no início do jogo; veja as opções para ajustar o nível ou a data.
qstr_ON|Ativado
qstr_OFF|Desativado
qstr_If_you_are_new_to_TL|Se você é novo no TLD, mensagens tutoriais são recomendadas
qstr_{s24}__{reg13}____{r|{s24} ({reg13}) - {reg20} até a próxima promoção^
qstr_Influence:^_{reg11}_|Influência:^ {reg11} (com {s16})^
qstr_Resource_Points:^_{r|Pontos de Recursos:^ {reg12} (em {s16})^
qstr_{s11}_{s24}__{reg13}|{s11} {s24} ({reg13}) - {reg21} até a próxima promoção^
qstr_{s13}_{reg11}__with_|{s13} {reg11} (com {s16})^
qstr_{s15}_{reg12}__in_{s|{s15} {reg12} (em {s16})^
qstr_Four_years_after_bri|Quatro anos após trazer um grupo de anãos de Erebor para tentar repovoar a outrora cidade anã de Khazad-dûm, Balin foi morto por uma flecha orc enquanto observava o Lago Mirrormere, e seu povo imediatamente enfrentou muitos orcs que subiam o Rio Silverlode. Após uma retirada contínua do Portão Leste e do Primeiro Salão, depois da Ponte de Khazad-dûm e do Segundo Salão, os Barbas-longas restantes foram forçados a recuar para o Vigésimo Primeiro Salão. Após uma tentativa frustrada de fuga pelos Portões de Durin, que resultou na morte de Óin, a Câmara de Mazarbul tornou-se o último reduto da Colônia após perder o Vigésimo Primeiro Salão, logo do lado de fora da câmara. Barrando os portões, Ori e os poucos sobreviventes montaram uma defesa final.
qstr_You_chase_an_orc_sco|Você persegue um grupo de batedores orcs até a floresta...
qstr_^No_food:___{reg7}|^Sem comida: -{reg7}
qstr_Current_party_morale|Moral atual do grupo é {reg5}.^Os modificadores atuais da moral do grupo são:^^Moral base: +50^Tamanho do grupo: {s2}{reg1}^Liderança: {s3}{reg2}^Variedade de comida: {s4}{reg3}{s5}^Itens especiais: {s6}{reg6}^Eventos recentes: {s7}{reg4}^TOTAL:  {reg5}
qstr_Defending|Defendendo
qstr_Gathering_army|Reunindo exército
qstr_Besieging_{s11}|Sitiando {s11}
qstr_Raiding_{s11}|Invadindo {s11}
qstr_Attacking_enemies_ar|Atacando inimigos ao redor de {s11}
qstr_No_one|Ninguém
qstr_{s9}{s10}^Current_st|{s9}{s10}^Estado atual: {s11}^Marechal: {s12}^Desde a última ofensiva: {reg1} horas^Máximo de seguidores ofensivos: {reg2}^^
qstr_Selected_faction_is:|A facção selecionada é: {s10}^^{s9}
qstr_You_are_in_perfect_h|Você está com saúde perfeita.
qstr_You_are_suffering_fr|Você está sofrendo de {s1}.
qstr_You_are_suffering_fro|Você está sofrendo de {s1} e {s2}.
qstr_You_are_suffering_from|Você está sofrendo de {s1}, {s2} e {s3}.
qstr_You_are_suffering_from_|Você está sofrendo de {s1}, {s2}, {s3} e {s4}.
qstr_Troop_upkeep__paid_e|Manutenção de tropas (paga a cada quatro dias):^
qstr_{s12}^^__{s4}:_{reg8|{s12}^^ {s4}: {reg8}/{reg5} Pontos de Recurso ^Grupo: {reg4}^Reservas: {reg7}
qstr_No_upkeep_costs|Sem custos de manutenção
qstr_Orc_hiring_bonus:_+2|Bônus de contratação de orcs: +2/3 para cada orc^
qstr_Current_party_size_l|Limite atual do tamanho do grupo é {reg5}.^Os modificadores atuais do tamanho do grupo são:^^Tamanho base: +10^Liderança: {s2}{reg1}^Carisma: {s3}{reg2}^Classificação: {s4}{reg3}^{s5}TOTAL:  {reg5}
qstr_{s2}^_________{s4}:_|{s2}^         {s4}: {reg1} ({s23})
qstr__________Faction_str|         Relatório de forças da facção:^{s2}
qstr_{s1}^^Factions_are_n|{s1}^^As facções normalmente são sitiadas quando estão abaixo de {reg1} da força.
qstr_Savagery|Selvageria
qstr_Traits_gained:^{s2}|Características adquiridas:^{s2}
qstr_^^You_are_{s17}.|^^Você é {s17}.
qstr_Assassins_in_the_cam|Assassinos no acampamento, defendam-se!
qstr_OFF__cheat_|OFF (trapaça)
qstr_All_messages|Todas as mensagens
qstr_{reg0}__will_most_li|{reg0} (provavelmente causará falhas no salvamento)
qstr_{reg0}__could_possib|{reg0} (pode causar falhas no salvamento)
qstr_Normal|Normal
qstr_Defender_only|Somente defensores
qstr_Halved|Reduzido pela metade
qstr_Battles_only|Apenas batalhas
qstr_You_drank_the_Ent_Wa|Você bebeu a Água Ent...
qstr_You_used_the_Orc_Bre|Você usou a Cerveja Orc.
qstr_You_and_your_compani|Você e seus companheiros tomam um gole de Miruvor. Vocês se sentem revigorados e fortalecidos.
qstr_You_give_a_few_leave|Você dá algumas folhas de Athelas aos seus curandeiros.
qstr_Not_enough_party_spa|Não há espaço no grupo suficiente.
qstr_elites|elites
qstr_regulars|regulares
qstr_recruits|recrutas
qstr_wild|selvagem
qstr_goblins|goblins
qstr_lordless|sem senhores
qstr_orc_stragglers|orcs retardatários
qstr_You_camp_and_beat_th|Você acampa e toca os Tambores das Profundezas. O som poderoso atrai um grupo de {s1} {s2}.
qstr_You_camp_and_beat_the|Você acampa e toca os Tambores das Profundezas. O som poderoso atrai um grupo de {s1} {s2}.
qstr_You_camp_and_beat_the_|Você acampa e toca os Tambores das Profundezas. O som fraco atrai um grupo de {s1} {s2}.
qstr_You_camp_and_try_to_|Você acampa e tenta tocar os Tambores das Profundezas, mas ninguém responde ao seu lamentável chamado.
qstr_^^^A_great_victory!^|^^^Uma grande vitória!^^^Então era isso que todos os mitos sobre Fangorn significavam...
qstr_^^^Defeated...^^^Sca|^^^Derrotado...^^^Espalhados na Floresta Fangorn... Sozinho...
qstr_Troll_caged_in_wheel|Troll enjaulado em uma gaiola com rodas.
qstr_A_second_troll_is_ca|Um segundo troll está enjaulado em uma gaiola com rodas.
qstr_Here_you_are.|Aqui está você.
qstr_any|qualquer
qstr_woman|mulher
qstr_gondor|gondor
qstr_rohan|rohan
qstr_dunlander|terra-pardense
qstr_urukhai|urukhai
qstr_haradrim|haradrim
qstr_dwarf|anão
qstr_troll|troll
qstr_dunedain|dunedain
qstr_lothlorien|lothlorien
qstr_rivendell|valfenda
qstr_mirkwood|floresta das trevas
qstr_evil_man|homem malígno
qstr_{reg11}0___{reg11}9|{reg11}0 - {reg11}9
qstr_Regular_troops_only|Somente tropas regulares
qstr_Heroes_only|Apenas heróis
qstr_Regulars_and_Heroes|Regulares e Heróis
qstr_HP_lost_from_poisoni|HP perdido por envenenamento.
qstr__{s17}.|, {s17}.
qstr_A_group_of_{s1}_is_{|Um grupo de {s1} está {s10} em sua direção.
qstr_You_are_attacking_a_|Você está atacando um grupo de {s1}.
qstr_The_battle_against_t|A batalha contra o grupo de {s1} continua.
qstr_There_are_{reg39}_al|Há {reg39} comandantes aliados nesta batalha. Você pode comandar eles e suas tropas para obter {reg40}/{reg41} influência.
qstr_There_are_{reg39}_all|Há {reg39} comandantes aliados nesta batalha. Você não tem influência suficiente para assumir o comando.
qstr_Having_a_small_party|Ter um grupo pequeno tem suas vantagens...Você e suas tropas se escondem do inimigo por algumas horas para ter certeza de que não serão vistos.
qstr_Your_ability_to_mast|Sua habilidade de dominar os ambientes permitiu que você encontrasse um lugar seguro para se esconder. (Sua habilidade em Sobrevivência na Natureza permite que você se esconda com {reg1} tropas)
qstr_{reg4}_will_be_lost.|{reg4} será perdido.
qstr_{s13}_asked_you_to_r|{s13} pediu que você se apresentasse a ele com pelo menos {reg13} tropas.
qstr_{s13}_ordered_you_to|{s13} ordenou que você se juntasse ao ataque contra {s14}.
qstr_You_were_victorious!|Você foi vitorioso!
qstr_The_battle_was_lost.|A batalha foi perdida. Suas forças foram completamente esmagadas.
qstr_Your_companions_carr|Seus companheiros te carregaram para longe da luta
qstr_You_have_defeated_th|Você derrotou o inimigo.
qstr_You_have_retreated_f|Você fugiu da luta.
qstr_^^Ally_Casualties:{s|^^Baixas aliadas:{s0}
qstr_You_and_{s3}_celebra|Você e {s3} comemoram sua vitória contra {s4}.
qstr_News_of_your_victory|A notícia da sua vitória contra {s4} chega a {s3}.
qstr_{s3}_witnesses_your_|{s3} testemunha sua vitória contra {s4}.
qstr_Even_though_there_we|Mesmo que não houvesse aliados para testemunhar sua vitória, suas tropas ainda assim celebram seu triunfo.
qstr_{s1}_of_{s3}_managed|{s1} de {s3} conseguiu escapar.
qstr_Prisoners_rescued_so|Prisioneiros resgatados até agora: {reg1}
qstr_Perhaps_I_m_getting_|Talvez eu esteja com azar...
qstr_Retirement_is_starti|A aposentadoria está começando a soar cada vez melhor.
qstr_No_matter!_I_will_pe|Não importa! Eu vou perseverar!
qstr_What_did_I_do_to_des|O que eu fiz para merecer isso?
qstr_I_suppose_it_ll_make|Acho que isso daria uma boa história, pelo menos...
qstr__{s17}|, {s17}
qstr_You_retreated_from_b|Você recuou da batalha.
qstr_{s9}_wants_you_to_fo|{s9} quer que você siga seu exércíto até segunda ordem.
qstr_{s8}_of_{s9}|{s8} de {s9}
qstr__Your_own_banner_fli| Sua própria bandeira tremula sobre o portão do castelo.
qstr__You_see_the_banner_| Você vê a bandeira de {s7} sobre o portão do castelo.
qstr__This_castle_seems_t| Este castelo parece não pertencer a ninguém.
qstr__Your_own_banner_flie| Sua própria bandeira tremula sobre os portões da cidade.
qstr__You_see_the_banner_o| Você vê a bandeira de {s7} sobre os portões da cidade.
qstr__The_townsfolk_here_| O povo daqui parece ter declarado sua independência.
; qstr_A_ruined_tomb._The_i|A ruined tomb. The inscription on the lid is shattered and unreadable.
qstr_Go_to_the_secret_ent|Vá para a entrada secreta de Moria
qstr_Search_for_a_secret_|Procure por uma entrada secreta de Moria
; qstr_The_valley_is_too_we|The valley is too well guarded to linger here.
qstr_The_{reg6?town_s:cas|As reservas de comida d{reg6?a cidade:o castelo} devem durar mais {reg3} dias.
qstr_The_{reg6?town_s:cast|As reservas de comida d{reg6?a cidade:o castelo} acabaram e os defensores estão morrendo de fome.
qstr_You_re_preparing_to_|Você está se preparando para atacar as muralhas, o trabalho deve terminar em {reg9} horas.
qstr_Your_forces_are_buil|Suas forças estão construindo uma torre de cerco. Estima-se que levará mais {reg9} horas para concluir a construção.
qstr_You_are_ready_to_att|Você está pronto para atacar as muralhas a qualquer momento.
qstr_The_siege_tower_is_b|A torre de cerco foi constuída e está pronta para o ataque.
qstr_As_a_last_defensive_|Como último esforço defensivo, você recua para o salão principal da fortaleza. Você e seus soldados restantes travarão uma luta desesperada ali. Se forem derrotados, não há outro lugar para onde recuar.
qstr_You_ve_been_driven_a|Você foi expulso das muralhas. Agora os atacantes estão invadindo as ruas. Se você conseguir derrotá-los, talvez consiga virar o jogo e salvar o dia.
qstr_You_ve_breached_the_|Você rompeu as muralhas da cidade, mas os defensores teimosos continuam resistindo nas ruas! Você terá que lidar com eles antes de poder atacar a fortaleza no coração da cidade.
qstr_The_town_centre_is_y|O centro da cidade é seu, mas os defensores restantes recuaram para o castelo. Ele precisa cair antes que você possa completar sua vitória.
qstr_The_remaining_defende|Os defensores restantes recuaram para o castelo como última defesa. Você deve entrar e esmagar qualquer resistência restante.
qstr_However_since_you_ar|Entretanto, como você não é um {homem/seguidor} juramentado de {s9}  não há chance de ele te reconhecer como {senhor/senhora} dest{reg8?a cidade:e castelo}.
qstr_The_enemy_has_been_f|O inimigo foi forçado a recuar. O ataque terminou, mas o cerco continua.
qstr_The_assasins_beat_yo|Os assassinos te espancam e te deixam para morrer.
qstr_You_have_fallen._The|Você caiu. Os bandidos revistam seu corpo rapidamente em busca de objetos de valor e desaparecem na noite. Eles o deixaram vivo, mesmo que por pouco.
qstr_Luckily_some_of_your|Felizmente, alguns dos seus companheiros vieram procurá-lo, pois você não retornou, e o encontraram caído na vala. Eles o carregaram para um lugar seguro e fizeram curativos em seus ferimentos.
