str_yes|Sim.
str_npc2_morality_speech|Espero que não se importe que eu diga isso, mas está um pouco difícil para mim nos ver {s21}. Talvez eu devesse tentar ser um soldado mais calejado, mas se você pudesse tentar ser mais... atencioso com nossos soldados, eu dormiria melhor.
str_npc3_morality_speech|Comandante, nós, Eorlingas, nunca {s21}. Nossos cavalos não se cansam facilmente e, uma vez reagrupados, não há situação que um ataque oportuno não possa decidir a nosso favor. Preste atenção na próxima vez que lutarmos contra as probabilidades.
str_npc4_morality_speech|Não dê ouvidos ao que os soldados dizem, às vezes {s21} é a atitude mais sensata. Eu, por exemplo, aprecio as vidas poupadas e os membros ilesos, mesmo que seja para lutar outro dia, quando o destino nos favorece.
str_npc5_morality_speech|Você precisa reconsiderar suas ações, comandante. {s21} não nos torna mais honrados que o Inimigo e diminui a confiança dos nossos amigos.
str_npc7_morality_speech|Não fiquei satisfeito com sua decisão {s21}. Morrer em batalha é uma honra para qualquer anão sensato, mas lutar em uma companhia liderada por um covarde é uma vergonha. O que meus primos dirão se souberem disso?
str_npc8_morality_speech|Comandante, devo me opor. {s21} é duro com os homens e desnecessário. Faço o que posso para aliviar o sofrimento deles, mas, por favor, não cometa outro erro custoso.
str_npc9_morality_speech|Os guerreiros Uruk-hai não {s21}. Se o Mestre tiver pouca coragem, poderá ficar sem eles uma noite. Gulm falou.
str_npc15_morality_speech|Você pode pensar que Bolzog, o Grande, pode curar tudo, {playername}, mas até eu tenho meus limites! Se você continuar com {s21}, até meu talento vai ter dificuldades! Você precisa me dar algum apoio! Não posso ressuscitar os mortos, estejam eles morrendo de fome ou sendo cortados em pedaços!
str_npc1_2ary_morality_speech|Capitão, fui criado como um Dúnadan, tanto em bravura quanto em honra. Prefiro que não façamos isso {s21}.
str_npc4_2ary_morality_speech|Com licença, comandante. Mulheres da minha posição aceitarão a morte, mas não a desonra. {s21} envergonha minha casa e meus ancestrais.
str_npc15_2ary_morality_speech|Oi-oi-oi! Você é astuto, Senhor! Você pega o ouro, acena com a cabeça e diz "sim, mestre", mas o tempo todo você planejou isso! Oi-oi! Só que precisamos ter cuidado para que o Grande não veja você o enganando...
str_npc1_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc2_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc3_personalityclash_speech|Comandante, como é que acabamos com {s11} em nossa companhia? Ele é ágil o suficiente a pé, eu acho, mas fala em emboscadas com muita frequência para o meu gosto — não muito diferente da natureza cautelosa do seu povo.
str_npc4_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc5_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc6_personalityclash_speech|{playername}, acabei de ver {s11} passar descaradamente por cima de um ninho de passarinhos. Sua falta de jeito destruiu as vidas de criaturas inocentes.
str_npc7_personalityclash_speech|O Senhor {s11} se sai bem em batalha, mas será que ele cega os inimigos com o brilho do cabelo? Ou será que eles se deixam levar pela sua fama e comportamento arrogante?
str_npc8_personalityclash_speech|Comandante, preciso apresentar uma queixa contra {s11}. Ele continua me importunando para que eu lhe faça uma certa bebida chamada "fada verde".
str_npc9_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc10_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc11_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc12_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc13_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc14_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc15_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc16_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc17_personalityclash_speech|Já mencionei que odeio {s11}?
str_npc1_personalityclash_speech_b|Eu odeio {s11}.
str_npc2_personalityclash_speech_b|Eu odeio {s11}.
str_npc3_personalityclash_speech_b|Não tenho nada contra o povo de Gondor, mas seria melhor ter cavaleiros mais ousados e guerreiros menos relutantes, se é que você me entende.
str_npc4_personalityclash_speech_b|Eu odeio {s11}.
str_npc5_personalityclash_speech_b|Eu odeio {s11}.
str_npc6_personalityclash_speech_b|Seus costumes anões podem lhe ser úteis no subterrâneo, embora seja um milagre que ele não tenha caído em um poço fundo. Talvez devesse ter caído.
str_npc7_personalityclash_speech_b|Seria melhor ter um herói anão, alguém como Durin, o Imortal de antigamente, e deixar os Elfos andarem pelas florestas.
str_npc8_personalityclash_speech_b|É feito de absinto embebido em licor e aparentemente é usado por menestréis e vagabundos por enxergar coisas que não existem. Duvido que você aprove seus soldados perseguindo o ar no campo de batalha, por mais divertido que seja assistir.
str_npc9_personalityclash_speech_b|Eu odeio {s11}.
str_npc10_personalityclash_speech_b|Eu odeio {s11}.
str_npc11_personalityclash_speech_b|Eu odeio {s11}.
str_npc12_personalityclash_speech_b|Eu odeio {s11}.
str_npc13_personalityclash_speech_b|Eu odeio {s11}.
str_npc14_personalityclash_speech_b|Eu odeio {s11}.
str_npc15_personalityclash_speech_b|Eu odeio {s11}.
str_npc16_personalityclash_speech_b|Eu odeio {s11}.
str_npc17_personalityclash_speech_b|Eu odeio {s11}.
str_npc1_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc2_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc3_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc4_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc5_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc6_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc7_personalityclash2_speech|Foi uma bela batalha, hein, capitão? Ainda que um pouco estragada pela conduta daquela elfa {s11}.
str_npc8_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc9_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc10_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc11_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc12_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc13_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc14_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc15_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc16_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc17_personalityclash2_speech|Já mencionei que odeio {s11}?
str_npc1_personalityclash2_speech_b|Eu odeio {s11}.
str_npc2_personalityclash2_speech_b|Eu odeio {s11}.
str_npc3_personalityclash2_speech_b|Eu odeio {s11}.
str_npc4_personalityclash2_speech_b|Eu odeio {s11}.
str_npc5_personalityclash2_speech_b|Eu odeio {s11}.
str_npc6_personalityclash2_speech_b|Eu odeio {s11}.
str_npc7_personalityclash2_speech_b|Eu a vi encolhida na retaguarda, mal disparando uma ou duas flechas na direção do inimigo. Digo para ela ir cuidar dos pássaros e abelhas, para que possamos continuar com o trabalho sangrento de matar o inimigo.
str_npc8_personalityclash2_speech_b|Eu odeio {s11}.
str_npc9_personalityclash2_speech_b|Eu odeio {s11}.
str_npc10_personalityclash2_speech_b|Eu odeio {s11}.
str_npc11_personalityclash2_speech_b|Eu odeio {s11}.
str_npc12_personalityclash2_speech_b|Eu odeio {s11}.
str_npc13_personalityclash2_speech_b|Eu odeio {s11}.
str_npc14_personalityclash2_speech_b|Eu odeio {s11}.
str_npc15_personalityclash2_speech_b|Eu odeio {s11}.
str_npc16_personalityclash2_speech_b|Eu odeio {s11}.
str_npc17_personalityclash2_speech_b|Eu odeio {s11}.
str_npc1_personalitymatch_speech|Você notou a graça de {s11} naquela última batalha? A maneira como ela se move em volta do inimigo antes de desferir o golpe final? É como nas histórias antigas, quando as elfas exibiam tanta elegância no campo de batalha quanto em suas belas cortes na floresta.
str_npc2_personalitymatch_speech|Com licença, comandante. Eu estava apenas ajudando {s11} com pequenos reparos nas armas depois daquela última briga, e ele até prometeu me ensinar a melhorar meus ataques.
str_npc3_personalitymatch_speech|Uma escudeira de Rohan em plena carga não é um espetáculo para se ver? É verdade que nossas mulheres estão melhor perto da lareira, mas depois de ver {s11} derrotar o inimigo naquela última batalha, estou começando a ter dúvidas.
str_npc4_personalitymatch_speech|Uma batalha de grandes feitos, comandante, e meus parabéns pela vitória. Percebi como {s11} cuidou dos feridos e enfermos com tranquilidade e segurança, mesmo quando o último inimigo recebeu o que merecia.
str_npc5_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc6_personalitymatch_speech|{playername}, por mais que eu odeie batalhas, não posso deixar de notar meu Senhor {s11} cavalgando em todo o esplendor e avançando sobre as criaturas feias como um falcão.
str_npc7_personalitymatch_speech|Sangrento e vitorioso, como eu gosto! No entanto, sofri um ferimento superficial que {s11} foi gentil o suficiente para enfaixar prontamente.
str_npc8_personalitymatch_speech|Mais uma vitória sua, comandante, e admiro sua habilidade em poupar a vida de nossos homens. Guerreiros como {s11} parecem ser de grande utilidade em seus planos de batalha.
str_npc9_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc10_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc11_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc12_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc13_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc14_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc15_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc16_personalitymatch_speech|Já mencionei que gosto de {s11}?
str_npc17_personalitymatch_speech|Hum, chefe. Acho que {s11} se sairia bem na floresta. Consegue distinguir um freixo de um salgueiro.
str_npc1_personalitymatch_speech_b|Acho a companhia de {s11} muito agradável e seu artesanato em madeira nativo um raro vislumbre do que resta das habilidades sindarin no mundo. Sabe, meu pai me deu o nome em homenagem ao lendário capitão elfo sindarin a serviço do Rei Thingol de Doriath, e sempre senti um vínculo especial com a bela raça.
str_npc2_personalitymatch_speech_b|Meus pais sempre me contaram histórias sobre os Guardiões de Ithilien e agora posso ver por mim mesmo que todas são verdadeiras. Se todas forem como {s11}, acho que Gondor é mais segura por isso.
str_npc3_personalitymatch_speech_b|Comandante, como um favor pessoal, posso perguntar se o senhor pode ordenar que {s11} fique mais na retaguarda na próxima batalha? Eu não suportaria vê-la machucada, e não é a cerveja falando.
str_npc4_personalitymatch_speech_b|Preservar vidas é o ato mais nobre, e sinto afinidade com essa alma gentil, mesmo que nossos mundos estejam distantes.
str_npc5_personalitymatch_speech_b|Eu gosto {s11}.
str_npc6_personalitymatch_speech_b|Imagino quantos anos ele tem. Talvez uma dúzia de séculos mais velho que eu? Deixa pra lá, você não entenderia.
str_npc7_personalitymatch_speech_b|{s11} e seus parentes de Valle, mesmo que não estejam à altura dos padrões de guerreiros anões, provaram ser aliados firmes nesta Guerra. Uma boa escolha para um amigo e companheiro entre os Homens, se assim posso dizer.
str_npc8_personalitymatch_speech_b|O povo de Valle tem um profundo respeito pelo robusto povo anão das Montanhas Solitárias, como amigos e protetores, apesar de nossa raça e costumes diferentes.
str_npc9_personalitymatch_speech_b|Eu gosto {s11}.
str_npc10_personalitymatch_speech_b|Eu gosto {s11}.
str_npc11_personalitymatch_speech_b|Eu gosto {s11}.
str_npc12_personalitymatch_speech_b|Eu gosto {s11}.
str_npc13_personalitymatch_speech_b|Eu gosto {s11}.
str_npc14_personalitymatch_speech_b|Eu gosto {s11}.
str_npc15_personalitymatch_speech_b|Eu gosto {s11}.
str_npc16_personalitymatch_speech_b|Eu gosto {s11}.
str_npc17_personalitymatch_speech_b|Meu povo se dá bem com os Elfos da Floresta. Eles também gostam de árvores. Eu também gosto de árvores. Todos nós gostamos de árvores.
str_npc1_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc2_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc3_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc4_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc5_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
str_npc6_retirement_speech|Estou ficando um pouco cansado da vida de guerreiro, vou me aposentar.
