
str_yes|Tak.
str_npc7_home_recap|Jestem synem Dwalina z ludu Durina.
str_npc8_home_recap|Jestem uzdrowicielem oraz zielarzem z Dale 
str_npc9_home_recap|Gulm ci o tym opowie, jeśli musisz wiedzieć. Jednakże rozmowa nie sprawi, że wrogowie umrą.
str_npc10_home_recap|Skrócę to.
str_npc11_home_recap|Skrócę to.
str_npc12_home_recap|Skrócę to.
str_npc13_home_recap|Skrócę to.
str_npc14_home_recap|Skrócę to.
str_npc15_home_recap|Skrócę to.
str_npc16_home_recap|Skrócę to.
str_npc17_home_recap|Urodziłem się na skraju lasu, ale całe życie spędziłem w lesie. Czy opowiadałem ci o wielu drzewach znajdujących się tutaj?
str_npc1_honorific|{Kapitanie/Kapitano}
str_npc2_honorific|dowódco
str_npc3_honorific|dowódco
str_npc4_honorific|dowódco
str_npc5_honorific|dowódco
str_npc6_honorific|o waleczn{y/a}
str_npc7_honorific|{kapitanie/kapitano}
str_npc8_honorific|dowódco
str_npc9_honorific|Mistrz{u/yni}
str_npc10_honorific|Mistrz{u/yni}
str_npc11_honorific|Mistrz{u/yni}
str_npc12_honorific|Mistrz{u/yni}
str_npc13_honorific|Herszcie
str_npc14_honorific|{Kapitanie/Kapitano}
str_npc15_honorific|pani{e/}
str_npc16_honorific|Herszcie
str_npc17_honorific|wodzu
str_comment_you_captured_a_castle_allied_friendly|Słyszałem, że oblegał{e/a}ś i zdobył{e/a}ś {s51}. To był wspaniały wyczyn i jestem dumny, że mogę cię zwać mym przyjacielem!
str_comment_you_captured_a_castle_allied_spiteful|Słyszałem, że oblegał{e/a}ś i zdobył{e/a}ś {s51}. Dobra robota! Wkrótce będziemy mieć wszystkie ich fortece do złupienia, ich skarbce do przetrząśnięcia i ich zasmucone wdowy do służenia nam.
str_comment_you_captured_a_castle_allied_unfriendly_spiteful|Słyszałem, że oblegał{e/a}ś i zdobył{e/a}ś {s51}. Cóż, każda {kundel/suka} ma swój dzień, czy jak tam mawiają. Ciesz się póki możesz, bo nadejdzie dzień, że lepsi od ciebie wykopią cię z powrotem na chłód i deszcz, gdzie jest twoje miejsce.
str_comment_you_captured_a_castle_allied_unfriendly|Słyszałem, że oblegał{e/a}ś i zdobył{e/a}ś {s51}. Pomimo naszych sprzeczek w przeszłości, muszę ci pogratulować.
str_comment_you_captured_a_castle_allied|Słyszałem, że obegał{e/a}ś i zdobył{e/a}ś {s51}. Nasi wrogowie uciekają teraz w popłochu!
str_comment_we_defeated_a_lord_unfriendly_spiteful|Pewnie będziesz chciał{/a} napitkiem uczcić bitwę, w której {s54} poznał prawdziwą siłę naszych oddziałów, ponosząc dotkliwą klęskę. Cóż, zachowaj wino na inną okazję -- potrzeba znacznie więcej niż coś takiego, by wymazać z mej pamięci wszystkie twe haniebne czyny.
str_comment_we_defeated_a_lord_unfriendly|Nigdy nie zapomnę tego, jak {s54} został przez nas pokonany, jednak nie mogę też zapomnieć wszystkich sporów, które miały miejsce między nami.
str_comment_we_defeated_a_lord_cruel|Pamiętasz dzień, w którym {s54} stanął przeciw nam? To była piękna wiktoria! Z jego armii zrobiliśmy wtedy prawdziwą ucztę dla wron!
str_comment_we_defeated_a_lord_quarrelsome|Nie zapomnę tego dnia, w którym {s54} dostał od nas łomot. Dobrze się wtedy bawiłem.
str_comment_we_defeated_a_lord_upstanding|Nie zapomnę tego, jak {s54} został przez nas pokonany. Podziękujmy niebiosom raz jeszcze za to zwycięstwo i módlmy się, by nie rozparła nas pycha.
str_comment_we_defeated_a_lord_default|Pamiętasz to, jak {s54} został przez nas pokonany? To była wspaniała wiktoria i jestem dumny, że mogłem walczyć u twego boku!
str_comment_we_fought_in_siege_unfriendly_spiteful|Pewnie będziesz chciał{/a} napitkiem uczcić to, jak zajęliśmy {s51}. Cóż, zachowaj wino na inną okazję -- potrzeba znacznie więcej niż coś takiego, by wymazać z mej pamięci wszystkie twe haniebne czyny.
str_comment_we_fought_in_siege_unfriendly|Nie zapomnę tego, jak razem szturmowaliśmy {s51}, jednak nie mogę też zapomnieć wszystkich sporów, które miały miejsce między nami.
str_comment_we_fought_in_siege_cruel|Nie zapomnę tego, jak zajęliśmy {s51}, przebijając się przez jego mury i wyrzynając obrońców do nogi. To było coś pięknego.
str_comment_we_fought_in_siege_quarrelsome|Pamiętasz jak wrogowie kwiczeli, gdy podeszliśmy pod {s51}? Myśleli, że są bezpieczni! Starliśmy im z twarzy te radosne uśmieszki!
str_comment_we_fought_in_siege_upstanding|Nie zapomnę tego, jak zajęliśmy {s51}. Podziękujmy niebiosom raz jeszcze i módlmy się, by nie rozparła nas pycha.
str_comment_we_fought_in_siege_default|Nie zapomnę tego, jak zajęliśmy {s51}. To był zaszczyt walczyć u twego boku.
str_comment_we_fought_in_major_battle_unfriendly_spiteful|Niech zgadnę -- wspominasz teraz {s51} i wielką bitwę, która się w pobliżu rozegrała? Pewnie chcesz napitkiem uczcić wspaniałe zwycięstwo, które wtedy odnieśliśmy? Cóż, zachowaj wino na inną okazję -- potrzeba znacznie więcej niż coś takiego, by wymazać z mej pamięci wszystkie twe haniebne czyny.
str_comment_we_fought_in_major_battle_unfriendly|Pamiętasz {s51} i wspaniałą bitwę, która się w pobliżu rozegrała? Ja tego nigdy nie zapomnę, ale nie mogę też zapomnieć licznych sporów, które miały miejsce między nami.
str_comment_we_fought_in_major_battle_cruel||Pamiętasz {s51} i wspaniałą bitwę, która się w pobliżu rozegrała? Nigdy nie zapomnę tego, jak przebiliśmy się przez linie wroga, a oni wrzeszczeli i uciekali przed nami w popłochu. To było coś pięknego.
str_comment_we_fought_in_major_battle_quarrelsome|Pamiętasz {s51} i wspaniałą bitwę, która się w pobliżu rozegrała? Przegnaliśmy wtedy tych drani, gdzie pieprz rośnie!
str_comment_we_fought_in_major_battle_upstanding|Pamiętasz {s51} i wielką bitwę, która się w pobliżu rozegrała? Ja nigdy nie zapomnę, jak walczyliśmy wtedy ramię w ramię. Podziękujmy niebiosom raz jeszcze za to wspaniałe zwycięstwo i módlmy się, by nie rozparła nas pycha.
str_comment_we_fought_in_major_battle_default|Pamiętasz {s51} i wielką bitwę, która się w pobliżu rozegrała? Ja nigdy nie zapomnę, jak walczyliśmy wtedy ramię w ramię. To był zaszczyt walczyć u twego boku.
str_comment_you_defeated_a_lord_allied_liege|Więc skrzyżował{e/a}ś miecze z tym łajdakiem, którego zwą {s54} i wyszł{e/a}ś z tego zwycięsko. To mnie bardzo cieszy.
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful|Doszły mnie słuchy, że {s54} został przez ciebie pokonany w bitwie. Wygląda na to, że każda szuja ma swój dzień.
str_comment_you_defeated_a_lord_allied_spiteful|Doszły mnie słuchy, że ten podły kundel, {s54}, został przez ciebie pokonany w bitwie. Ach, gdybym tylko mógł słyszeć to, jak skamle o litość.
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous|Doszły mnie słuchy, że {s54} został przez ciebie pokonany w bitwie. Mam nadzieję, że nie użył{e/a}ś do tego żadnych niecnych sztuczek.
str_comment_you_defeated_a_lord_allied|Doszły mnie słuchy, że {s54} został przez ciebie pokonany w bitwie. Życzę ci, byś radował{/a} się ze swego zwycięstwa.
str_comment_you_defeated_me_enemy_chivalrous|Nie mam zamiaru umniejszać zwycięstwa, które odniosł{e/a}ś, gdy ostatnim razem się spotkaliśmy, ale już nie mogę się doczekać ponownej próby naszych sił!
str_comment_you_defeated_me_enemy_spiteful|Nie mogłem się doczekać, aż znów się spotkamy. Nie dam się ponownie zwieść twym sztuczkom i będę się rozkoszował, słuchając jak błagasz o litość.
str_comment_you_defeated_me_enemy|Kiedy ostatnim razem się spotkaliśmy, {playername}, wzi{ąłeś/ęłaś} nade mną górę. Ale zapewniam cię, że to się więcej nie powtórzy!
str_comment_i_defeated_you_enemy_spiteful|Wrócił{e/a}ś po więcej? Stań do boju, a twymi wątpiami nakarmię me psy.
str_comment_i_defeated_you_enemy_chivalrous|Przychodzisz, by znów się ze mną zmierzyć, {playername}?
str_comment_i_defeated_you_enemy_benevolent|Więc znowu stajesz przeciwko mnie? Nauczysz się kiedyś?
str_comment_i_defeated_you_enemy_coldblooded|Jesteś upart{y/a}, to trza ci przyznać. Ale już mnie to nudzi.
str_comment_i_defeated_you_enemy|Jak wiele razy mam ci jeszcze złoić skórę, byś nauczył{/a} się trzymać ode mnie z daleka?
str_comment_we_were_defeated_unfriendly_spiteful|Ostatnim razem widziałem cię, gdy dorwał cię {s54}, a jego ludzie powalili cię w bitwie. Sam{/a} jesteś sobie winn{y/a}. Szkoda tylko, że udało ci się przeżyć.
str_comment_we_were_defeated_unfriendly|Ostatnim razem widziałem cię, gdy dorwał cię {s54}, a jego ludzie powalili cię w bitwie. Widzę, że jednak przeżył{e/a}ś.
str_comment_we_were_defeated_cruel|Ostatnim razem widziałem cię, gdy dorwał cię {s54}, a jego ludzie powalili cię w bitwie. Nie martw się -- znajdziemy go i sprawimy, by udławił się tym zwycięstwem.
str_comment_we_were_defeated_default|Ostatnim razem widziałem cię, gdy dorwał cię {s54}, a jego ludzie powalili cię w bitwie. Dobrze widzieć cię {całego i zdrowego/całą i zdrową}.
str_comment_you_were_defeated_allied_friendly_spiteful|Doszły mnie słuchy, że {s54} dał ci nieźle w kość. Nie martw się, {przyjacielu/moja droga} -- znajdę go i przyniosę ci jego głowę na tacy.
str_comment_you_were_defeated_allied_unfriendly_cruel|Doszły mnie słuchy, że {s54} wyrżnął twych ludzi w pień. Ale oto jesteś, żyw{y/a}. Ależ rozczarowanie!
str_comment_you_were_defeated_allied_spiteful|Doszły mnie słuchy, że {s54} cię zmiażdzył twe oddziały niczym małego robaczka. Hah! Dzieci nie powinny brać udziału w zabawach dla dorosłych, {chłopczyku/dziewczynko}!
str_comment_you_were_defeated_allied_pitiless|Doszły mnie słuchy, że {s54} cię pokonał i rozbił twe oddziały. Cóż za rozczarowanie...
str_comment_you_were_defeated_allied_unfriendly_upstanding|Doszły mnie słuchy, że {s54} cię pokonał. Przemyśl to, być może niebiosa w ten sposób ukarały cię za jakieś twe dawne nieprawości.
str_comment_you_were_defeated_allied_unfriendly|Doszły mnie słuchy, że {s54} cię pokonał. Następnym razem postaraj się nie posłać zbyt wielu naszych ludzi na pewną śmierć, dobrze?
str_comment_you_were_defeated_allied|Doszły mnie słuchy, że {s54} cię pokonał. Ale nie trać ducha -- losy wkrótce się odwrócą!
str_comment_you_helped_my_ally_unfriendly_chivalrous|Doszły mnie słuchy, że {s54} został przez ciebie uratowany przed pewną klęską. Mimo iż mam o tobie niezbyt dobre mniemanie, muszę cię pochwalić za ten czyn.
str_comment_you_helped_my_ally_unfriendly|[Wygląd powinien wynosić zero, a ta wiadomość nie powinna się pojawić]
str_comment_you_helped_my_ally_liege|Słyszałem, że mój wasal, {s54}, został przez ciebie uratowany od pewnej klęski. 
str_comment_you_helped_my_ally_unfriendly_spiteful|Ponoć nasz biedny {s54} był w niezłych tarapatach, zaś ty dzielnie ruszył{e/a}ś mu na ratunek. Myślał{e/a}ś, ze to jakaś dama w opałach? Zresztą nieważne -- każdy by się pomylił.
str_comment_you_helped_my_ally_spiteful|Doszły mnie słuchy, że {s54} został przez ciebie uratowany przed niezłym laniem. Moim zdaniem powin{ieneś był/naś była} pozwolić, by dostał swoją nauczkę.
str_comment_you_helped_my_ally_chivalrous|Doszły mnie słuchy, że {s54} został przez ciebie wyciągnięty z trudnej sytuacji. Szlachetny czyn z twej strony.
str_comment_you_helped_my_ally_default|Doszły mnie słuchy, że {s54} został przez ciebie wyciągnięty z trudnej sytuacji. Dobra robota!
str_comment_you_abandoned_us_unfriendly_spiteful|Nędzny robaku! Zostawił{e/a}ś nas samych przeciwko całej armii, którą dowodził {s54}! Pluję na ciebie.
str_comment_you_abandoned_us_unfriendly_pitiless|Cóż... Porzucił{e/a}ś nas w samym środku bitwy z armią, której dowodził {s54}, czyż nie? Śmierdzi mi to zdradą.
str_comment_you_abandoned_us_spiteful|Znikn{ąłeś/ęłaś} w samym środku bitwy z armią, której dowodził {s54}... Mam nadzieję, że masz dobre wytłumaczenie. Narobił{e/a}ś w zbroję? A może trząsł{e/a}ś się tak bardzo ze strachu, że nie potrafił{e/a}ś utrzymać miecza?
str_comment_you_abandoned_us_chivalrous|Co się stało? Znikn{ąłeś/ęłaś} w samym środku bitwy z armią, której dowodził {s54}. Mogę mieć tyko nadzieję, że był{e/a}ś zbyt ranna, by ustać o własnych siłach, gdyż inaczej wstyd by mi było, żem ruszył do boju z {takim tchórzem/kimś tak tchórzliwym}.
str_comment_you_abandoned_us_benefitofdoubt|Co się stało? Znikn{ąłeś/ęłaś} w samym środku bitwy z armią, której dowodził {s54}. Zakładam, że odniosł{e/a}ś rany, ale wyglądało to podejrzanie.
str_comment_you_abandoned_us_default|Co się stało? W jednej chwili walczyłeś razem z nami przeciwko oddziałom, którymi dowodził {s54}, a zaraz potem gdzieś znikn{ąłeś/ęłaś}?
str_comment_you_ran_from_me_enemy_spiteful|Ostatnim razem, gdy się spotkaliśmy, uciekał{e/a}ś przede mną niczym zbity pies. Przybywasz, by znów najpierw na mnie szczekać, po czym zwiać z podkulonym ogonem, czy może tym razem będziesz skamleć o litość?
str_comment_you_ran_from_me_enemy_chivalrous|Ostatnim razem, gdy się spotkaliśmy, uciekł{e/a}ś przede mną. Naucz się wreszcie dzielnie stawiać czoła przeciwnikowi{, jak na mężczyznę przystało}!
str_comment_you_ran_from_me_enemy_benevolent|Gdy podaczas ostatniego naszego spotkania patrzyłem jak uciekasz z pola bitwy, miałem nadzieję, że już nie będę musiał z tobą walczyć.
str_comment_you_ran_from_me_enemy_coldblooded|Ostatnim razem, gdy się spotkaliśmy, uciekł{e/a}ś przede mną. To była mądra decyzja.
str_comment_you_ran_from_me_enemy|Gdy ostatnio skrzyżowały się nasze drogi, udało ci się uciec. Wątpię jednak, byś następnym razem miał{/a} tyle samo szczęścia.
str_comment_you_ran_from_foe_allied_chivalrous|Mawiają, że gdy tylko {s54} się zbliżył, uciekł{e/a}ś w popłochu, zostawiając swych ludzi. Modlę się, by to nie okazało się prawdą, gdyż taki czyn przyniósłby hańbę nam wszystkim.
str_comment_you_ran_from_foe_allied_upstanding|Mawiają, że gdy tylko {s54} się zbliżył, uciekł{e/a}ś w popłochu, zostawiając swych ludzi. Nie zawsze daję wiarę takim plotkom i wiem też, że beznadziejna sytuacja wymusza desperackie czyny. Błagam cię jednak, byś bardziej dbał{/a} o swe dobre imię, gdyż ludzie nie będą chcieli dla nas walczyć, jeśli usłyszą, że opuszczamy ich na polu bitwy.
str_comment_you_ran_from_foe_allied_spiteful|Tak przy okazji, mawiają, że uciekał{e/a}ś w podskokach, niczym przerażony mały zajączek, zostawiając za sobą swych własnych ludzi, by {s54} mógł wyrżnął ich co do jednego. Ha! Cóż to musiał być za widok!
str_comment_you_defeated_my_friend_enemy_pragmatic|{s54} co prawda pozwolił ci się pokonać, ale wszystkim nam nie dasz rady.
str_comment_you_defeated_my_friend_enemy_chivalrous|Doszły mnie słuchy, że {s54} został przez ciebie pokonany i od tamtego czasu niepokoi się na samą myśl o tym, że kiedyś znów może skrzyżować z tobą miecze.
str_comment_you_defeated_my_friend_enemy_spiteful|Twoja sława cię wyprzedza, {playername}. {s54} dał się złapać na twe sztuczki, ale jeśli zmierzysz się ze mną, przekonasz się, żem jest znacznie trudniejszym przeciwnikiem.
str_comment_you_defeated_my_friend_enemy|Mawiają, że {s54} został przez ciebie pokonany. Ze mną tak łatwo ci nie pójdzie.
