qstr_Received_{reg0}_dama|Otrzymano {reg0} obrażeń.
qstr_We_ve_done_what_We_c|Zrobiliśmy, co możemy. Teraz ty i twoi ludzie musicie odpocząć.
qstr_Boss_the_lads_are_hu|Szefie, chłopcy są głodni! Wykonujemy całą ciężką pracę i wciąż głodujemy!
qstr_Master_the_lads_are_|Mistrzyni, chłopcy są głodni! Nie możemy walczyć na pustych żołądkach!
qstr_Yes!_With_proper_fed|Tak! Prawidłowo karmione brzuchy, będziemy Ci służyć dwa razy!
qstr_As_you_command_maste|Kiedy nakazujesz, mistrzu, heh heh. Mięso wróciło do menu, chłopcy!
qstr_Your_Orcs_&_Uruks_at|Twoje Orki i Uruks zjadły {reg1} mężczyzn!
qstr_Yes_master!_As_you_c|Tak mistrzu! Jak nakazujesz, mistrzu!
qstr_Harr_harr_harr!_You_|Harr harr harr! NIE straszysz MNIE! Następnym razem to JESTEŚ, że jemy!
qstr_One_{s6}_left_the_pa|Jeden {s6} opuścił imprezę.
qstr_I_understand._I_will|Rozumiem. Zostanę z tobą. Przez chwilę.
qstr_I_have_played_my_rol|Odgrywałem swoją rolę przez wiele długich lat, przez wiele żyć śmiertelnych ludzi. Ta wojna jest dla ludzkości do walki. Wyjeżdżam na Zachód, a niektórzy mogą zdecydować się pójść za mną.
qstr_{reg1}_Veteran_Elves|{reg1} Weterani postanowili opuścić drużynę.
qstr_What_an_amazing_feat|Co za niesamowity wyczyn!
qstr_Well_done!|Wspaniale!
qstr_Nice_legwork.|Dobra robota.
qstr_Heh.|Heh.
qstr_Good_moves_but_you_m|Dobry ruch, ale to jeszcze nie koniec.
qstr_More_than_half_of_th|Więcej aniżeli połowa przeciwników, nie źle.
qstr_You_ll_need_to_try_h|Musisz lepiej się postarać.
qstr_Well..._better_here_|No... lepiej tu niż na polu bitwy, hę?
qstr_We_ve_been_sent_by_{|Zostaliśmy przysłani przez {s3}. Przybyliśmy, aby połączyć nasze siły z waszymi.
qstr_{s3}_has_sent_us_to_|{s3} wysłał nas, abyśmy dołączyli do floty atakującej {s4}.
qstr_Excellent_{playernam|Świetnie, {playername}! Słyszałem, że dałeś im więcej, niż prosiłem. To wspaniała robota. ^ ^ Tutaj, weź to jako dodatkową nagrodę za przekroczenie naszych oczekiwań. ^^ Musimy wygrać tę wojnę tak szybko, jak to możliwe.
qstr_Excellent_{playername|Doskonale, {playername}. To na pewno im pomoże. Musimy wygrać tę wojnę tak szybko, jak to możliwe.
qstr_Reinforcing_{s1}_has|Umocnienie {s1} wzmocniło {s2}. ({s2} has gained {reg50} faction strength).
qstr_The_watchmen_in_the_|Strażnicy w mieście odnotowali znaczny spadek zasadzek. Dobrze wykonałeś swoją pracę. Dziękuję {playername}.
qstr_Our_guards_have_seen|Nasi strażnicy widzieli, jak szkodniki uciekają z podkulonymi ogonami. Dobrze zrobiliście, pokazując tym szkodnikom, że kontrolujemy ten teren.
qstr_It_was_nothing._I_wi|To było nic. Będę czuwał, jeśli się pojawią.
qstr_Slaying_these_maggot|Zabicie tych robaków było niczym. Będę czuwał, jeśli znowu się odważą.
qstr_town|miasto
qstr_village|wieś
qstr_The_{s9}_of_{s13}_ha|{s9} z {s13} poprosił cię, byś zaj{ął/ęła} się plemiennymi orkami błąkającymi się po okolicy.
qstr_{s9}_of_{s3}_asked_y|{s9} z {s3} poprosił cię, byś dostarczył{/a} mu {reg5} {s6} do {s10} w {s4} w {reg6} dni.
qstr_The_{s9}_of_{s4}_ask|{S9} z {s4} poprosiło cię o wzmocnienie {s3} co najmniej {reg5} żołnierzy w ciągu {reg6} dni. Porozmawiaj z mistrzem koszar w {s3}. Jakość dostarczanego przez ciebie oddziału nie ma znaczenia.
qstr_You_have_reinforced_{|Wzmocniłeś {s3} przez 0 żołnierzy.
qstr_Thank_you_for_offeri|Dziękuję za pomoc, {playername}. ^^ Karawany jadące z powrotem do miasta były wielokrotnie atakowane {s6}. Z każdą zasadzką stają się coraz śmielsi i zbliżają się coraz bardziej do miasta.
qstr_Good_of_you_to_ask_{|Dobrze, że pytasz, {playername}. ^^ Są {s6} poruszające się po okolicy, myśląc, że są odpowiedzialne. Nikt niczego nie robi, więc stają się odważniejsi i biorą to, co jest słusznie nasze.
qstr_The_people_have_aske|Ludzie poprosili o pomoc w zabiciu przynajmniej {reg22} {s6}, w nadziei, że to powstrzyma ich na jakiś czas. ^ ^ Czy byłbyś w stanie to zrobić?
qstr_I_want_you_to_slay_a|Chcę, żebyś zabił przynajmniej {reg22} {s6}, żeby pokazać słabościom, że są nieistotne. ^^ Co powiesz?
qstr_We_will_get_rid_of_t|Pozbędziemy się tych szkodników.
qstr_{s9}_wants_you_to_sl|{s9} chce, abyś zabił {reg22} {s6} w bitwach.
qstr_The_{s9}_of_{s3}_ask|{s9} z {s3} poprosił cię, byś dostarczył{/a} mu {reg5} żywności w ciągu {reg6} dni.
qstr_The_{s9}_of_{s3}_aske|{s9} z {s3} poprosił cię, byś dostarczył{/a} mu {reg5} {s6} w ciągu {reg0} dni.
qstr_Escort_the_supply_tr|Eskortuj transport zapasów do {s8}.
qstr_The_{s9}_of_{s4}_aske|{s9} z {s4} poprosił cię, byś zaj{ął/ęła} się sprawiającymi kłopoty miastu goblinami.
qstr_The_{s9}_of_{s14}_ha|{s9} z {s14} poprosił cię o zajęcie się grupą bandytów sprawiających kłopoty w {s14}. Pojawiają się oni tylko w nocy i atakują samotnych ludzi na ulicach.
qstr_refugees|uchodźców
qstr_slaves|niewolników
qstr_{s1}_Refugees|{s1} Uchodźców
qstr_{s1}_Slaves|{s1} Niewolników
qstr_The_{s11}_of_{s10}_a|{s11} z {s10} poprosił cię o eskortę {s12} do {s13}. Otrzymasz {reg8} PP po powrocie.
qstr__Guards_slaughter_hi|Straże, ubijcie go!
qstr_Slaughter_him_for_fr|Ubijcie go dla świeżego ludzkiego mięsa!
qstr_This_is_{s5}_Command|To {s5}, Dowódco.
qstr_{s6}_This_place_and_|{s6} To miejsce i okoliczne ziemie należą do {s7} z {s8}.
qstr_Hey_scum!_I_can_fix_|Hej szumowino! Mogę naprawić twoją szczękę.
qstr_Watch_where_you_re_g|Patrz gdzie leziesz, robalu!
qstr_I_don_t_like_your_fa|Nie podoba mi się twoja twarz! Myślę, że wymaga drobnych poprawek.
qstr_What_are_you_looking|Na co się gapisz? CO?
qstr_the_white_hand|biała ręka
qstr_the_lidless_eye|oko bez powieki
qstr_I_have_some_of_your_|Mam ze sobą kilku twych ziomków. Pozwolę im dołączyć do ciebie, by pomóc twej sprawie.
qstr_Some_of_your_stinky_|Mam ze sobą kilku twych ziomków. Jestem pewien, że wolą iść z tobą.
qstr_{s4}_It_is_always_go|{s4} Zawsze dobrze zobaczyć swego.
qstr_a_nearby_town|opodal miasta
qstr_that_town_over_there|tamto miasto
qstr_{s4}^We_are_from_{s1|{s4}^Jesteśmy z {s11}, patrolujemy wokół {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^{reg1?Patrolujemy:Grabimy} wokół {s11}.
qstr_{s4}^We_are_patrolli|{s4}^Patrolujemy wokół {s11}.
qstr_{s4}^We_are_carrying|{s4}^Wieziemy zapasy z {s11} do {s12}.
qstr_{s4}^We_are_escortin|{s4}^Eskortujemy więźniów {s12}.
qstr_Greetings_do_you_nee|Witam, potrzebujesz wsparcia?
qstr_I_will_need_your_hel|Będę potrzebował twojej pomocy, proszę za mną. [Wpływ na koszty {reg1} / {reg2}]
qstr_You_and_your_men_mus|Ty i twoi ludzie musicie iść za mną. [Wpływ na koszty {reg1} / {reg2}]
qstr_It_looks_like_you_ha|Wygląda na to, że masz już zbyt wielu zwolenników.
qstr_Why_do_you_need_us?_|Dlaczego nas potrzebujesz? Masz wszystko, czego potrzebujesz już za sobą!
qstr_We_will_follow_you_t|Będziemy podążać za tobą, choć nie możemy się zbyt daleko posuwać.
qstr_If_there_is_killing_|Jeśli zabijanie, pójdziemy. Ale nie możemy posunąć się za daleko, bo wpadniemy w kłopoty.
qstr_We_cannot_leave_our_|Nie możemy opuścić naszego postu, aby śledzić Cię teraz. [Za mało punktów wpływów (Wymaga {reg1})]
qstr_Who_are_you_to_comma|Kim jesteś, aby nam rozkazywać? [Za mało punktów wpływów (Wymaga {reg1})]
qstr_Then_let_us_go._Stay|A więc chodźmy. Zostań blisko. Będę cię potrzebować wkrótce.
qstr_There_will_be_blood_|Na pewno będzie krew. Pozostań blisko lub przegap.
qstr_Goodbye_friends.|Do zobaczenia, przyjaciele.
qstr_See_you_later_if_you|Do zobaczenia, o ile nie zginiesz.
qstr_I_don_t_need_your_he|Nie potrzebuję już twojej pomocy. Idź do domu.
qstr_I_don_t_have_any_nee|Nie potrzebuję cię. Spadaj.
qstr_We_will_return_to_ou|Wrócimy do naszego poprzedniego zajęcia. Do widzenia.
qstr_Lads_we_re_going_hom|Chłopaki, wracamy do domu!
qstr__^Oh_and_take_back_t| ^Och, i zabierz tych, którzy nie są z naszego ludu.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Those:That} odważny {reg28?soldiers:soldier} z pewnością pomoże nam obronić nasze ziemie.{s32} {s23}^^[earned {reg14} Punkty Surowców {s14}]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Those:That} przydatny {reg28?troops:troop} nam spowodować większy bajzel.{s32}^{s23}^^[earned {reg14} Punkty Surowców {s14}]
qstr_Good_luck_in_your_tr|Powodzenia.
qstr_Try_not_getting_your|Spróbuj nie zginąć.
qstr_You_ready_your_weapo|Przygotowujecie swoją broń, czujesz przypływ doświadczenia w Twoim ciele (Twoje umiejętności i sprawności wzrosły).
qstr_The_previous_battle_|Poprzednia walka Cię rozgrzała. Jesteś bardziej ożywiony i gotowy na więcej. (Atrybuty, umiejętności i sprawności wzrosły).
qstr_You_are_tired_but_ad|Jesteś wycieńczony, ale adrenalina płynąca przez woje żyły porywa Cię na więcej.  (Atrybuty, umiejętności i sprawności wzrosły).
qstr_These_are_great_weap|Doprawdy wspaniałe to oręża. Wydają się dziwne w dotyku... (Abilities and Weapon Profeciencies Improved)
qstr_You_can_barely_raise|Ledwo możesz teraz unieść swoją broń... lecz widok twoich braci wokół ciebie wzmacnia cię. (Abilities and Weapon Profeciencies Improved).
qstr_With_Lord_Balin_s_tr|Ze skarbami Lorda Balina przed tobą i pamięci o jego śmierci, twój gniew staje się potężniejszy. (Attributes, Abilities and Weapon Profeciencies Improved)
qstr_We_cannot_hold..._we|Nie damy rady... to koniec...
qstr_You_do_not_know_how_|Nie wiesz ile możesz jeszcze wytrzymać...
qstr_How_long_can_we_keep|Kiedy to się skończy? Nie mogę utrzymać topora w ręku...
qstr_You_know_that_the_en|Koniec jest blisko...
qstr_You...._good....dwar|Jesteś... dzielnym... krasnoludem...
qstr_You_can_no_longer_ra|Nie możesz utrzymać swojej broni w ręce.
qstr_There_are_too_many..|Jest ich za dużo... jest ich za dużo...
qstr_..........|.......
qstr_It_is_off_to_work_we|Pora wziąć się za prace...
qstr_Your_mind_starts_to_|Zaczynasz być obłąkany... myślisz o złocie i skarbach...
qstr_...............|............
qstr_Sleep_sounds_good...|Sen brzmi dobrze...
qstr_For_Balin!!|Za Balina!
qstr_For_Balin...|Za Balina....
