qstr_Received_{reg0}_dama|{reg0} 피해 입음.
qstr_Alright!_This_is_goi|좋아! 이건 좀 아플거야... 정말 많이.
qstr_Let_us_begin._It_may|시작하자. 시간이 좀 걸릴 것이다. 침착하고 나머지를 맡겨라.
qstr_Impressive..._You_di|인상적이야... 넌 별로 움찔하지 않았어. 자리로 돌아가라.
qstr_Rest_the_wounds_have|쉬시오, 상처를 보살피시오.
qstr_Your_party_must_be_a|당신의 부대는 이 임무를 수행하기 위해 최소 30 보다 강해야한다.
qstr_You_were_tasked_to_h|당신은 최근 북쪽에서 큰 혼란을 일으키고 있는 도적들을 사냥하라는 임무를 받았다. 어둠숲 근처의 은신처를 공격하거나, 혹은 베오른족의 집 근처에서 그들을 요격할 수 있다.
qstr_Mordor_gains_Faction|모르도르는 알려지지 않은 무기를 얻을 때마다 세력 군사력을 얻습니다.
qstr_Beornings_gain_Facti|당신의 승리가 퍼져, 베오른족의 세력 군사력이 향상되었다.
qstr_Beornings_lose_Facti|베오른족은 그들이 공격받을 때마다 세력 군사력을 잃습니다.
qstr__{s14}_gains_faction|반지의 영향력이 넓어지고 있다는 소식에, {s14}의 세력 군사력이 향상되었다.
qstr_You_must_return_and_|당신은 돌아가서 반지 추격자 지도자를 패배시킴과 동시에 마술의 힘이 담긴 반지를 되찾았다고 보고해야한다.
qstr_You_must_return_and_r|당신은 돌아가서 반지 추격자 일당을 패배시켰다고 보고해야한다. 하지만 그들의 지도자가 그들이 찾던 것을 얻었을지도 모른다.
qstr_Do_you_need_reinforc|지원 병력이 필요하지 않으십니까?
qstr_You_don_t_look_too_s|자넨 그다지 강해 보이지 않는데, 부대가 필요하나?
qstr_^{s14}_is_grateful_t|^{s14}이 그대에게 감사하네, {playername}, {s29}^
qstr_{s31}{reg28?Those:That|{s31}{reg28?그들:그} 용감한 {reg28?병사들:병사}는 우리의 영토를 방어하는데 확실히 도움이 될 것입니다.{s32}^^[{s14}의 자원 포인트 {reg14}만큼 획득]
qstr_{s31}{reg28?Those:That}|{s31}{reg28?그들:그} 쓸만한 {reg28?병사들:병사}는 우리가 일삼는 파괴에 도움이 될 것이다.{s32}^^[{s14}의 자원 포인트 {reg14}만큼 획득]
qstr_{s4}_^Oh_and_take_bac|{s4}.^아, 그 병사들을 다시 데려가라, 그들은 우리 동족들이 아니니, 우리는 그들을 받아들일 수 없다.
qstr_It_is_my_duty_to_hel|우리의 동족들을 돕는 것이 내 의무요.
qstr_It_is_my_duty_to_help|우리의 동맹을 돕는 것이 내 의무요.
qstr_{s31}__Consumable._C|{s31} (소모품. 재구매 가능)
qstr_{s31}__Can_be_reboug|{s31} (재구매 가능)
qstr_I_wish_to_raze_an_en|나는 적의 정착지를 파괴하고 싶다.
qstr_I_wish_to_lead_our_m|나는 우리 병사들을 인솔해 적 기지를 공격하고 싶다.
qstr_More_snaga_who_will_|적의 벽에 내다버릴 스나가들이 더 있나? 듣고 있으니 어디 말해 봐라.
qstr_Indeed?_Few_men_are_|정말? 전투 중에 그렇게 빨리 자진해서 죽는 병사는 거의 없다. 내가 너를 떠나보내기 전에 우리가 의논해야 할 것이 많다.
qstr_Indeed?_That_is_no_s|정말? 그건 작은 일이 아니야. 그리고 내가 너를 떠나보내기 전에 우리가 의논해야 할 문제들이 있어.
qstr_First_sieges_are_onl|첫째로, 공성은 강자만이 선택할 수 있다! 여기 해야할 일이 있다:
qstr_Here_is_all_that_nee|여기 해야할 일들이다:
qstr_Firstly_we_must_thin|첫번째로, 우리는 이 임무에 있을 장애물에 대해 생각해야한다:
qstr_You_need_sharp_weapo|너는 날카로운 무기와 네 부대와 와르그들을 먹일 신선한 고기, 불을 지필 나무, 약골들을 일으킬 한 줄기 바람이 필요할거다. 네 쓰레기들이 진형을 지키지 못하게 하면, 벽에 도달하기도 전에 서로 죽여대겠지. 우리는 네 부대가 서로 치고박고 싸우는 것에 신경쓰기에는 너무 바빠 - 구더기들이 움직이기를 바란다면, 놈들에게 필요한 것을 제공할 준비를 해라. [{reg3} 자원 포인트, {reg15} 영향력 소모]
qstr_Steel_must_be_kept_s|강철은 날카롭게 갈려야하고, 병사와 말들은 먹여야하고, 불은 계속 타올라야하고, 물은 채워져야하고, 부상은 보살핌을 받아야한다 - 전투는 영광스러웠지만 성벽 위에서 일어날 전투보다 덜 중요했습니다. 우리는 이미 너무 얇게 펼쳐져있어 당신의 필요를 충족시킬 수 없기 때문에, 당신의 군대를 유지하는데 필요한 것을 스스로 제공할 준비가 되어있어야합니다.^[{reg3} 자원 포인트, {reg15} 영향력 필요]
qstr_Steel_must_be_kept_sh|강철은 날카롭게 갈려야하고, 병사와 말들은 먹여야하고, 불은 계속 타올라야하고, 물은 채워져야하고, 부상은 보살핌을 받아야한다 - 전투는 영광스러웠지만 성벽 위에서 일어날 전투보다 덜 중요했습니다. 우리는 이미 너무 얇게 펼쳐져있어 당신의 필요를 충족시킬 수 없기 때문에, 당신의 군대를 유지하는데 필요한 것을 스스로 제공할 준비가 되어있어야합니다.^[{reg3} 자원 포인트, {reg15} 영향력 필요]
qstr_Next_if_you_try_to_a|다음으로, 적의 수도를 공격하려한다면, 네가 이미 죽지 않았다면 내가 따라붙을 것이다. 우리는 주인이 명령할때에만 그곳으로 진군한다. 적이 약하고 이길 수 있는 곳으로 간다.
qstr_Secondly_you_do_not_|둘째로, 당신은 적의 수도에 대항하여 우리 민족을 이끌 수 있는 허가를 받지 않았다. 이런 곳들은 아군의 전력이 하나로 뭉쳐야 극복할 수 있다. 우리의 적이 충분히 약해진 곳부터 공격하면 그들을 패배시킬 수 있을 것이다.
qstr_Third_{s2}_is_on_its|셋째로, {s2}은 자체적인 전략을 수행하며, 우리는 겉을 보기에 상황이 좋아보이면 너와 함께 싸울 것이지만, 너는 네 스스로 승리를 거두기 위해 충분히 강해지는 것이 좋을 것이며, 그렇지 않으면 오래 버티지 못할 것이다.
qstr_Furthermore_you_must|게다가, {s2}는 자체적인 전략에 따라 이용된다는 것을 알아야한다. 상황이 허락한다면 우리의 깃발은 너를 따라 전장에 나설 것이지만, 희망을 믿지 마라 - 너는 아마 혼자 싸워야할 것이다.
qstr_Last_remember_that_a|마지막으로, {s25}로서 기억해둘 것은, 주인께서는 실패할 시간 따위는 없다는 것입니다. 싸울 때 {s2}를 위해 위험을 감수한다 - 우리에게 패배를 안겨준다면 태어난 것을 후회하게 될 것이다.
qstr_Finally_remember_tha|마지막으로, {s25}로서 성공과 실패에 의해 살고 죽게 될 것이라는 것을 기억하라. 전투에 나설 때 {s2}에게 많은 위험을 무릅쓰게 된다. 일을 망친다면 결과는 참혹할 것이다.
qstr_Finally_remember_that|마지막으로, {s25}로서 당신은 어렵게 얻은 승리의 영광을 누릴 수 있지만 {s2}의 사는 모든 사람들이 당신의 실패의 댓가를 치른다는 것을 기억하라. 당신은 {s2}의 운명을 이고 전장으로 향하는 것이다 - 일을 망친다면 그 결과는 참혹할 것이다.
qstr_Still_think_you_can_|아직도 이걸 제어할 수 있을 것 같나?
qstr_Knowing_what_I_have_|내가 말해준 걸 다 듣고도, 여전히 자네가 할 수 있다고 생각하나?
qstr_Knowing_what_I_have_t|내가 말해준 걸 다 듣고도, 여전히 진행하고 싶나?
qstr_Give_me_the_banner_o|주인의 깃발을 내게 가져와라!
qstr_Yes_my_lord._Let_me_|예, 군주시여. 저희 깃발을 전투에 가져갈 수 있게 해주십시오.
qstr_The_people_of_{s3}_t|{s3}의 백성들이 그대 선물에 감사할 것이네, {playername}. {s1}의 선물에 대한 대가로 {s4}의 사람들에게 {s2}의 선물을 보내겠다. {playername}, 다시 한 번 감사드린다.
qstr_I_want_to_deliver_a_|난 우리의 동맹들에게 선물을 주길 원하네.
qstr_delivering_a_gift|선물 배달
qstr_I_want_to_bring_a_br|난 우리의 동맹들에게 뇌물을 주길 원하네.
qstr_delivering_a_bribe|뇌물 배달
qstr_{s2}_[{reg14}_Resour|{s2} [{reg14} 자원 포인트]
qstr_Gift|선물
qstr_You_have_requested_t|{s2}로부터 {s1}의 선물을 {s3}에 전달하도록 요청받았다. {s3}의 사람들은 틀림없이 이런 친절한 호의에 감사할 것이다.
qstr_Bribe|뇌물
qstr_You_have_requested_to|{s2}로부터 {s1}의 뇌물을 {s3}에 전달하도록 요청받았다. 그 대가로 그들에게 어떤 보상을 받을 수 있기를 바란다.
qstr_{reg3}_hours.|{reg3} 시간.
qstr_hour.|시간.
qstr_Taking_{reg0}_inf._A|Taking {reg0} inf. Alt?={reg1}
qstr_You_spent_{reg0}_of_|당신은 {s1}에 대한 영향력을 {reg0} 사용했으며, {reg1}이 남았다.
qstr_The_War_is_over_{pla|전쟁은 끝났소, {playername}, 듣지 못했소?
qstr_We_are_at_war_with_{|우리는 {s12}와 전쟁 중이다. 하지만 우리는 {s13}과도 싸우고 있다.
qstr_We_are_at_war_with_{s|우리는 {s12}와 전쟁 중이다. 하지만 우리는 오직 소모전만 하고 있다.
qstr_we_are_not_too_conce|우리는 지금 고향에 가까운 다른 적들과 싸우고 있기 때문에 그들에게 신경을 쓸 겨를이 없다.
qstr__under_your_orders|, 자네의 명령을 따른다.
qstr_{playername}_you_may|{playername}, {s7}의 군대를 봤을지 모르겠군. 우리에게 대항하는 대장들의 무리 중에서 현재 {s8}의 {s7}가 가장 큰 명성을 얻고 있다. 그가 야전에 주둔하고 있는 것 만으로도 우리의 적들을 대담하게 하고 아군의 사기를 약화시키기에 충분하다. {playername}, 이 전쟁에서 큰 공을 세우고 싶다면, 모두가 볼 수 있는 열린 전장에서 {s7}의 군대를 쓰러트려라! 그리하면 다시 희망이 불타오르고, 우리에게 맞서는 이들의 마음을 두려움이 채울 수 있을지도 모른다.
qstr_Do_you_mark_how_our_|너는 우리의 가장 용감한 전사들이 {s8}의 {s7}에 대해 묘사하는지 알고 있나? 위대한 전사, 아 그러시겠지, 유능한 대장. 우리는 그 놈이 계속 미쳐돌아가도록 내버려 둘 수 없다! 그들의 얼굴이 보일때마다 우리 전선이 물러나고, 적들이 새로운 용기를 얻고 있다. 그럴 순 없다. 네게 명령한다, {playername}. 열린 전장에서 {s7}의 병사들에게 도전해 패배시켜라. {s7}이 너의 손에 쓰러지는 것을 보면 그 추종자들의 피는 얼어붙을 것이고, 우리의 적들을 충분히 쓰러트릴 수 있다는 것을 우리 부대들에게 보여줄 수 있을 것이다!
qstr_This_is_a_chance_for|내 자질을 보여줄 수 있는 절호의 기회다. 나는 적과 아군이 보는 앞에서 {s7}을 무찌르겠다.
qstr_Accursed_be_those_wh|{s7}을 따르는 자들은 저주받을 지어다, 내가 모두가 볼 수 있도록 그들을 쳐부술 것이다!
qstr_{s9}_wants_you_to_de|{s9}는 당신이 {s36}의 {s35}를 전투에서 패배시키길 원한다.
qstr_I_humbly_ask_that_yo|이 임무에서 다른 사람을 찾으시라 감히 말씀드립니다. 제가 전장에서 {s7}을 상대로 최선은 아닐겁니다.
qstr_Mercy_I_crave!_To_fa|자비를, 부디! {s7}을 전장에서 상대하는 건 어리석은 짓이었다! 나는 그 일을 할 수 없다!
qstr_strong_warriors_from|{s7}에서 온 강대한 전사
qstr_champions_from_{s7}_|{s7}에서 온 용사, 전장에서 제일 강력한
qstr_{playername}_the_men|{playername}, 병사들이 적군의 맹렬함에 대한 이야기를 들었다. 이러한 무시무시한 이야기들이 병사들의 사기를 꺾고 있다. 병사들에게 두려울 것이 없다는 것을 보여주어야한다. 나는 당신이 {s6}의 {reg22}에게 도전해 패배시키길 원한다.
qstr_{playername}_I_want_|{playername}, I want you to show the men that enemy troops are of no consequence. I want you to personally slay {reg22} {s6}! Do this to show we are the superior force!
qstr_I_will_do_what_you_a|요청한대로 하겠습니다, 내 병사들이 증인이 될 것입니다.
qstr_high_level_troops_fr|에서 온 고레벨 병력
qstr_elite_level_troops_f|에서 온 엘리트 레벨 병력
qstr_{s9}_wants_you_to_pe|{s9}는 {reg22} 명의 {s6} {s7}을 개인적으로 패배시키기를 원한다.
qstr_I_want_you_to_person|나는 당신이 개인적으로 죽였으면 한다
