
str_yes|예
str_npc1_home_description|한때는 공정한 도시였습니다, 옛 곤도르의 수도로, 사람들의 웃음이 가득한 곳이었죠. 이제 버려지고 폐허가 되어 안두인 강 만이 이 유령 도시를 지나가는군요.
str_npc2_home_description|예전에는 미나스 이실이라고 불렸소.달빛이 안뜰을 은빛으로 가득 채우고 벽들은 은빛과 백색으로 빛났다는 이야기가 전해지오. 곤도르 파수꾼들은 동쪽 벽 너머로 Ephel Dúath.를 지켜보곤 했지요.
str_npc3_home_description|나무줄기와 나뭇가지, 온갖 종류의 나무들이 빽빽하게 들어차있고, 괴상한 생명체들이 숲을 배회하는데, 모두가 무해한 것은 아니라네.
str_npc4_home_description|'말과 기마병들은 어디에 있는가? 우렁찬 나팔 소리는 어디에 있는가? ^투구와 사슬갑옷, 흩날리는 밝은 머리칼은 어디에 있는가? ..^산에 내리는 비와 초원에 부는 바람처럼 사라졌구나.^ 언덕 너머, 밤의 어둠 속으로...'
str_npc5_home_description|한때 남부 왕국의 손으로 지어올린, 지금은 우리가 백색의 마법사라고 부르는 자의 본거지, 다른 이들을 희생시키면서 자신의 힘을 어떻게 키워나갈지를 생각하고 있겠지. 의심의 여지가 없어.
str_npc6_home_description|이렇게 멀리 와본 적은 없지만, 초록숲 정찰대가 이 근방에 나즈굴이 돌아다닌다 말하는 것을 들었소. 악의 기운이 느껴지는 군, 하지만 확언하지는 않겠소. 이건 너무 강력해서, 우리가 준비해야할지도 모르오.
str_npc7_home_description|황폐와 오르크 발자국으로 볼 때, 용감한 발린과 그의 탐험대의 운명이 걱정되는군. 모리아가 그림자 속에 떨어진 것 같은데, 조심해서 나아가는 것이 좋겠소.
str_npc8_home_description|자주 방문하는 상인이 너른골 시장에 와서는 내가 먹어본 것들 중 가장 좋은 꿀을 팔고는 했지. 희한하게 그는 '곰들이 만든거요'라고 말하며 웃던데.
str_npc9_home_description|그 빌어먹을 벽들은 너무 높고 단단해서 내 망치로도 부술 수 없어. 우리가 만약 에도라스 돼지새끼들을 쫓아낸다면, 아마 이곳으로 도망쳐와 여기 벽 뒤에 숨겠지.
str_npc10_home_description|저 도시에 대해 아나?
str_npc11_home_description|저 도시에 대해 아나?
str_npc12_home_description|저 도시에 대해 아나?
str_npc13_home_description|저 도시에 대해 아나?
str_npc14_home_description|저 도시에 대해 아나?
str_npc15_home_description|저 도시에 대해 아나?
str_npc16_home_description|저 도시에 대해 아나?
str_npc17_home_description|여기에도 이런 사랑스러운 숲이 있는지 몰랐어. 여기도 나무꾼들이 일하는 지 궁금한걸.
str_npc1_home_description_2|곤도르에 재앙이 닥치면, 서오스길리아스가 가장 먼저 간사한 적들의 손에 넘어갈 것이오. 나는 오직 파라미르 대장이 그날 지휘를 맡아 파도를 막을 수 있기를 바랄 뿐이지. 여기 방어를 지원해줄 수 있는 사람을 구해주신다면 정말 감사하겠습니다, 대장.
str_npc2_home_description_2|지금은 끔찍한 오르크들과 죽은 망령들, 더 심한 것들로 가득차있다고들 말하지. 언젠가 곤도르가 이 곳을 되찾고 나면 그 부정한 것들을 모조리 몰아낼 수 있기를 바랄 뿐이오.
str_npc3_home_description_2|우리가 엔트우드를 지나야한다면, 서두르고 은밀히 움직여야합니다. 누가 우리 발굽소리를 들을지도 모르고, 그런 생각은 하고싶지도 않군요.
str_npc4_home_description_2|우리는 과거에 이룬 위대한 업적과 희생을 기억해야만합니다. 로한과 곤도르의 동맹은 다시 한번 우리 동족들을 재앙으로부터 구해줄 것입니다.
str_npc5_home_description_2|아무리 위대한 사람일지라도, 설령 이스타리 중 한 사람일지라도 타락할 수 있다는 것을 보여준다네. 힘을 갈망하는 자는 힘으로 망하나니, 더이상 지체하지 맙시다.
str_npc6_home_description_2|성벽 뒤에서 악의 군세가 진군 준비를 하고 있는 것이 느껴지는군... 로스로리엔으로? 아니면 너른골? 아니면 초록숲의 고향으로? 알 수는 없지만 그 계획을 무너트릴 수 있다면 할 수 있는 것을 해주기를 바라네.
; str_npc7_home_description_2|If the fortunes of war ever provide us with a large army, we should risk the entrance to the Mines and retrieve their mighty riches.
str_npc8_home_description_2|수많은 달콤한 꽃들의 향기를 맡을 수 있고, 채밀하는 벌들을 볼 수 있어. 너만 괜찮다면, 내가 직접 쓸 약초를 좀 모을 수 있을까? 잠깐이면 돼.
str_npc9_home_description_2|우루크-하이 무리를 데리고 올 게 아니라면 여기서 터벅터벅 걸어다니는 건 소용 없어. 벽에서 감시하는 눈빛을 만들고 싶은 게 아니라면야.
str_npc10_home_description_2|미나스 모르굴, 나즈굴이 하루종일 술퍼먹는 곳이지, 하하!
str_npc11_home_description_2|오르상크는 뭔가.. 거인같아 보이지 않나?
str_npc12_home_description_2|오르상크는 뭔가.. 거인같아 보이지 않나?
str_npc13_home_description_2|미나스 모르굴, 나즈굴이 하루종일 술퍼먹는 곳이지, 하하!
str_npc14_home_description_2|미나스 모르굴, 나즈굴이 하루종일 술퍼먹는 곳이지, 하하!
str_npc15_home_description_2|미나스 모르굴, 나즈굴이 하루종일 술퍼먹는 곳이지, 하하!
str_npc16_home_description_2|미나스 모르굴, 나즈굴이 하루종일 술퍼먹는 곳이지, 하하!
str_npc17_home_description_2|멋진 담배를 만들어줄 수 있는데, 담배 좋아하나?
str_npc1_home_recap|나는 이실리엔에서, 남부 두네다인 강을 따라 거슬러 올라가는 전사들의 긴 무리에서 태어나고 자랐습니다.
str_npc2_home_recap|나는 미나스 티리스의 보잘것없지만 자랑스러운 가문에서 태어났지.
str_npc3_home_recap|나는 에오를의 후예요, 사람들은 로히림이라 부르지.
str_npc4_home_recap|나는 당신이 그렇게 쉽게 잊어버리는 것이 썩 유쾌하다 생각하지 않는데.
str_npc5_home_recap|호기심을 만족시켜주겠지만, 너무 지체하진 말지.
str_npc6_home_recap|나는 어둠숲의 숲요정들로부터 태어나고 자랐네. 우리 동족들은 뛰어난 목공술로 알려져있지.
str_npc7_home_recap|나는 두린의 후예이자 드왈린의 아들이다.
str_npc8_home_recap|나는 너른골에서 온 의사이자 식물학자이다.
str_npc9_home_recap|네가 정 알아야겠다면 글럼이 말해주겠다. 하지만 말로 적들을 죽일수는 없다.
str_npc10_home_recap|짧게 말하지.
str_npc11_home_recap|짧게 말하지.
str_npc12_home_recap|짧게 말하지.
str_npc13_home_recap|짧게 말하지.
str_npc14_home_recap|짧게 말하지.
str_npc15_home_recap|짧게 말하지.
str_npc16_home_recap|짧게 말하지.
str_npc17_home_recap|나는 숲 끝자락에서 태어났고, 평생을 숲 속에서 보냈다. 거기 수많은 나무들이 있다는 걸 말해줬던가?
str_npc1_honorific|대장
str_npc2_honorific|사령관
str_npc3_honorific|사령관
str_npc4_honorific|사령관
str_npc5_honorific|사령관
str_npc6_honorific|전사
str_npc7_honorific|대장
str_npc8_honorific|사령관
str_npc9_honorific|마스터
str_npc10_honorific|마스터
str_npc11_honorific|마스터
str_npc12_honorific|마스터
str_npc13_honorific|족장
str_npc14_honorific|대장
str_npc15_honorific|마스터
str_npc16_honorific|족장
str_npc17_honorific|족장
str_comment_you_captured_a_castle_allied_friendly|{s51} 포위하여 점령했다고 들었네. 정말 대단한 일을 해냈군, 자네를 내 친구라 부를 수 있다는 것이 자랑스럽네!
str_comment_you_captured_a_castle_allied_spiteful|{s51}을 포위하여 점령했다고 들었는데, 잘 했다! 우리는 놈들의 모든 요새를 약탈하고, 창고를 샅샅이 뒤진 후에 비통에 빠진 과부들에게 우리 포도주를 따르게 할거야.
str_comment_you_captured_a_castle_allied_unfriendly_spiteful|{s51}을 포위하여 점령했다고 들었다. 흠, 누군가 말했듯 쥐구멍에도 볕 들 날이 있는 법이지. 즐길 수 있을 때 즐겨라. 네가 온 추운 곳으로 다시 너를 쫓아낼때까지 말이다.
str_comment_you_captured_a_castle_allied_unfriendly|{s51}을 포위하여 점령했다고 들었는데, 우리가 과거에 어쨌든 간에, 나는 축하해주지 않으면 안되겠지.
str_comment_you_captured_a_castle_allied|{s51}을 포위하여 점령했다고 들었다. 도망치는 놈들을 모조리 쫓아버려!
str_comment_we_defeated_a_lord_unfriendly_spiteful|{s54}를 상대로 거둔 승리를 기념하기 위해 술잔을 기울이고 싶겠지만, 포도주를 아껴두게. 그대가 일찍이 거둔 불명예를 씻으려면 그것보다 많이 필요할테니까.
str_comment_we_defeated_a_lord_unfriendly|{s54}를 상대로 우리가 어떻게 함께 싸웠는지는 잊지 않겠지만, 우리 사이에 어떤 일이 있었는지도 잊지 않을 것이오.
str_comment_we_defeated_a_lord_cruel|{s54}를 상대로 대승을 거두지 않았던가? 그의 군대를 까마귀밥으로 만들었으니까!
str_comment_we_defeated_a_lord_quarrelsome|{s54}를 어떻게 휩쓸었는지를 절대 잊지 않을 거야. 기억만해도 즐겁군.
str_comment_we_defeated_a_lord_upstanding|{s54}에 대한 우리의 승리를 잊지 않겠다. 다시 한 번 하늘에 감사하고, 우리가 너무 자만하지 않도록 기도합시다.
str_comment_we_defeated_a_lord_default|{s54}를 상대로 대승을 거두지 않았던가? 자네 편에서 함께 싸울 수 있게 되어 영광이네.
str_comment_we_fought_in_siege_unfriendly_spiteful|{s51}을 정복한 것을 기념하기 위해 술잔을 기울이고 싶겠지만, 포도주를 아껴두게. 그대가 일찍이 거둔 불명예를 씻으려면 그것보다 많이 필요할테니까.
str_comment_we_fought_in_siege_unfriendly|우리가 함께 {s51}을 폭풍처럼 공격했던 것을 잊지 않겠지만, 우리 사이에 놓여 있는 다른 문제들도 잊을 수 없다.
str_comment_we_fought_in_siege_cruel|나는 어떻게 우리가 {s51}의 벽을 무너트리고 그곳 수비병들에게 칼을 꽂아넣었는지 잊지 않을 것이다. 참 좋은 기억이군.
str_comment_we_fought_in_siege_quarrelsome|우리가 {s51}의 성벽을 넘었을 때 적들이 어떤 표정을 지었는지 기억 나나? 놈들은 거기가 안전하다고 생각했겠지! 우쭐한 미소가 떠오른 얼굴들을 모조리 쓸어버렸고!
str_comment_we_fought_in_siege_upstanding|나는 {s51}을 어떻게 빼앗았는지를 잊지 않겠네. 다시 한 번 하늘에 감사하고, 우리가 너무 자만하지 않도록 기도하세나.
str_comment_we_fought_in_siege_default|우리가 {s51}을 어떻게 정복했는지 절대 잊지 못할 것이네. 자네 편에서 함께 싸울 수 있게 되어 영광이네.
str_comment_we_fought_in_major_battle_unfriendly_spiteful|{s51} 에서 거둔 승리를 위해 술잔을 기울이고 싶겠지만, 포도주를 아껴두게. 그대가 일찍이 거둔 불명예를 씻으려면 그것보다 많이 필요할테니까.
str_comment_we_fought_in_major_battle_unfriendly|우리가 {s51} 근처에서 벌어진 대전투에서 어떻게 함께 싸웠는지는 잊지 않겠으나, 우리 사이에 놓인 다른 문제들도 잊지 않을 것이다.
str_comment_we_fought_in_major_battle_cruel|{s51}에서 일어난 대전투를 절대 잊지 않을 것이다, 우리가 놈들의 진형을 무너트리자 놈들은 우리 앞에서 비명을 지르며 도망쳤지. 좋은 기억이야.
str_comment_we_fought_in_major_battle_quarrelsome|{s51}에서는 정말 잘 싸워주었네, 그 개자식들을 모조리 쫓아내버렸을때 말일세!
str_comment_we_fought_in_major_battle_upstanding|{s51}의 대전투에서 서로 어깨를 맞대고 어떻게 싸웠는지를 잊지 않을 것이네. 다시 한 번 하늘에 감사하고, 우리가 너무 자만하지 않도록 기도하세나.
str_comment_we_fought_in_major_battle_default|{s51} 에서 일어난 대전투에서 우리가 어떻게 어깨를 맞대고 싸웠는지를 잊지 않을 것이다. 그대 편에 서서 싸울 수 있어 다행이다.
str_comment_you_defeated_a_lord_allied_liege|{s54}라 하는 악당과의 승부에서 승리를 거두었군. 그런 소식을 듣게되어 기쁘네.
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful|그대가 {s54}와 싸워서 이겼다는 소식을 들었네. 쥐구멍에 볕들 날도 있군 그래.
str_comment_you_defeated_a_lord_allied_spiteful|네가 그 {s54} 개자식을 물리쳤다고 들었다. 놈이 자비를 애걸하는 목소리를 들었어야했는데.
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous|{s54}와 싸워 이겼다고 들었다. 나는 네가 불명예스러운 수단을 사용하지 않았기를 바란다.
str_comment_you_defeated_a_lord_allied|{s54}와 싸워서 이겼다는 소식을 들었다. 승리를 만끽하기를 바란다.
str_comment_you_defeated_me_enemy_chivalrous|지난 번 만났을 때 네 승리를 후회하지는 않겠다, 하지만 두번째 라운드를 애타게 기다리고 있었지!
str_comment_you_defeated_me_enemy_spiteful|너를 다시 만나기를 벼르고 있었다. 네 꾀가 두 번 다시 나를 속이지 않을 것이며, 네가 자비를 애원하는 소리를 듣는 것을 즐기겠다.
str_comment_you_defeated_me_enemy|우리가 마지막으로 만났을 때 {playername}, 네가 나보다 나았을지는 몰라도 이번에는 다시 그런일이 일어나지 않을 것이다!
str_comment_i_defeated_you_enemy_spiteful|아직도 원하나? 나와 한 번 더 싸우게 해달라, 너를 사냥개 먹이로 주겠다.
str_comment_i_defeated_you_enemy_chivalrous|너의 용기를 다시 한 번 시험해보겠느냐, {playername}?
str_comment_i_defeated_you_enemy_benevolent|다시 한 번 나와 싸우겠다고? 배움이 없는 놈이로군?
str_comment_i_defeated_you_enemy_coldblooded|너는 집요하구나, 하지만 귀찮아.
str_comment_i_defeated_you_enemy|거리를 유지하는 법을 배울때까지 몇 번을 혼내줘야하는거지?
str_comment_we_were_defeated_unfriendly_spiteful|마지막으로 봤을 땐 {s54}의 부하들에게 탈탈 털리는 모습이었는데. 그 재앙은 다 네 탓이었지. 살아있는 걸 보니 안됐군.
str_comment_we_were_defeated_unfriendly|마지막으로 봤을 땐 {s54}의 부하들에게 탈탈 털리는 모습이었는데. 용케 살아남았군.
