stringsfile version 1
1350
str_no_string NO_STRING!
str_npc11_morality_speech Excuse_me,_captain._It's_not_good_that_we_{s21}._I've_followed_armies_and_warbands_for_30_years,_and_the_least_the_soldiers_expect_of_a_leader_is_to_feed_them,_pay_them,_and_do_{his/her}_best_to_keep_their_sorry_skins_intact_as_best_{he/she}_can.
str_npc12_morality_speech Captain_--_I_do_not_like_to_see_us_{s21}._I_am_prepared_to_be_a_warrior,_but_not_a_brigand._Pray_let_us_try_to_show_a_little_more_compassion.
str_npc13_morality_speech Captain,_if_we_can_avoid_it,_I'd_prefer_not_to_{s21}._Calradia_is_a_small_place,_and_one's_reputation_is_precious._I_would_not_care_for_one_of_my_rivals_to_include_this_latest_unfortunate_incident_in_a_satirical_verse.
str_npc14_morality_speech I_do_not_care_to_{s21}._No_one_with_a_reputation_for_cowardice_will_be_properly_feared_by_his_men.
str_npc15_morality_speech {Sir/Madame}_--_just_so_you_know_my_opinion,_any_commander_with_sense_will_not_let_his_company_{s21}.I_hope_you_don't_mind_me_speaking_so_bluntly.
str_npc16_morality_speech Captain._I_don't_like_to_{s21}._So_many_throats_left_uncut,_and_so_many_purses_left_unexplored...
str_npc1_2ary_morality_speech Boss_--_just_so_you_know,_I've_got_no_problem_if_we_{s21}._Living_to_fight_another_day_makes_good_sense_to_me.
str_npc2_2ary_morality_speech {Sir/Madame}_--_I'm_not_altogether_happy_that_we_{s21}._I'm_a_merchant,_and_in_our_business_one_is_bonded_by_one's_word._I_don't_want_a_reputation_for_dishonesty_--_that_would_spell_my_end_as_a_trader,_{sir/madame}.
str_npc3_2ary_morality_speech {Sir/Madame}_--_I_think_it_was_a_brave_decision_you_took_to_{s21}._There_is_no_shame_in_finding_a_way_to_avoid_the_spilling_of_blood.
str_npc4_2ary_morality_speech Your_pardon_--_whatever_anyone_else_says,_I_think_nothing_of_it_that_you_{s21}._You_should_adopt_whatever_ruse_you_need_to_survive_in_these_troubled_times.
str_npc5_2ary_morality_speech [No_secondary_moral_code]
str_npc6_2ary_morality_speech {Sir/Madame}_--_you_may_choose_to_{s21},_but_would_prefer_to_have_no_part_in_it._Such_is_not_the_path_to_my_redemption.
str_npc7_2ary_morality_speech [No_secondary_moral_code]
str_npc8_2ary_morality_speech [No_secondary_moral_code]
str_npc9_2ary_morality_speech Captain,_I_am_dismayed_that_you_{s21}._A_{gentleman/gentlewoman}_such_as_yourself_should_exhibit_the_highest_standards_of_honour_at_all_times.
str_npc10_2ary_morality_speech {Brother/Sister}_--_I_can't_say_I_like_to_see_us_{s21}._You_should_treat_your_men_well,_and_they'll_repay_with_interest.
str_npc11_2ary_morality_speech [No_secondary_moral_code]
str_npc12_2ary_morality_speech [No_secondary_moral_code]
str_npc13_2ary_morality_speech [No_secondary_moral_code]
str_npc14_2ary_morality_speech Captain_--_you_should_not_let_it_bother_you_that_you_{s21}._Armies_are_made_to_do_their_leaders'_bidding,_and_hardships_are_part_of_a_soldier's_life.
str_npc15_2ary_morality_speech You_know,_friend_{playername},_it's_none_too_reassuring_to_see_how_you_just_{s21}._If_you_can_break_your_word_to_them,_you_can_break_your_word_to_me,_is_how_I_figure_it.
str_npc16_2ary_morality_speech Captain_--_just_so_you_know,_it's_no_problem_by_me_that_we_{s21}._We_do_what_we_need_to_do_to_live,_and_they'd_do_the_same_to_us_if_they_were_in_our_shoes.
str_npc1_personalityclash_speech Captain_--_no_offense,_but_I'm_a_bit_tired_of_{s11},_who_puts_on_airs_like_she's_something_better_than_your_humble_servant_Borcha.
str_npc2_personalityclash_speech {Sir/Madame}_--_as_you_recall_I_was_a_merchant_before_I_signed_on_with_you._I_respect_men_who_make_their_living_peacefully,_risking_all_to_bring_goods_for_far_away_lands.
str_npc3_personalityclash_speech Captain_--_in_my_opinion,_{s11}_is_a_hard_and_cruel_man._He_speaks_of_nothing_but_the_need_to_flog,_beat,_and_hang_his_fellow_soldiers.
str_npc4_personalityclash_speech {Sir/Madame}._The_House_of_Rolf_is_one_of_the_most_ancient_and_respected_families_in_this_part_of_the_world,_with_a_provenance_dating_back_to_the_Old_Calradic_Empire._Yet_{s11}_openly_shows_me_disrespect,_and_casts_doubt_on_the_provenance_of_my_house.
str_npc5_personalityclash_speech A_moment_of_your_time,_captain._{s11}_seems_to_think_me_a_common_bandit,_just_because_I_have_rewarded_myself_in_the_past_to_the_legitimate_spoils_of_war_from_caravans_passing_through_my_family's_lands.
str_npc6_personalityclash_speech Your_pardon,_{sir/madame},_but_I_cannot_keep_my_tongue_stilled_any_longer._That_harlot,_{s11}_--_every_time_she_sees_me_she_points_the_five_fingers_of_her_hand_at_me_--_a_peasant's_sign_to_ward_off_evil.
str_npc7_personalityclash_speech Captain,_I_have_done_my_best_to_put_up_with_your_followers'_rude_talk_and_filthy_habits._But_that_one_who_calls_himself_{s11}_is_beyond_tolerance.
str_npc8_personalityclash_speech Just_so_you_know,_I_cannot_abide_that_insolent_mountebank_{s11}._Some_minutes_ago,_I_was_remarking_to_our_companions_how_the_peasants_of_this_region_were_more_than_usually_slack-jawed_and_beetle-browed,_and_speculated_that_perhaps_they_had_bred_with_apes.
str_npc9_personalityclash_speech Sir_--_{s11}_is_a_base_braggart,_a_man_with_no_respect_for_the_honour_of_women._I_am_tired_of_hearing_how_he_conquered_this_or_that_damsel.
str_npc10_personalityclash_speech Excuse_me,_captain._I_hate_to_trouble_you_with_such_things,_but_I_just_wanted_to_let_you_know_that_I_can't_abide_that_fellow_Rolf,_the_one_who_calls_himself_a_baron.
str_npc11_personalityclash_speech Begging_your_pardon,_captain,_but_I_can't_keep_silent._That_man,_{s11}_--_he_killed_his_own_brother.
str_npc12_personalityclash_speech My_lord._The_barbarian_woman,_{s11},_complained_of_headaches_--_a_possible_symptom_of_excess_of_sanguinity._I_thought_to_apply_my_leeches.
str_npc13_personalityclash_speech Captain,_I_weary_of_{s11},_who_talks_of_nothing_but_chivalry_and_feats_of_arms.
str_npc14_personalityclash_speech Excuse_me,_captain._A_few_minutes_ago,_I_had_expressed_the_opinion_that_liberal_use_of_the_lash_and_occasional_use_of_the_gallows_is_essential_to_keep_soldiers_in_line._Men_without_a_healthy_fear_of_their_commanders_are_more_likely_to_run_from_battle.
str_npc15_personalityclash_speech Excuse_me._I_hope_you_don't_mind_me_telling_you_that_in_my_opinion,_that_girl_{s11}_is_a_danger_to_the_party._She's_a_feral_brat,_disrespectful_of_authority_and_the_basic_principles_of_the_military_art.
str_npc16_personalityclash_speech Oy,_captain._Just_so_you_know_--_there's_something_funny_about_{s11}._He_makes_strange_scrawlings_in_the_dirt,_and_mutters_to_himself.
str_npc1_personalityclash_speech_b She's_a_common_bandit,_just_like_myself,_and_she_has_no_right_to_tell_me_to_keep_my_distance_from_her,_as_she_did_just_now.
str_npc2_personalityclash_speech_b I_don't_much_care_to_hear_{s11}_gloat_about_the_caravans_he_has_looted,_or_he_plans_to_loot,_like_he_has_no_respect_for_good_honest_trade.
str_npc3_personalityclash_speech_b I_know_that_an_army_is_not_a_nursery,_and_that_strong_discipline_is_important,_but_I_do_believe_that_man_enjoys_cruelty_for_cruelty's_sake._I_hope_you_do_not_mind_me_saying_so.
str_npc4_personalityclash_speech_b {Sir/madame},_these_are_indeed_sorry_days_if_common_folk_are_allowed_to_mock_their_betters._That_is_all.
str_npc5_personalityclash_speech_b I_told_him_that_if_the_warrior's_way_bothers_him_so_much,_that_he_become_a_priest_or_a_beggar_and_so_not_have_to_worry_about_such_things._I_hope_you_do_not_mind_that_I_said_such_things.
str_npc6_personalityclash_speech_b I_know_the_crime_I_committed_was_an_abomination,_but_I_am_seeking_repentance,_and_I_deserve_better_than_to_be_the_object_of_some_witch's_superstition._I_just_thought_you_should_know.
str_npc7_personalityclash_speech_b I_do_not_care_for_how_he_stares_at_me_around_the_campfire_after_a_meal,_as_he_picks_his_teeth._I_believe_I_recognize_him_from_my_days_as_a_bandit._He_is_base_and_ignorant._I_do_not_care_to_travel_with_such_people.
str_npc8_personalityclash_speech_b {s11},_that_font_of_impudence,_overheard_me,_and_called_me_ignorant,_and_a_savage,_and_other_words_I_do_not_care_to_repeat._It_was_only_out_of_respect_for_you_that_I_refrained_from_cutting_his_throat_then_and_there._I_thought_it_only_fit_that_I_should_warn_you.
str_npc9_personalityclash_speech_b If_he_persists,_I_shall_tell_him_that_he_is_a_base_varlot,_and_if_it_comes_to_blows_I_will_not_apologize._That_is_all,_{sir/madame}.
str_npc10_personalityclash_speech_b He's_just_a_simple_brigand,_as_far_as_I_can_tell._House_of_Rolf,_my_arse._Genuine_blue-bloods_are_bad_enough,_but_those_who_pretend_to_be_blue-bloods_are_bloody_intolerable._Anyway,_I_might_have_said_something_a_bit_sharp_to_him_a_minute_ago._He_seemed_to_take_offense,_anyway._I_just_thought_you_should_know.
str_npc11_personalityclash_speech_b He's_a_kinslayer,_cursed_by_heaven,_and_he'll_bring_misfortune_and_sorrow_upon_us,_that's_for_certain._I_don't_like_being_around_him_and_I_don't_think_he_should_be_with_us._That's_all._Sorry_for_troubling_you.
str_npc12_personalityclash_speech_b But_when_I_tried_to_afix_them,_she_recoiled_and_struck_me,_and_accused_me_of_witchcraft._Captain,_I_am_deeply_tired_of_attending_to_the_complaints_of_such_an_ungrateful_and_ignorant_lot.
str_npc13_personalityclash_speech_b Valorous_deeds_are_all_very_well,_but_they_are_not_the_only_goals_worth_pursuing_in_life._Personally,_I_never_trust_any_man_who_has_not_at_least_once_woken_up_drunk_in_a_ditch,_or_been_beaten_by_the_slipper_of_his_lover.
str_npc14_personalityclash_speech_b That_chit_{s11}_saw_fit_to_admonish_me_for_this._I_will_not_have_my_methods_questioned_in_front_of_the_men,_and_I_will_not_serve_any_commander_who_tolerates_such_insubordination_in_his_company._Thank_you_for_allowing_me_to_speak_my_peace.
str_npc15_personalityclash_speech_b What's_more,_I_suspect_she's_a_thief._I_found_her_going_through_my_baggage_and_pawing_some_of_my_schematics,_and_she_pulled_a_knife_on_me_when_I_thought_fit_to_object._A_wise_captain_would_not_allow_her_in_his_company.
str_npc16_personalityclash_speech_b Fearing_witchcraft,_I_asked_him_about_it,_and_he_told_me_that_a_chit_of_a_girl_like_myself_should_mind_her_own_business._So_I_had_a_look_in_his_baggage,_and_found_strange_plans_and_diagrams._I_think_he's_a_sorceror,_{sir/madame},_and_if_I_catch_him_trying_to_hex_me_he'll_have_a_knife_in_his_throat.
str_npc1_personalityclash2_speech Oy_--_boss,_I_don't_fancy_myself_a_sensitive_soul,_but_I_don't_particularly_like_how_{s11}_went_about_cutting_the_throats_of_the_enemy_wounded,_back_there.
str_npc2_personalityclash2_speech {Sir/Madame}._If_you_don't_mind,_I'd_prefer_not_to_be_deployed_anywhere_near_{s11},_after_what_he_said_to_me_during_that_last_battle.
str_npc3_personalityclash2_speech {Sir/Madame}._Since_I_have_joined_your_company,_I_have_tried_hard_to_learn_how_to_live_like_a_soldier,_and_how_to_honour_the_warrior's_code._If_I_occasionally_make_mistakes,_I_would_hope_to_be_forgiven.
str_npc4_personalityclash2_speech {Sir/Madame}._I_happened_to_exchange_a_few_words_with_{s11}_as_we_were_dividing_up_the_spoils_of_battle._Please_inform_her_that_when_she_speaks_to_me,_she_should_call_me_'Baron'_or_perhaps_'Baron_Rolf,'_or_'Your_Grace,'_but_certainly_not_just_'Rolf.'
str_npc5_personalityclash2_speech Captain._{s11}_needs_to_have_her_tongue_cut_out.
str_npc6_personalityclash2_speech My_lord._Did_you_see_{s11}_during_that_last_battle?_He_taunts_the_fallen_foe_as_they_lay_stricken_and_helpless_on_the_battlefield,_mocking_their_parentage,_their_foolishness_for_having_fought_us.
str_npc7_personalityclash2_speech Captain_--_I_have_been_searching_my_mind_trying_to_remember_where_I_have_seen_{s11},_the_one_who_calls_himself_a_baron._As_I_watched_him_in_action_during_that_last_battle,_I_suddenly_remembered._He_is_a_good_fighter,_but_also_a_vicious_one.
str_npc8_personalityclash2_speech Captain._{s11}_is_a_most_insolent_girl._I_have_tried_to_be_polite,_even_friendly,_only_to_have_her_rebuff_me.
str_npc9_personalityclash2_speech {Sir/My_lady},_I_hope_you_do_not_mind_me_telling_you_this,_but_in_my_opinion_{s11},_the_merchant,_does_not_know_his_place._During_that_last_battle,_he_cut_in_front_of_me_to_engage_a_foe_whom_I_had_marked_for_my_own.
str_npc10_personalityclash2_speech {Brother/Sister}_--_a_question_for_you._Are_you_in_charge_of_this_company,_or_is_it_{s11}?
str_npc11_personalityclash2_speech Captain._I_don't_much_care_for_that_{s11}._After_that_last_battle,_he_went_around_muttering_some_heathen_incantation,_as_he_went_through_the_slain_looking_for_loot.
str_npc12_personalityclash2_speech Captain._I_can_no_longer_abide_the_rank_ignorance_of_{s11}._As_I_was_treating_the_wounded_during_our_last_battle,_he_saw_fit_to_disparage_my_use_of_laudanum_in_relieving_the_pain_while_I_conducted_surgery,_and_of_treating_wounds_with_a_poultice_of_honey.
str_npc13_personalityclash2_speech Hello,_captain!_{s11}_is_a_temperamental_one,_isn't_he?_During_that_last_battle,_I_was_merely_having_a_friendly_chat_with_our_foes_about_their_mothers_as_we_exchanged_swordblows,_and_it_caused_him_to_throw_a_fit!
str_npc14_personalityclash2_speech Sir._{s11}_is_incorrigibly_indisciplined._During_that_skirmish,_I_called_out_to_him_that_he_should_hold_ranks_with_the_rest_of_our_battle_array._He_called_back_to_me_that_I_should_'get_stuffed.'
str_npc15_personalityclash2_speech Captain_--_I_must_tell_you_that_I_question_{s11}'s_medical_credentials._As_he_was_tending_to_our_wounded_after_that_last_battle,_I_saw_fit_to_remind_him_that_the_peerless_Galerian_often_advocated_administering_a_distillation_of_beetroot,_to_restore_the_humor_imbalance_brought_by_loss_of_sanguinity.
str_npc16_personalityclash2_speech Beg_your_pardon,_sir._{s11}_might_have_been_a_very_good_thief,_but_he's_not_got_the_stomach_to_be_a_warrior,_if_you_ask_me.
str_npc1_personalityclash2_speech_b The_way_she_whistles_cheerfully_as_she_does_it_--_it_puts_a_chill_down_my_spine,_it_does.
str_npc2_personalityclash2_speech_b The_enemy_was_bearing_down_on_us,_and_he_says,_'Step_aside,_merchant,_this_is_knight's_work.'_Next_time_I_will_step_aside,_and_let_him_take_a_spear_in_the_gut.
str_npc3_personalityclash2_speech_b After_our_last_victory_I_was_picking_through_the_slain,_and_availed_myself_of_one_of_our_foe's_purses._No_sooner_had_I_done_so_then_{s11}_came_up_behind_me_and_struck_it_from_my_hands,_saying_that_it_was_she_who_had_made_the_kill,_and_thus_she_deserved_the_spoils._My_lord,_I_could_not_tell_in_the_heat_of_battle_who_had_struck_whom._If_{s11}_had_simply_told_me_that_she_deserved_the_purse,_I_would_gladly_have_given_it_to_her.
str_npc4_personalityclash2_speech_b I_am_of_noble_blood,_and_she_is_of_the_basest_birth._She_must_remember_her_place.
str_npc5_personalityclash2_speech_b When_the_loot_was_piled_up_after_the_last_battle,_I_found_among_the_enemy's_baggage_a_very_decent_cooking_pot._Often_I_had_wished_to_find_such_a_pot,_so_I_could_boil_some_of_the_stews_that_my_people_use_to_warm_their_bellies_during_the_winter_months._But_{s11}_grabs_the_pot,_and_tells_me_that_I_will_not_be_allowed_to_'taint'_it_with_heathen_food,_and_that_it_should_properly_belong_to_her._I_yielded_the_pot_to_her,_but_I_will_not_tolerate_such_disrespect_in_the_future.
str_npc6_personalityclash2_speech_b My_lord_--_such_hubris_will_not_be_overlooked_by_Heaven,_and_I_fear_we_shall_all_of_us_pay_the_price.
str_npc7_personalityclash2_speech_b Back_when_I_lived_in_the_ravines,_we_would_sometimes_fight_with_a_rival_band_called_the_Brethen_of_the_Woods._Captain_--_I_would_not_trust_any_man_who_hides_his_origins,_and_particularly_would_not_trust_a_common_bandit_who_calls_himself_a_lord.
str_npc8_personalityclash2_speech_b As_we_were_cleaning_our_weapons_after_that_last_battle,_I_remarked_that_I_thought_her_a_handsome_girl,_and_after_I_regained_my_lands_I_would_happily_find_her_a_match_with_one_of_my_warriors._I_thought_it_was_a_very_generous_offer,_as_a_woman_disinherited_by_her_father_is_hardly_going_to_find_herself_awash_in_prospects._But_rather_than_thank_me,_she_simply_turned_her_back_without_a_word._It_was_only_out_of_respect_for_your_leadership_that_I_did_not_immediately_try_to_teach_her_some_manners.
str_npc9_personalityclash2_speech_b I_appreciate_that_he_is_willing_to_risk_his_life_in_battle,_but_that_alone_does_not_make_a_gentleman._He_is_not_of_noble_birth,_and_his_family's_wealth_comes_from_commerce_and_usury._He_may_fight_with_us_as_an_auxiliary,_but_should_not_attempt_to_steal_glory_from_his_betters.
str_npc10_personalityclash2_speech_b In_that_last_battle_he_was_shouting_at_me:_'Go_forward,_go_back,_hold_the_line.'_When_I_told_him_to_mind_his_own_trimming_he_said_he'd_have_me_flogged.__Captain,_that_man_is_looking_for_a_crossbow_bolt_in_his_chest,_begging_your_pardon.
str_npc11_personalityclash2_speech_b He_said_it_was_a_prayer_of_thanksgiving_for_victory,_but_it_didn't_sound_like_that_to_me._Captain,_I_don't_want_him_raising_up_the_ghosts_of_the_dead_to_make_trouble_for_us_on_our_travels._I_think_you_had_best_be_rid_of_him
str_npc12_personalityclash2_speech_b Captain,_if_that_man_knew_the_slightest_thing_about_medical_matters,_he_would_know_that_one_should_never_undermine_a_patient's_confidence_in_his_doctor,_particularly_not_during_a_complicated_operation._If_you_would_be_kind_enough_to_dismiss_him_from_this_company,_you_would_be_doing_all_of_us_a_great_service.
str_npc13_personalityclash2_speech_b When_all_the_dust_settled,_{s11}_turned_on_me_and_told_me_not_to_'tempt_the_wrath_of_the_Heavens'_with_my_'hubris.'_I_responded_that_at_least_I_hadn't_killed_my_own_brother,_which_I_think_bothers_the_Heavens_a_lot_more_than_battlefield_small_talk._{s11}_turns_red_like_a_baboon's_arse_and_would_have_struck_me_had_I_not_artfully_dodged_out_of_his_away._Tell_him_to_lighten_up,_will_you?
