
str_yes|Áno.
; str_rohan_gift2|Golden Torcs and Engraved Drinking Horns
; str_rohan_gift3|Fine Horse Barding
; str_rohan_gift4|Rohan Horses
; str_mordor_gift0|Weak Peat Beer
; str_mordor_gift1|Snaga Oil
; str_mordor_gift2|Mordor Fly Larvae
; str_mordor_gift3|Orodruin Obsidian
; str_mordor_gift4|Farmer Slaves
; str_isengard_gift0|Dried Human Meat
; str_isengard_gift1|Black Iron Chains
; str_isengard_gift2|Tools of Torture
; str_isengard_gift3|Alchemist Glasswork
; str_isengard_gift4|Saruman's Petty Rings
; str_lorien_gift0|Seeds, Nuts and Berries
; str_lorien_gift1|Cold Lanterns and Strong Rope
str_lorien_gift2|Lembas
; str_lorien_gift3|Silver Belts and Broaches
; str_lorien_gift4|Elven Cloaks
; str_imladris_gift0|White Bread and Herbal Butter
; str_imladris_gift1|Crystal Glassware
; str_imladris_gift2|Miruvor
; str_imladris_gift3|Embroidered Banners and Silver-Inlaid Horns
; str_imladris_gift4|Healing Herbs and Ointments
; str_woodelf_gift0|Soft Animal Hides
; str_woodelf_gift1|Arrow Heads and Fletching
; str_woodelf_gift2|Hunting Spears
; str_woodelf_gift3|Trained Birds of Prey
; str_woodelf_gift4|Drinking Cups of Red Gold
; str_dale_gift0|Semi-Precious Stones and Glass Beads
; str_dale_gift1|Codexes of Heroic Sagas
; str_dale_gift2|Dorwinion Wine
; str_dale_gift3|Luxurious Furs
; str_dale_gift4|Intricate Toys and Instruments
; str_harad_gift0|Figs and Pomegranates
; str_harad_gift1|Warrior Necklaces
; str_harad_gift2|Carved Ivory
; str_harad_gift3|Sacred Snake Wine
; str_harad_gift4|Golden Serpent Statues
; str_rhun_gift0|Waterskins
; str_rhun_gift1|Tattoo Ink
; str_rhun_gift2|Headgear with Horns and Antlers
; str_rhun_gift3|Horsehair Whips
; str_rhun_gift4|Horse Meat and Milk
; str_khand_gift0|Colourful Spices
; str_khand_gift1|Rolls of Silk
; str_khand_gift2|Hunting Falcons
; str_khand_gift3|Ingots of Water Steel
; str_khand_gift4|Sacred Warrior Masks
; str_umbar_gift0|Oysters and Sea Salt
; str_umbar_gift1|Whalebone Combs and Fishing Hooks
; str_umbar_gift2|Pleasure Slaves
; str_umbar_gift3|Sailing Maps of the Southern Seas
; str_umbar_gift4|Mysterious Numenorean Schematics
; str_moria_gift0|Putrid Dwarven Ale
; str_moria_gift1|Coal
; str_moria_gift2|Luminescent Deep-Worms
; str_moria_gift3|Black Cave Pearls
; str_moria_gift4|Dwarven Metal Scraps
; str_guldur_gift0|Black Liquor
; str_guldur_gift1|Poisonous Vines of Torture
; str_guldur_gift2|Wheeled Slave Cages
; str_guldur_gift3|Giant Spider Eggs
; str_guldur_gift4|Tomes of Dark Sorcery
; str_gundabad_gift0|Spiky Bone Piercings
; str_gundabad_gift1|Protective Warpaints
; str_gundabad_gift2|Boiled Dwarven Lard
; str_gundabad_gift3|Mummified Corpse Idols
; str_gundabad_gift4|Black Wargs
; str_dunland_gift0|Stinky Goat Cheese
; str_dunland_gift1|Flint Sacrificial Knives
; str_dunland_gift2|Bronze Arm Rings
; str_dunland_gift3|Goats
; str_dunland_gift4|Wolf Skulls and Claws
; str_beorn_gift0|Honey Cakes and Mead
; str_beorn_gift1|Bee Wax and Hemp Cloth
; str_beorn_gift2|Bee Hives
; str_beorn_gift3|Amber Necklaces
; str_beorn_gift4|Well Trained Ponies
; str_cmenu_follow|Accompany
; str_reset_to_default|Reset to Default
str_done|Hotovo
; str_gondor1|Gondor1
; str_gondor2|Gondor2
; str_gondor3|Gondor3
; str_gondor4|Gondor4
; str_gondor5|Gondor5
; str_gondor6|Gondor6
; str_gondor7|Gondor7
; str_gondor8|Gondor8
; str_gondor_end|Gondor1
; str_gondor_intro|^It is a bitter thought, that a hero of this great kingdom should die within the sight of his land, unaided and helpless.^^The news of Boromir’s death passed like a swift wind through all of Gondor, even to the plains of Pinnath Gelin and the hills of Lamedon, even to the shores of Pelargir and the coasts of Dol Amroth. The hearts of all your people are filled with grief and pity; and more besides, with fear and foreboding, for Gondor is hard pressed and sore beset, ringed by implacable foes or uncertain friends.^^The Shadow rises in the East, as of old; the fractious Corsairs of Umbar grow bolder; the wild men of the East and South press their claims upon Gondorian land.^^No longer can you stand by and wait. Trust you have placed in your captains; sword and spear they will place in your hand. Gondor wanes, but Gondor still stands; and even the end of its strength is still very strong. You have resolved yourself to play what part you may in this coming war against the servants of the Nameless. Much is spoken of in the councils of the great and wise, to which you are not privy, but there is one thing you feel you can be sure of.^^If the valiant hearts of Gondor should fail, and Minas Tirith be lost, then the last light of the West will be extinguished. All will fall beneath the Shadow.
; str_dwarf_intro|^The Kingdom under the Mountain has done well, of that there can be no dispute. Old King Dáin has just passed his two hundred and fiftieth year, and by any measure he is fabulously wealthy. Under his rule, Erebor thrives, and knows greatness. The waterways, fountains and pools of neighbouring Dale bear witness to how your builders have surpassed the skill of even your forefathers, though their secrets of metalwork have regrettably been lost.^^Yet a darkness from Mordor entered these halls, when Sauron’s foul envoy, with his breath like the hiss of snakes, came bearing evil words. Heavy have been the hearts of your chieftains since then, for the power that has re-entered Mordor has not changed. The Shadow grows and draws nearer - already the Enemy is moving, and war will soon begin.^^You have sworn to take up arms, and stand with your friends against your foes. You will resist, with hope or without it.^^But if the bravery of the Dwarves of Erebor should prove insufficient, then the glory of Durin’s folk will fade away and be forgotten. All will fall beneath the Shadow.
; str_rohan_intro|^In these days of doubt, one thing you know to be true: open war lies before the proud people of Rohan. None may live now as they have lived, and few shall keep what they call their own. Some close to the King’s ear speak craven counsels, but you have determined to go to him, take a grim oath of service, and stand with such fell-handed captains and thanes as will protect the herds and herdfolk.^^Saruman of Isengard has declared lordship over the lands of Rohan, and bitter is the fighting with Orcs, Wolf-riders and the evil Men of Dunland. The Lord of the Black Land to the east sends raiding parties to steal your horses, choosing always the black ones. Your heart misgives you, for it seems to you that enemies beset your people both east and west.^^But still you will give battle, for if aught is said of the Rohirrim, it is of your unfailing valour in arms, though foe should beleaguer you, or fire encircle you. The steeds of Rohan will stride as wind in the morning. And if death should come for you, then a mound will be raised, but for now, war calls you. Let horse be bridled, horn be sounded!^^Yet, if even the courage of the Sons and Daughters of Eorl should fail, then the last hope of Rohan will fade and die away. The horn will blow no more. All will fall beneath the Shadow.
; str_mordor_intro|^The dark power rises again in the East. The numbers of the Dark Lord’s legions swell - Easterling men come to serve and pay tribute, hollow-eyed renegades from ancient Numenor craving a chance to regain what their ancestors lost, great hosts of orcs and uruks slavering at the thought of war and killing. The pens are filled with ferocious, fearsome wargs. And high above, in the black skies, fly the winged Nazgûl… the apple of the Great Eye, with power deep beyond the reach of your muddy dreams.^^You have resolved to rise in the ranks, by any means, and gain the favour of Lugbúrz. By wit, hardiness, and ruthless skill in battle you shall crush all who stand in your way. You will earn the favour of the Dark Lord of Mordor, he who is to rule all after this coming War… or you will die trying.^^The light of the West shall be snuffed out. The time of Mordor has come!
; str_isengard_intro|^A new power is rising, and you are part of that power. You march and fight under the banner of the White Hand, and your allegiance is sworn to crafty old Saruman the Great, wise and cunning, who gives you the tasty flesh of man and horse to eat.^^Under his banner march the fighting Uruk-hai. They are slayers of great warriors, winners of battles. Their armour is thick and their shields broad. You will make a name for yourself among your fellows, and hew down many Whiteskins. You will not stop, by sun or moon, by fair weather or storm, until your enemies lie dead and broken.^^The skill of Saruman is great. With it, you will throw down the power of the horse people, and their weak allies; yes, even elf-flesh will be yours to feast upon. Their villages and forests will burn, and their cities too. And then… who is to say if the maggots and apes of Lugbúrz will not defer to the mighty ones of Orthanc, eh? The strong command. The weak will serve.^^The Age of Man is ending. The time of Isengard has come!
; str_lorien_intro|^It is the custom of your people, the Galadhrim of Laurelindórenan, to dwell in the treetops. The great trees of mighty girth bear leaves of gold and blossoms of yellow, and by the waters of the Nimrodel one may find restful sleep and forgetfulness of grief; but in these darkening days none may long forget the Shadow that hovers near, pressing in from the east, from the dark land of Mordor and nearer still.^^For many a long year, your kin of Lothlórien have had few dealings with other folk. Indeed in nothing is the power of the Dark Lord more clearly shown than in the estrangement that divides those who still oppose him. Yet you are one of those who can perceive that to keep living thus, an island amid many perils, will bring only despair. Some there are among you who sing that the Shadow will draw back, and peace shall come again; and though the world can never be as it was of old, yet will you take up sword and bow, and play your part in the War to come, to defend not only the Dreamflower that you love, but perhaps lands beyond, that will otherwise fall to evil.^^For if the old friendships are not renewed, and thought is taken only to fight the long defeat, then shall the last light of Lórien go out forevermore. All will fall beneath the Shadow.
; str_imladris_intro|^Alas, for these latter days of grieving memory! In Imladris, the homely house of Elrond Halfelven, one may recall somewhat of the glory and splendour of Eregion in the Elder Days. But the world will never again be as it was of old.^^The fields of Eriador, though lovely to behold, are tilled no more by the hands of Men. The Dúnedain, much diminished in number after the breaking of Arnor, keep their lonely vigils in the desolate wilderness of the North. And the days of Gil-Galad are forever gone, for the Firstborn decrease, and go into the west, while the blood of ancient Númenor dwindles and the race of Westernesse decays.^^Though Rivendell remains a place of sanctuary, the days darken in all the lands around.^^A last rallying call has gone forth, and a great host from Imladris - perhaps the last such in all the Ages of the world - shall march. You are part of this host, and though you will do your duty as instructed by the wise and the great, your heart is not without misgivings. Neither in Imladris, nor in the Grey Havens, nor even in Lórien the Golden Wood, is there strength to withstand the full might of the Enemy, should it come assailing when all else is overthrown.^^Yet a slim hope remains: if the old friendships can be renewed, and all who stand against evil join strength against the common foe, some time may yet be won, so that the final end of the menace of Mordor may yet be sought.^^But if the old alliances should fail, and old friends come to ruin, then nothing shall be left but the days of lengthening darkness, before true Night comes. All will fall beneath the Shadow.
; str_woodelf_intro|^A shadow lies over the Woodland Realm, a poison spreading through the air itself from Dol Guldur. The Lord of Mordor has returned to his dark tower, and his lieutenants in Dol Guldur have turned much of Greenwood the Great, Eryn Galen, into places of great fear, where even your people, the Silvan Elves of the north, will not freely go.^^Thranduil son of Oropher leads your people, but has been cautious in his policy - fresh is the grief of Dagorlad, perhaps, to his memory. Yet, now that the men of Dale are threatened by the coming war, your king has roused himself. Ever does he look to the south with a deep shadow in his heart, and long will he tarry ere he leads his people into likely ruin, but the day of decision is upon him.^^With spear and blade and bow, you will defend the borders of your realm at your king’s command - and if need be, you are resolved to aid any who would stand against the common foe alongside the Elves of Mirkwood.^^For fear speaks in your heart, as it does for many of your fellows, that if the old friendships are not renewed, and old allies come to ruin, then Mirkwood shall be darkened forever. All will fall beneath the Shadow.
; str_dale_intro|^For three generations of men, the Kingdom of Dale has prospered. King Brand, grandson of Bard the Bowman, rules justly, and trade has enriched the realm.^^But enemies now encroach, gathering across the border to the east - fractious, quarrelsome nomads, with whom speech is difficult and trust harder still. Toys and bells and pretty dolls must now be set aside, for spear and bow and sturdy shield. Trees must be hewn not for the walls of a new steading, but for quivers and the arrows to fill them with. Young men go not to till the fields or harvest the orchards, but to the barracks, to war and a red dawn.^^Yet Dale has stalwart allies: the Dwarves of the Lonely Mountain, whose masonry decorates every street of Dale. And, too, the Elves of Mirkwood have had traffic with your people, to the good of all. The stout Beornings of the Ford keep the trade routes safe and open. In these dark days, all who reject the overlordship of Mordor must stand together, or be singly cut down like wheat stalks in the field.^^You have resolved to do your part, for if the steadfast defenders of Dale should fail, then the line of Bard will be ended, and the last kingdom of Men in the north will be no more. All will fall beneath the Shadow.
; str_harad_intro|^From the deep deserts, the thick jungles and the sun-soaked riverlands, we have come. Let the people of Gondor stand in awe of us, and make submission.^^They have said that the lands south of the river Poros are theirs by ancient right, and they therefore call it Harondor, “South Gondor”, and call us invaders. This their claim, we have not understood. Was it not in the time of the Plague that the Great Serpent made his will known in driving the Gondorians out by death and illness, and allowed our forefathers to settle there and grow in numbers? How could any men, without the blessings of the Powers and merely from their own strength, claim this land? Did our ancestors not live here, when theirs died or left?^^Furthermore, they have said that in times long past they first gave us crafts and the skill of growing food upon the land; therefore we should become as vassals unto them. This, too, we have not understood, for well our learned men remember the days of their king Tar-Ciryatan and those after him who took from our people much tribute, and plundered for themselves the richest treasures of our lands. And when they behave arrogantly, saying, “Be grateful, and pay tribute to the Steward of Gondor,” having no king for many long years by reason of immense foolishness, how do they dare to press their claims upon us?^^We like not the company of foul orcs, and the Dark Sorcerer demands great sacrifice. Many young men and women we have given up to him, in the Dark Land, and still he wants more. Yet, with his power and aid, all the lands from the rising of the sun to its setting shall come to us, and we shall own them.^^The Age of Gondor is ending. Let battle be joined!
