qstr_Received_{reg0}_dama|Utrpel si {reg0} poškodenia.
qstr_{playername}_you_nee|{playername}, získaj si u mňa i svojej družiny vážnosť. {s6} {reg22} {s7} jednotiek!
qstr_{s9}_wants_you_to_per|{s9} chce, aby si osobne zabil {reg22} {s6} jednotiek.
qstr_{s9}_wants_you_and_y|{s9} chce, aby si so svojimi mužmi zabil {reg22} {s6} jednotiek.
qstr_{playername}_we_have|{playername}, Isengard melie z posledného. Posledný krát sa nám postavili na odpor, aby ochránili Sarumana v jeho veži. Vpadnime do ich šíkov spoločne!
qstr_{playername}_we_have_|{playername}, doniesli sa k nám temné zvesti. Divosi z Rhûnu sú odvážni a prefíkaní viac, než sme pripúšťali - nevidení našimi zvedmi si postavili dostatok lodiek a pltí a preplávali cez Dlhé Jazero, aby udreli na Esgaroth!^^ Musíme zastaviť ich flotilu než dosiahnú mesto. Veď svojich mužov tak rýchlo, ako sa len bude dať a vyžeň divochov späť za vodu!
qstr_If_you_seek_pillage_|Pokiaľ vyhšadávaš drancovačku a plienenie, máš nespočet príležitosť, {playername}.^^ Flotila Korzárov vyráža z prístavu o {s7} a bude sa plaviť rovno do {s6}, sen každého nájazdníka! Bojuj po ich boku a oni sa s tebou rozdelia o korisť!
qstr_The_soft_weaklings_o|Krehký ľud Esgarothský pre našich živelných jazdcov a nebojácných bojovník nie je žiadna výzva, {playername}. To sa vie. Riečny ľud verí, že ho od nás ochráni veľaká voda, ale to sa pekne prerátali!^^ Postavili sme lode a vori dosť dobré na to, aby našich bojovníkov previezli cez jazero. To určite nebudú čakať! ^^Choď do Hlavného tábora Rhûnov a porozprávaj sa s veliteľom, ak sa chceš k útoku pridať.
qstr_{s9}_asked_you_to_he|{s9} ťa poveril, aby si obránil {s3} od nájazdu Korzárov. Ponáhľaj sa do mesta, prehovor s majstrom cechov a poskytni pomoc miestnej posádke.
qstr_{s9}_asked_you_to_hel|{s9} ťa poveril, aby si pomohol ubrániť Esgaroth proti vpádu lodi plných Rhûnčanov. Ponáhľaj sa do Jazerného mesta, prehovor s majstrom cechov a poskytni pomoc miestnej posádke.
qstr_{s9}_offered_you_an_|{s9} ti poskytol príležitosť pre to, aby si sa pridal k nájazdu po vode na {s3}. Vyraz do {s4}, prehovor so správcom tábora a pripoj sa k útoku.
qstr_{s9}_offered_you_an_o|{s9} ti poskytol možnosť pridať s lodnému nájazdu na Esgaroth. Podnikni cestu do {s4}, prehovor so správcom tábora a pridaj sa k útoku.
qstr_We_will_go_as_swiftl|Budeme napredovať tak rýchlo, čo nám budú nohy stačiť modliac sa, že nedorazíme príliš neskoro.
qstr_We_shall_plunder_the|Vyplienime ich prístav a uchmatneme bohatstvo pre seba!
qstr_We_shall_plunder_the_|Vydrancujeme Jazerné Mesto a ulúpime jeho bohatstvo pre seba!
qstr_I_m_sorry_but_we_can|Mrzí ma to, ale teraz im nemôžeme pomôcť.
qstr_Bah!_Far_more_glory_|Phe! Sláva i bohatstvo sa dá získať aj inde než s pirátskou verbežou.
qstr_This_raid_does_not_i|Tento nájazd mi je ukradnutý. Slávu a poklady budem hľadať inde.
qstr_{s9}_asked_you_to_de|{s9} ťa poveril, aby si zničil tábor zvedov neďaleko {s1}.
qstr_Your_party_must_be_at|Tvoja družina musí mať aspoň 10 členov, aby si mohol začať túto úlohu.
qstr_{s9}_asked_you_to_def|{s9} ťa poveril, aby si ubránil dedinu pod útokom neďaleko {s1}.
qstr_{s9}_asked_you_to_ra|{s9} ti rozkázal, aby si vydrancoval viesku neďaleko {s1}.
qstr_These_soldiers_may_w|Títo muži môžu mojím plánom veľmi prospieť, {playername}. Verím, že si ich dobre vycvičil. Veľmi ti ďakujem a som ti zaviazaný.
qstr_I_wish_you_had_train|Prial by som si aby si ich vytrénoval všetkých, {playername}. Ale v týchto temných časoch som ochotný zobrať hocičo si mi schopný ponúknuť.
qstr_Good_work_in_shaping|Dobrá práca čo sa výcviku tých holobriadkov týka, {playername}, veľmi si mi pomohol. Snáď vydržia viac, než tá posledná skupina. Pokiaľ nie, príď za mnou znova.
qstr_Is_that_all_you_coul|To je všetko čo si dokázal, {playername}? Títo mi ledva nahradia včerajšie straty. Daj ich sem!
qstr_Well_the_soldiers_ar|Nuž, tí vojaci sú teraz pod vaším velením, pane. Verím, že sa o nich dobre postaráte.
qstr_Well_you_may_do_as_y|Konaj ako myslíš. Ja a moji spoločníci stále môžeme vycvičiť ďalších, ak bude treba.
qstr_{s9}_asked_you_to_br|{s9} chce, aby si mu priviedol divokého zlobra pre posilnenie jeho armády.
qstr_{s9}_asked_you_to_fi|{s9} ťa žiada, aby si zistil čo sa deje vo Farngorne a ohlásil mu to.
qstr_{s9}_asked_you_to_fin|{s9} ťa požiadal, aby si našiel stratené kopije, ktoré kedysi vyrobili trpaslíci pre kráľa Bladorthina. Budeš si musieť zažiadať o povolenie od {s5}a, aby si mohol hľadať kopije v hlbinách Osamelej hory.
qstr_{s9}_has_asked_you_t|{s9} chce, aby si zabil černokňažníka z Dol Gulduru.
qstr_{s9}_asked_you_to_ta|{s9} ťa požiadal, aby si doručil správu {s13}ovi. {s13} sa v čase prijatie úlohy nachádzal v {s4}.
qstr_{s9}_asked_you_to_tak|{s9} ťa požiadal, aby si doručil správu {s13}ovi z {s15}. {s13} sa v čase prijatia úlohy nachádzal  v {s4}.
qstr_{s11}_asked_you_to_e|{s11} ťa požiadal, aby si eskortoval jeho posla do {s14}u.
qstr_Lend_your_experience|Požičaj svojho skúseného chirurga {s3} {s1}.
qstr_No_commander_should_|Žiadny veliteľ by si to nemal priznať, {playername}, ale prezeral som si svojich vojakov a sú tu takí, ktorí ani nevedia ktorým koncom držať meč. Potrebujú niekoho, kto by im jasne ukázal čo znamená chrabrosť. Si známym bojovníkom, {playername}. Vycvičíš mi niekoľkých schopných mužov? Bol by som ti veľmi vďačný.
qstr_No_commander_should_h|Žiadny veliteľ by to nemal priznať, {playername}, ale nedávno som si prezeral svojich mužov a niektorí z nich sú ozaj neschopní. Potrebujú niekoho so železnou päsťou a trpezlivosťou, kto by do nich vtĺkol kuráž, alebo z nich priamo vytĺkol dušu. Si známym skúseným bojovníkom, {playername}. Vycvičíš pre mňa niekoľkých spoľahlivých vojakov? Nebudem šetriť zlatom.
qstr_{s9}_asked_you_to_rai|{s9} chce, aby si vycvičil {reg1} {s14} a priviedol mu ich.
qstr_{s9}_asked_you_to_hu|{s9} chce, aby si dolapil vraha menom {s4}. Mal by sa pohybovať v {s3}.
qstr_{s9}_asked_you_to_defe|{s9} ťa poveril, aby si chránil 3 skupiny utečencov na ich ceste do {s3}.
qstr_{s9}_asked_you_to_hun|{s9} ti rozkázal, aby si dolapil 3 skupiny utečencov na ich ceste do {s3}.
qstr_{s9}_asked_you_to_ca|{s9} žiada, aby si zajal tri skupiny otrokov, ktorí utiekli, a priviedol ich živých späť do {s4}. Povedal, že všetky tri skupiny uháňajú smerom k {s3}.
qstr_{s11}_asked_you_to_f|{s11} ťa požiadal, aby si prenasledoval špeha, ktorý opustí {s12}. Buď opatrný, špeh ťa nesmie spozorovať, inak by ťa mohol podozrievať a vrátiť sa späť. Keď sa špeh stretne s jeho spoločníkmi, prepadni ich, zajmi a doveď späť do {s11}.
qstr_{s11}_asked_you_to_c|{s11} chce, aby si zajal nepriateľského veliteľa a doviedol ho späť k {s11}ovi, aby ho mohol vypočúvať.
qstr_{s9}_asked_you_to_le|{s9} ťa požiadal, aby si mu požičal svojho spoločníka {s3} na jeden týždeň.
qstr_{s9}_has_requested_y|{s9} ťa poveril, aby si zajal a doviedol mu {reg1} mužov z nepriateľských radov.
qstr_We_have_reports_that|Dostali sme správy, že niekoľko našich hliadok bolo prepadnutých a pobitých. Niekoľko mužov však ostalo nažive, ale v zajatí nepriateľa. I tak, morálka mojich mužov je na vážkach, pretože tí zajatí chlapi budú surovo zavraždený, väznený, alebo ešte horšie. Poverujem ťa, aby si zachránil {reg1} zajatcov, a zvýšil tak morálku našich vojakov.
qstr_We_have_reports_that_|Dostali sme správy, že pár našich hliadok prepadli a pobili. Niekoľkí zbabelci budú asi stále nažive, zajatí nepriateľom. I keď sú to ničomníci, bolo by to plytvanie mäsa nechať ich zhniť vo väzenskej diere. Chcem, aby si odtiaľ dostal {reg1} zajatcov a donutil ich, aby za nás znova nastavovali krky
qstr_{s9}_has_asked_you_to|{s9} chce, aby si zachránil oslobodil {reg1} zajatcov.
qstr_We_have_reports_that_a|Dostali sme správy, že nepriatelia sa zhromažďujú v {s13}. Takáto správa mi je však nanič, pokiaľ neviem, koľko majú ozbrojencov a či my budú moji muži proti nim stačiť na bojovom poli. Chcem, aby si sa dostal čo najbližšie k {s13} a zistil všetko, čo budeš môcť.
qstr_My_spies_tell_me_of_|Moji zvedovia ma upozornili, že sa v {s13} zhromažďuje veľká skupina bojovníkov. Nemala by to byť pre nás a našich služobníkov žiadna výzva, ale neuškodilo by poznať nepriateľské počty. Chcem, aby si sa dostal čo najbližšie k {s13} a zistil čo najviac.
qstr_{s9}_asked_you_to_sco|{s9} ťa požiadal, aby si preskúmal okolie {s13}.
; qstr_We_have_reports_of_s|We have reports of some enemy activity near {s13}. Our scouts have so far failed to get close enough and scout the area for enemy comings and goings. I want you to assemble a scouting party, get close enough to {s13}, and dispatch the scouts. I will also give you a few recruits, but you should not send them out on their own.
; qstr_My_spies_tell_me_the|My spies tell me the enemy is up to something in {s13}. Our cowardly scouts have so far failed to get close enough and tell us anything of import. I want you to recruit your own scouting party, get close enough to {s13}, and leave them there. Make sure they don't turn around and flee! I will give you these recruits, they won't be missed.
qstr_{s9}_asked_you_to_di|{s9} ťa požiadal, aby si vyslal skupinu prieskumníkov neďaleko miesta {s13}.^Získaj {reg1} vojakov {s15}, z ktorých bude aspoň jeden {s14}, dostaň sa neďaleko {s13}u a porozprávaj sa s {s14}om, aby si skupinu vyslal.
qstr_We_need_to_take_the_|Potrebujeme dostať nepriateľa na bojové pole, {playername}. Avšak momentálne sa zameriavame na ich hliadky a stráže na cestách. Chcem, aby si rozdrvil {reg1} {s13} skupín. Pomohlo by nám to opäť získať výhodu v počtoch.
qstr_We_need_to_grind_dow|Potrebujeme už konečne rozdrviť našich ubohých nepriateľov, {playername}. Ich hliadky a zásobovacie vozy sú na môj vkus príliš smelé. Chcem, aby si zmasakroval {reg1} {s13} skupín, aby so strachom čakali na to, čo ich čaká.
qstr_{s9}_asked_you_to_el|{s9} chce, aby si eliminoval {reg1} {s13} skupín.
qstr_{s9}_asked_you_to_fr|{s9} chce, aby si zbavil {s13} nebezpečného zlobra, ktorý vyčíňa v tých krajoch.
; qstr_{reg1}_{s16}_joined_|{reg1} {s16} joined your party.
; qstr_Wait_{playername}._I|Wait, {playername}. I don't say this often, but you are an exceptionally reliable servant.
; qstr_Halt_{playername}._I|Halt, {playername}. I once thought you little more than a snaga, but you are proving to be a useful servant.
; qstr_Take_these_warriors_|Take these warriors, that your horde might continue to serve me.
; qstr_One_last_thing_{play|One last thing, {playername}. In a land filled with backstabbers and rivals, you have always been a true ally.
; qstr_Wait_{playername}._W|Wait, {playername}. When we met I sensed in you a rival, but I see now I was mistaken.
; qstr_Take_these_warriors_a|Take these warriors, and use them to strike down our foes.
; qstr_Before_you_leave_{pl|Before you leave, {playername}, know that you have always been a good friend to me.
; qstr_Wait_{playername}._I_|Wait, {playername}. I don't know you half as well as I should like, but thus far you have been a good friend.
; qstr_Allow_me_to_repay_yo|Allow me to repay you by giving you some troops.
; qstr_Wait_{playername}._C|Wait, {playername}. Capable servants like you and your warriors deserve the best equipment.
; qstr_Halt_{playername}._It|Halt, {playername}. It's shameful to have my servants using such inferior equipment.
; qstr_Take_this_{s22}_and_|Take this {s22} and let it aid your rampage.
; qstr_Before_you_go_{playe|Before you go, {playername}. Great warriors like you and your companions deserve only the best weapons, armor, and mounts.
; qstr_Wait_{playername}._Y|Wait, {playername}. Your army has done well, but I think you'd do better with superior equipment.
; qstr_Take_this_{s22}._I_h|Take this {s22}. I have no need of it.
; qstr_Just_a_moment_{playe|Just a moment, {playername}. Heroes like you and your companions are worthy of the finest weapons, armor, and horses.
; qstr_Wait_{playername}._Yo|Wait, {playername}. You have been an able commander in the war effort. I think it's time you had some better equipment.
; qstr_Accept_this_{s22}_ma|Accept this {s22}, may it aid you and your companions.
qstr_the_Dwarves_so_that_|Trpaslíci, pokiaľ budeš prechádzať cez Erebor alebo Železné hory, môžeš sa vyzbrojiť v preslávených trpasličích zbrojniciach.
qstr_Gondor_so_that_if_yo|Gondor, pokiaľ budeš prechádzať týmto prastarým kráľovstvom, môžeš si skúsiť zaobstarať jedno z ich preslávených brnení vysokej kvality.
qstr_Rohan_so_that_if_you|Rohan, pokiaľ budeš prechádzať touto krajinou, skús si kúpiť koňa z jedného zo slávnych plemien.
qstr_Dale_so_that_if_you_|Dol, pokiaľ pôjdeš ich zemou, rozhodne si zaobstaraj nejaký z ich dobre známych lukov.
qstr_Without_my_help_you_|Bez mojej pomoci by ste všetci zhoreli a pomreli!^^ Prichádzam ako odpoveď na volanie Sarumana z Isengardu.
qstr_Without_my_help_you_w|Bez mojej pomoci by ste všetci zhoreli a pokapali!^^ Prichádzam ako odpoveď na volanie Pána z Mordoru, ktorý sa onedlho stane Pánom Sveta.
qstr__*snort*_There_is_on|*zafŕkanie* Jestvuje len jeden Pán sveta, červ. Skôr či neskôr sa budeš zodpovedať Lugbúrzovi, špina!
qstr_*snort*_Another_one_|*zafŕkanie* Ďalší vhodný akurát tak do živého štítu šípy požierať! Zmizni, slaboch. Nemáme pre teba úžitku.
qstr_Go_to_Moria_and_get_|Choď do Morie a zohnaj si dajakého vroka - abo nejakých zmokov, čo ti je viac po chuti!
qstr_Go_to_Isengard_and_g|Zájdi do Isengardu a zohnaj si voľačo - možno podaktorý z bojovných Uruk-Haiov sa pridá do tvojej družiny!
qstr_Go_up_north_to_Gunda|Vydaj sa na sever, do Gundabadu - tupé ohavy to sú, ale majú silné kožušiny.
qstr_Get_some_snagas_of_y|Naverbuj k sebe dajakých zmokov, jak mám tu ja kumpánov. Možno za chvíľu sám povedieš armádny voj!
qstr_Our_friends_and_alli|Chýry o tebe sa donesú k našim druhom a spojencom, o tom niet pochyb! Možno im bude po vôli dať ti nové jazdecké zviera či čepel. Nik nemá čas na slabochov, ale pokiaľ si silák, ha, pomoc oplácame, vidíš? Vymeň kus z koristi trebárs za dobrého koňa s týmu Ľuďmi z Rhûnu - či už na jazdenie abo pre žrádlo, čo je viac tebe po chuti, har!
qstr_Trade_some_of_those_|Vymeň kus z koristi trebárs za dobrého koňa s tými Ľuďmi z Rhûnu - či už na jazdenie abo pre žrádlo, čo je viac tebe po chuti, har!
qstr_That_is_not_a_smart_|Hovoriť to pred Rhunským bojovníkom nie je veľmi múdre...Keď ťa nabudúce uvidím, zabijem ťa.
qstr_They_will_all_know_m|Oni všetci budú poznať moje meno... Všetci sa ho budú báť
qstr_Suilad_mellon!_It_is|Suilad, mellon! Zriedkakedy sa v našej ríši stretávame s ľudom zo Skrytej Doliny. Vzdávame našu vďaku hviezdam ktoré ťa k nám viedli na pomoc a tebe tiež - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! Je vzácne, keď nám príde na pomoc jeden z našeho lesného rodu - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! To znamená - Ďakujem, priateľ!^^ Spočiatku som si nebol istý, či nám skazu donesie rozzúrený medveď či šable škratov. Chvála Eruovi, že ťa k nám jasné hviezdy priviedli na pomoc.
qstr_Alas_it_is_not_a_ple|Alas, nie je príjemným účelom či bezvýznamným putovaním to, čo mňa a ostatných verných lordovi Elrondovi privádza do týchto krajov...
qstr_You_wouldn_t_have_ne|Nepotrebovali by ste našu pomoc pokiaľ by ste zatvorili svoje hranice!
qstr__*growl*_I_know_your|(*zavrčanie* poznám tvoj jazyk, elf, dosť na to, aby som vedel či mi ďakuješ alebo ma zosmiešňuješ...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Hlboko siahajú plány môjho pána. Nie každý je schopný ich vidieť a porozumieť im.
qstr_Alae!_Our_green_wood|Alae! Naše zelené lesy sú dobre strážené, naše brány sú pevné, siene kráľa Thranduila bezpečné. Bolo by múdre vziať si od nás príklad.
qstr__say_nothing_|(nič nepovedať)
qstr_Alas_it_is_not_a_plea|Alas, nie je príjemným účelom či bezvýznamným putovaním to, čo mňa a ostatných verných lordovi Elrondovi privádza do týchto krajov. ^^Prastaré zlo skryté v temnotách sa vynára na svetlo. Múdri na horách odpovedali na volanie pánov z Roklinky do boja o Sever.
qstr_You_wouldn_t_have_nee|Nepotrebovali by ste našu pomoc pokiaľ by ste zatvorili svoje hranice! ^^Rozprávky Lesnej Čarodejky odstrašujú hlupákov - nie však ohyzdie špiny, ktoré sme práve pobili.
qstr_*growl*_I_know_your_|*zavrčanie* poznám tvoj jazyk, elf, dosť na to, aby som vedel či mi ďakuješ alebo ma zosmiešňuješ.^^ Hviezdy s tým nemajú čo robiť - spozoroval som tie špiny a stopoval po ich po ceste. Zabil by som ich či už by ste boli v nebezpečenstve, alebo nie.
qstr_Keep_your_secrets_th|Ak chceš, nechaj si svoje tajomstvá, priateľ, ale Zlaté Lesy šepkajú o príchode tvojho rodu. ^^Dávame na zvesť našej pani Galadriel príchod lorda Elronda, i keď predpokladáme, že o ňom už vie. A my o tebe budeme hovoriť tiež, celému nášmu ľudu. ^^Le maethor veleg a gornui! Tvoja chrabrosť a činy nám budú známe a tvoje potreby naplnené kedykoľvek navštíviš našu Cestu Spievajúceho Zlata.
qstr_We_walk_under_the_su|Pod slnkom a hviezdami sa prechádzame a v jaskyniach prebývať netúžime. I tak si nepochybne dobre myslenú radu ceníme. ^^Tvoja múdrosť a chrabré činy sa k nám donesú, tvoje potreby naplnené kedykoľvek zavítaš do našej zeme.
qstr_*he_sighs_and_smiles|*vzdychne a jemne sa usmeje* ^^Nuž dobre. Rádi sa podelíme o všetko, i keď tam, odkiaľ pochádzaš, šetríte slovami.
qstr_For_some_months_we_h|ladyUž nejaké mesiace sledujeme ohyzdie potvory, ktoré špinia a poškvrňujú naše lesy. ^^Dávame na zvesť našej pani Galadriel príchod lorda Elronda, i keď predpokladám, že o ňom už vie. A my o tebe budeme hovoriť tiež, celému nášmu ľudu. ^^Le maethor veleg a gornui! Tvoja chrabrosť a činy nám budú známe a tvoje potreby naplnené kedykoľvek navštíviš našu Cestu Spievajúceho Zlata.
qstr_Calm_yourself_friend|Ukľudni sa, priateľ. Pedin i phith in aniron, a nin u-cheniathog. ^^ Budeme o tebe rozprávať všetkým z našeho ľudu. Tvoja chrabrosť a činy nám budu známe, tvoje potreby naplnené kedykoľvek sa prídeš oslniť svetlom našej Zlatej Cesty.
qstr_Stars_sail_through_t|Hviezdy plavú nebeskými morami, ľudia kráčajú po zemi. Ozaj, kto môže povedať či sa ich cesty krížia? Budeme o tebe rozprávať celému našemu ľudu. Tvoje činy nám budú dobre známe a tvoje potreby budú naplnené pokiaľ sa rozhodneš nasledovať hviezdu do Zlatej Cesty.
qstr__RESOURCE_POINT_TUTO|(NÁVOD O BODOCH SUROVÍN)^^ Body surovín ktoré môžeš použiť na obchod s ľudom z Lothlorienu nie sú rovnaké, aké si získal vo svojej frakcii, ale rovnaké, aké budeš získavať od Lothlorienu. ^^Pozri HLÁSENIE pre viac informácií.
qstr__RESOURCE_POINT_TUTOR|(NÁVOD O BODOCH SUROVÍN)^^ Body surovín ktoré môžeš použiť na obchod s Grizlovcami nie sú rovnaké, aké si získal v Lothloriene, ale rovnaké, aké budeš získavať od Grizlovcov. ^^Pozri HLÁSENIE pre viac informácií.
qstr_I_have_long_wished_t|Dlho som si želal navštíviť lesný ľud...
qstr_What_form_shall_the_|Akú formu by mala nadobudnúť priazeň Lorienu...
qstr_Our_bees_make_honey_|Naše včely vyrábajú med a vosk, z našich stád máme mlieko, maslo a sýr..
qstr_I_have_long_wished_to|Dlho som si želal navštíviť lesný ľud, ochutnať váš lembas a počúvať vaše piesne! ^^Priniesli sme zlaté šumivé vína, zaprášené svitky a knihy, a prastaré prapory, aby nám pripomínali našu cestu spievajúcu jemným vetrom, ale som zvedavý aké jedinečné divy je možno nájsť v Laurelindorenane.
qstr_What_form_shall_the_f|Akú formu by mala nadobudnúť priazeň Lorienu? ^^Zlato ktoré sa mení na listy, keď prichádza ráno? Čistý nápoj bez chuti a víly chlieb pre mojich mužov? ^Krvavo-červené víno, čerstvo uloveného jeleňa, zásoby zbraní plné ostrých kopiji a rovných šípov! To je to, o čo mám záujem.
qstr_Our_bees_make_honey_a|Naše včely vyrábajú med a plast, naše stáda nám dávajú mlieko, maslo a sýr.^^Chlieb si robíme sami, ostré sekery môžeme predávať cestujúcim trpaslíkom.^^Čo mi chýba, čo viac potrebujem než dvojicu mocných rúk?
qstr_If_fate_wills_it_I_s|Ak vôľa osudu dá, budem prechádzať tvojím krajom znova a objavím všetky jeho tajomstvá
qstr_If_I_ever_have_need_|Pokiaľ budem potrebovať pomoc Lothlorienu, prídem. Pre akúkoľvek, ktorú bude môcť poskytnúť.
qstr__nod_and_say_nothing|(prikývnuť a nič nepovedať)
qstr_Oh_there_are_many_an|Oh, sú tu mnohí a ktorýkoľvek priateľ Lorienu môže byť obdarovaný týmito darmi! ^^Ak budeme stáť bok po boku na bojovom poli, či slúžiť Pani a jej lordom, náš ľud odmení tvoju srdečnosť všetkým, čo potrebuješ a po čom túžiš - žiarivé čepele, krúžkové košele, šípy operené bielymi pierkami a príplatky pre tvojich vojakov. ^^Kto vie, časom sa môžeš stať uznávaným {lordom/paňou} Lorienu, ktorý bude poskytovať svoju radu ostatným či ich žiadať o laskavosti.
qstr_The_joys_of_the_Gold|Radostí Zlatej Cesty je mnoho a ozajstný priateľ Lorienu je vždy vítaný. ^^Ak budeme stáť bok po boku na bojovom poli, či slúžiť našej Pani a jej lordom, náš ľud odmení tvoje úsilie všetkým , čo budeš požadovať - žiarivé zbrane, pevné krúžkové kyrysy, smrtiace šípy a posilňujúcu stravu pre tvojich vojakov. ^^Kto vie, časom sa môžeš stať uznávaným {lordom/paňou} Lorienu, ktorý bude poskytovať svoju radu ostatným alebo ich žiadať o laskavosti.
qstr_Our_Golden_Valley_gi|Naša Zlatá Cesta produkuje kopu tovaru a priateľ Lorienu k nemu má prístup. ^^Ak budeme stáť bok po boku na bojovom poli, či budeš pomáhať plniť plány našej Paní a jej lordov, náš ľud odmení tvoje úsilie všetkým, čo budeš požadovať, zatiaľ čo budeš ďaleko od domova.
qstr_I_shall_keep_that_in|Zapamätám si to.^^Hantanyel, áva márië!
qstr_That_may_be_so_some_|Možno to tak je, niektoré principy sveta sú hold nepoctivé.^^ Boe i 'waen!
qstr_I_seldom_wander_far_|Zriedkakedy cestujem ďaleko od domoviny. Choď preč, tak rýchlo ako môžeš. Môžu sa tu potulovať sliediaci škrati.
qstr_What_do_you_want?|Čo chceš ?
; qstr_Greetings._What_can_|Greetings. What can I do for you?
qstr_Who_are_you?_A_mere_|Kto si? Obyčajný {s25}? Nemám pre tebe podobnú holotu čas! Daj mi pokoj! {s2}
qstr_What?_You_come_to_me|Čože? Ideš za mnou a ani nevieš, čo konám? Porozhliadni sa.^^ Vidíš tú krv? Počuješ nárek? Cítiš ich bolesť? To je to, čo robím! Rozbíjam veci, aby som ich napravil! Ak ku mne prídeš zlomený a v bolestiach, napravím i teba!
qstr_I_am_a_healer._Come_|Som liečiteľ. Príď za mnou ak ty či tvoji spoločníci utržíte vážne zranenie a ja ich ošetrím podľa mojich najlepších znalostí a schopností.
; qstr_You_have_found_the_loca|You have found the local healer
qstr__Costs_500_Resource_|(Stojí 500 Bodov Zásob, 5 Bodov Vplyvu)
qstr_Ha!_I_can_see_that!_|Ha! Vidím! Dokážem s tým niečo spraviť, áno.. Na rozdiel od tvojej krvi toto nebude zdarma! {s2}
qstr_Yes_I_see_that._We_c|Áno, vidím to. Dokážem to zhojiť, ale budem musieť poslať pre nevyhnutné prísady. {s2}
qstr__Costs_1000_Resource_|(Stojí 1000 Bodov Zásob, 10 Bodov Vplyvu)
qstr_I_ll_have_my_worms_d|Pijavice na tebe odvedú prácu. Nie je to to najlepšie, ale niekedy, keď sa pošťastí, to stačí. Povedz, keď na ne budeš pripravený. {s2}
qstr_I_ll_have_my_assista|Pošlem svojich pomocníkov nech ošetria tvojich mužov. Stále sa majú čomu učiť, takže buď prosím trpezlivý. Povedz, keď ich budeš potrebovať. {s2}
qstr_Alright!_Worms!_Get_|Dobre! Červy! Poď sem a vysporiadaj sa s tým!
qstr_Let_us_begin._My_ass|Započnime. Moji pomocníci sa postarajú o teba aj o tvojich mužov.
qstr_All_done!_Ha!_You_di|Hotovo! Ha! Ani si veľmi neškriekal, pôsobivé! Teraz choď a nechaj ma na pokoji.
qstr_We_ve_done_what_We_c|Urobili sme, čo bolo v našich silách. Ty a tvoji muži musíte teraz odpočívať.
qstr_Boss_the_lads_are_hu|Pane, chlapci sú lační! Furt robíme všetku drinu a i tak hladujeme!
qstr_Master_the_lads_are_|Majstre, chlapci sú lační! Nemôžeme zápoliť s prázdnymi bachormi!
qstr_Yes!_With_proper_fed|Hej! S plnými bruchami ti poslúžime dvakrát tak dobre!
qstr_As_you_command_maste|Jak rozkážete, pane, heh heh. Mäso je späť na jedálničku, chlapci!
qstr_Your_Orcs_&_Uruks_at|Tvoji Ohyzdi & Urukovia zožrali {reg1} ľudí!
qstr_Yes_master!_As_you_c|Áno, pane! Jak prikážete, pane!
qstr_Harr_harr_harr!_You_|Harr harr harr! Ty sa MA nebojíš! TY budeš ten ďalší, kto nasytí naše krky.
qstr_One_{s6}_left_the_pa|Jeden {s6} opustil družinu.
qstr_I_understand._I_will|Rozumiem. Zostanem s tebou. Na chvíľu.
qstr_I_have_played_my_rol|Zohrával som svoju úlohu po mnohé dlhé roky, po mnohé životy smrteľníkov. S touto vojnou sa musí vysporiadať ľudstvo. Odplávam na Západ a niektorí sa budu môcť rozhodnúť, či sa ku mne pridajú.
qstr_{reg1}_Veteran_Elves|{reg1} skúsených elfov sa rozhodlo opustiť tvoju družinu.
qstr_What_an_amazing_feat|Skvelá práca so zbraňami!
qstr_Well_done!|Výborne!
qstr_Nice_legwork.|Dobrá koordinácia nôh
qstr_Heh.|Heh.
qstr_Good_moves_but_you_m|Pekné pohyby, ale stále máš na čom pracovať.
qstr_More_than_half_of_th|Viac než polovica oponentov, to nie je zlé.
qstr_You_ll_need_to_try_h|Budeš sa musieť snažiť viac.
qstr_Well..._better_here_|Nuž... lepšie tu než v ozajstnom boji, eh?
; qstr_We_ve_been_sent_by_{|We've been sent by {s3}. We have come to join our strength to yours.
; qstr_{s3}_has_sent_us_to_|{s3} has sent us, to join the fleet attacking {s4}.
qstr_Excellent_{playernam|Skvele, {playername}! Dopočul som sa, že si im dal na frak viac, než som od teba žiadal. Výborná práca.^^ Tu máš, prijmi túto mimoriadnu odmenu za prevýšenie našich očakávaní. ^^ Potrebujeme v tejto vojne zvíťaziť čo najskôr.
qstr_Excellent_{playername|Výborne, {playername}. To nám určite poslúži. potrebujeme v tejto vojne zvíťaziť čo najskôr.
qstr_Reinforcing_{s1}_has|Posilnenie {s1} zvýšilo moc {s2}u. ({s2} získal {reg50} Bodov Frakčnej Sily).
qstr_The_watchmen_in_the_|Mestská stráž hlási výrazne nižší počet prepadov. Odviedol si svoju prácu dobre. Ďakujeme, {playername}.
qstr_Our_guards_have_seen|Naše stráže videli, ako chamraď uteká z mesta s chvostami stiahnutými pomedzi nohy. Ukázal si tej pliage kto drží ochrannú ruku nad týmto územím.
qstr_It_was_nothing._I_wi|Nič to nebolo. Budem na stráži, ak by sa náhodou vrátili.
