qstr_Received_{reg0}_dama|{reg0} Schaden erlitten.
qstr_Steel_must_be_kept_sh|Stahl muss geschliffen, Männer und Pferde versorgt, Feuer geschürt, Wasser gesammelt, Wunden müssen geheilt werden - eine Schlacht, die vielleicht weniger ruhmreich ist, aber genauso wichtig wie die, die du auf den feindlichen Schanzen schlagen wirst. Wir kämpfen bereits an zu vielen Fronten, als dass wir Euch noch unterstützen könnten. Ihr werdet Euch um alles selbst kümmern müssen, was Eure Armee für die Belagerung braucht.^[benötigt {reg3} Ressourcenpunkte und {reg15} Einfluss]
qstr_Next_if_you_try_to_a|Außerdem: Wenn du versuchst, die Hauptstadt des Feindes anzugreifen, werde ich dich aufspießen lassen, falls du dann noch nicht tot bist... Wir ziehen erst gegen die Hauptstadt, wenn der Gebieter es uns befiehlt. Such dir einen Ort, wo der Feind bereits geschwächt ist und geschlagen werden kann.
qstr_Secondly_you_do_not_|Zweitens, Ihr habt  nicht die Erlaubnis, gegen eine feindliche Hauptfestung zu ziehen. Diese Festungen können wir nur überwinden, wenn wir mit allen unseren vereinten Kräften zuschlagen. Deshalb ist es Euch nur erlaubt, dort anzugreifen, wo der Feind schon so geschwächt ist, dass Ihr ihn allein schlagen könnt.
qstr_Third_{s2}_is_on_its|Drittens, {s2} befindet sich auf einem eigenen Feldzug. Wir schließen uns dir vielleicht an, wenn die Beute gut aussieht, aber du musst stark genug sein, die Schlacht selbst zu schlagen, oder du wirst nicht überleben.
qstr_Furthermore_you_must|Ihr sollt außerdem wissen, dass {s2} noch an anderen Fronten kämpft. Womöglich folgen Euch unsere Banner, wenn die Umstände es erlauben, aber verlasst Euch nicht darauf - Ihr werdet wahrscheinlich allein kämpfen müssen.
qstr_Last_remember_that_a|Zuletzt vergiss nicht, dass unser Gebieter dir als {s25} kein Versagen zugestehen wird. Viel steht für {s2} auf dem Spiel und wenn du uns eine Niederlage einhandelst, wirst du dir wünschen, niemals geboren worden zu sein. Dafür werden wir sorgen!
qstr_Finally_remember_tha|Als letztes dürft ihr nicht vergessen, dass Ihr als {s25} an Euren Erfolgen gemessen werden. Viel steht für {s2} auf dem Spiel, wenn Ihr in die Schlacht zieht - führt Eure Männer in eine Niederlage und die Folgen werden schwer wiegen.
qstr_Finally_remember_that|Zuletzt, vergiss nicht, dass du dich als {s25} zwar allein im Ruhm deiner hart erkämpften Siege sonnen darfst, jedoch alle in {s2} für deine Niederlage büßen müssen. Du trägst in der Schlacht die Verantwortung für das Schicksal von {s2} - führe unsere Männer in den Untergang, dann werden auch für dich die Folgen schwer wiegen.
qstr_Still_think_you_can_|Denkst du immer noch, dass du das schaffst?
qstr_Knowing_what_I_have_|Nachdem du nun weißt, was dir bevorsteht, willst du es immer noch auf dich nehmen?
qstr_Knowing_what_I_have_t|Nachdem Ihr nun wisst, was Euch bevorsteht, woll Ihr es dennoch wagen?
qstr_Give_me_the_banner_o|Gib mir das Banner des Gebieters!
qstr_Yes_my_lord._Let_me_|Ja, Herr. Lasts mich Euer Banner in die Schlacht führen.
qstr_The_people_of_{s3}_t|Die Bewohner von {s3} danken Euch für das Geschenk, {playername}. Im Austausch für {s1}, senden wir dem Volk von {s4} {s2} als Geschenk. Ich danke Euch noch einmal, {playername}.
qstr_I_want_to_deliver_a_|Ich möchte unseren Verbündeten ein Geschenk überbringen.
qstr_delivering_a_gift|ein Geschenk
qstr_I_want_to_bring_a_br|Ich möchte unseren Verbündeten eine Bestechung überbringen.
qstr_delivering_a_bribe|eine Bestechung
qstr_{s2}_[{reg14}_Resour|{s2} [{reg14} Ressourcenpunkte]
qstr_Gift|Geschenk
qstr_You_have_requested_t|Du batest {s1} als Geschenk von {s2} nach {s3} zu bringen. Die Bewohner von {s3} werden diese freundliche Geste sicherlich anerkennen.
qstr_Bribe|Bestechung
qstr_You_have_requested_to|Du batest {s1} als Bestechung von {s2} nach {s3} zu bringen. Hoffentlich erhältst du im Austausch irgendeine Art von Belohnung.
qstr_{reg3}_hours.|{reg3} Stunden.
qstr_hour.|eine Stunde.
qstr_Taking_{reg0}_inf._A|Verbraucht {reg0} Einfluss Alt?={reg1}
qstr_You_spent_{reg0}_of_|Du verwendest {reg0} Einfluss in {s1}, {reg1} verbleiben.
qstr_The_War_is_over_{pla|Der Krieg ist vorbei, {playername}, hast du das noch nicht gehört?
qstr_We_are_at_war_with_{|Wir sind im Krieg mit {s12}. Allerdings kämpfen wir vor allem gegen {s13}.
qstr_We_are_at_war_with_{s|Wir sind im Krieg mit {s12}. Allerdings finden im Moment nur Scharmützel statt.
qstr_we_are_not_too_conce|wir beschäftigen uns damit im Moment nicht so sehr, denn wir bekämpfen andere Feinde näher unserer Heimat.
qstr__under_your_orders|, unter deinem Befehl
qstr_{playername}_you_may|{playername}, Ihr seid vielleicht schon der Armee von {s7} begegnet. Von allen Hauptleuten des Feindes geht von {s7} von {s8} sicherlich im Augenblick die größte Gefahr aus. Allein {s7}s Anwesenheit auf dem Schlachtfeld ermutigt unsere Feinde und schwächt die Entschlossenheit unserer Truppen. {playername}, wenn Ihr eine große Tat begehen wollt, dann schlagt {s7}s Armee in offener Schlacht, vor unser aller Augen! So mag unsere Hoffnung neu entfacht werden und Grauen die Herzen unserer Feinde erfüllen.
qstr_Do_you_mark_how_our_|Hast du bemerkt, wie unsere tapfersten Kämpfer erschauern, wenn {s7} von {s8} erwähnt wird? Ein fürcherlicher Feind. Überall wo {s7} erscheint, wanken unsere Reihen und unsere Feinde finden neuen Mut. Dies dürfen wir nicht zulassen! Ich befehle, dass du, {playername}, die Streitmacht von {s7} in offener Feldschlacht schlägst. Dies wird die Gedärme unserer Feinde vor Furcht gefrieren lassen und unseren eigenen Truppen beweisen, dass wir jeden unserer Feinde vernichten werden!
qstr_This_is_a_chance_for|Endlich kann ich meinen Wert unter Beweis stellen. Ich werde {s7} vor aller Augen besiegen.
qstr_Accursed_be_those_wh|Verflucht seien jene, die {s7} an jenem Tag in die Schlacht folgen, denn ich werde sie zermalmen!
qstr_{s9}_wants_you_to_de|{s9} will, dass du die Armee von {s35} von {s36} in der Schlacht schlägst.
qstr_I_humbly_ask_that_yo|Ich bitte demütig um eine andere Aufgabe. Ich glaube nicht, dass ich {s7} in der Schlacht schlagen kann.
qstr_Mercy_I_crave!_To_fa|Gnade! {s7} in offener Schlacht zu begegnen wäre Selbstmord! Ich kann das nicht tun!
qstr_strong_warriors_from|starke Krieger von {s7}
qstr_champions_from_{s7}_|Vorkämpfer von {s7}, die stärksten auf dem Schlachtfeld
qstr_{playername}_the_men|{playername}, es kursieren Gerüchte über die grausamen Krieger des Feindes. Diese verunsichern die Unsrigen. Ich will, dass Ihr ihnen zeigt, dass es nichts zu fürchten gibt. Erschlagt {reg22} {s6} mit eigener Hand!
qstr_{playername}_I_want_|{playername}, ich will, dass du den Männern zeigst, dass die besten Krieger des Feindes uns nicht gewachsen sind. Töte {reg22} {s6} mit eigener Hand! Damit wirst du zeigen, dass wir die einzige Macht sind, die es zu fürchten gibt!
qstr_I_will_do_what_you_a|Ich werde es tun und die Männer werden meine Zeugen sein.
qstr_high_level_troops_fr|erfahrene Truppen aus
qstr_elite_level_troops_f|Elitetruppen aus
qstr_{s9}_wants_you_to_pe|{s9} will, dass du {reg22} {s6} {s7} mit eigener Hand tötest
qstr_I_want_you_to_person|Ich will, dass Ihr mit eigener Hand
qstr_I_want_you_and_your_|Ihr und Eure Männer, ich will dass Ihr
qstr_{playername}_you_nee|{playername}, Ihr müsst Euch meinen Respekt erst noch verdienen. {s6} {reg22} Krieger von {s7} erschlagt
qstr_{s9}_wants_you_to_per|{s9} will, dass du mit eigener Hand {reg22} Truppen von {s6} tötest.
qstr_{s9}_wants_you_and_y|{s9} will, dass du und deine Männer {reg22} Truppen von {s6} tötest.
qstr_{playername}_we_have|{playername}, die Macht Isengarts ist beinahe gebrochen. Saruman hat sein letztes Aufgebot entsandt, um sich und seinen Turm zu schützen. Reitet mit mir!
qstr_{playername}_we_have_|{playername}, wir haben schlachte Kunde erhalten. Die Wilden aus Rhûn sind gewitzter und kühner, als wir dachten. Vor unseren Augen verborgen haben sie eine kleine Flotte aus Booten und Flößen gebaut, die sie über den Langen See tragen wird. Und sie beabsichtigen, Esgaroth zu stürmen!^^ Wir müssen ihre Flotte abfangen, ehe sie die Stadt erreicht. Eilt nach Esgaroth und sprecht mit der örtlichen Amtsgewalt!
qstr_If_you_seek_pillage_|Wenn du auf Raub und Beute aus bist, dann bietet sich dir hier eine einmalige Gelegenheit, {playername}.^^Eine Korsarenflotte wird vom {s7} aus aufbrechen und direkten Kurs auf {s6} setzen, eine reife Frucht, die nur darauf wartet, von uns gepflückt zu werden! Schließe dich ihnen an und du erhältst einen Anteil an der Beute!
qstr_The_soft_weaklings_o|Die weichen Schwächlinge von Esgaroth haben unseren schnellen Reitern und wilden Kriegern nichts entgegenzusetzen, {playername}, das ist bekannt. Die Menschen vom See glauben jedoch, sie wären jenseits des Wassers vor uns sicher, jedoch werden wir ihnen bald das Gegenteil beweisen!^^ Wir haben Boote und Flöße vorbereitet, stark genug, um unsere Krieger über den See zu tragen. Die Seemenschen werden uns nicht erwarten!^^Gehe zum Hauptlager und sprich mit dem Lageraufseher, wenn du dich dem Unternehmen anschließen willst.
qstr_{s9}_asked_you_to_he|{s9} bat dich, bei der Verteidigung von {s3} gegen den Korsarenangriff zu helfen. Eile zu der Stadt, sprich mit der örtlichen Amtsgewalt und bemanne die Abfangflotte.
qstr_{s9}_asked_you_to_hel|{s9} bat dich, bei der Verteidigung von Esggaroth gegen den Angriff von See zu helfen. Eile zur Seestadt, sprich mit der örtlichen Amtsgewalt und bemanne die Abfangflotte
qstr_{s9}_offered_you_an_|{s9} bot dir an, dich dem Seeangriff auf {s3} anzuschließen. Sprich mit dem Lagerverwalter von {s3} und bemanne die Flotte.
qstr_{s9}_offered_you_an_o|{s9} bot dir an, dich dem Seeangriff auf Esgaroth anzuschließen. Sprich mit dem Lagerverwalter von {s4} und bemanne die Flotte.
qstr_We_will_go_as_swiftl|ir werden so rasch wie möglich aufbrechen und hoffen, dass es noch nicht zu spät ist.
qstr_We_shall_plunder_the|Wir werden den Hafen plündern und uns ihre Reichtümer unter den Nagel reißen!
qstr_We_shall_plunder_the_|Wir werden die Seestad plündern und uns ihre Reichtümer unter den Nagel reißen!
qstr_I_m_sorry_but_we_can|Es tut mir leid, aber ich kann ihnen gerade nicht helfen.
qstr_Bah!_Far_more_glory_|Bah! Woanders gibt es größeren Ruhm zu erringen als mit armseliger Piraterei.
qstr_This_raid_does_not_i|Dieses Unternehmen interessiert mich nicht. Ich werde woanders größeren Ruhm erringen.
qstr_{s9}_asked_you_to_de|{s9} bat dich, einen feindlichen Spähposten nahe {s1} zu zerstören.
qstr_Your_party_must_be_at|Dein Trupp muss mindestens 10 Mann stark sein, um diese Aufgabe anzunehmen.
qstr_{s9}_asked_you_to_def|{s9} bat dich, ein Dorf nahe {s1} vor Plünderern zu schützen.
qstr_{s9}_asked_you_to_ra|{s9} befahl dir, ein Dorf nahe {s1} zu plündern.
qstr_These_soldiers_may_w|Diese Soldaten könnten die entscheidenden Figuren in meinen Plänen werden, {playername}. Ich bin mir sicher, dass Ihr sie gut ausgebildet habt. Meinen Dank und meine Anerkennung an Euch.
qstr_I_wish_you_had_train|Ich hätte mir gewünscht, dass Ihr sie alle ausbildet, {playername}. Aber in diesen düsteren Zeiten muss ich nehmen, was du mir bieten kannst.
qstr_Good_work_in_shaping|Gute Arbeit mit diesen Rekruten, {playername}, du hast dich als äußerst nützlich erwiesen. Hoffentlich halten sie länger durch als der letzte Stoß, aber wir sprechen uns erneut, falls sie es nicht tun.
qstr_Is_that_all_you_coul|Ist das alles was du zustande gebracht hast, {playername}? Das gleicht kaum unsere gestrigen Verluste aus! Gib schon her!
qstr_Well_the_soldiers_ar|Nun, die Soldaten stehen unter Eurem Befehl, Herr. Ich bin mir sicher, dass Ihr gut auf sie achten werdet.
qstr_Well_you_may_do_as_y|Nun, tut mit Ihnen, was Ihr wollt. Ich und meine Gefährten können jederzeit neue zähe Burschen anschaffen.
qstr_{s9}_asked_you_to_br|{s9} bat dich, ihm einen wilden Troll für seine Armee zu bringen.
qstr_{s9}_asked_you_to_fi|{s9} bat dich, herauszufinden, was im Fangorn vor sich geht, und ihm Bericht zu erstatten.
qstr_{s9}_asked_you_to_fin|{s9} bat dich, die verlorenen Speere zu finden, die die Zwerge einst für König Bladorthin gefertigt haben. Du wirst {s5} um Erlaubnis bitte müssen, in den Tiefen des Einsamen Berges nach den Speeren zu suchen.
qstr_{s9}_has_asked_you_t|{s9} bat dich, den Zauberer aus Dol Guldur im Düsterwald zu erschlagen.
qstr_{s9}_asked_you_to_ta|{s9} bat dich, eine Nachricht an {s13} zu übermitteln. {s13} wurde in {s4} vermutet, als dir diese Aufgabe aufgetragen wurde.
qstr_{s9}_asked_you_to_tak|{s9} bat dich, eine Nachricht an {s13} von {s15} zu übermitteln. {s13} wurde in {s4} vermutet, als dir diese Aufgabe aufgetragen wurde.
qstr_{s11}_asked_you_to_e|{s11} bat dich, seinen Boten nach {s14} zu begleiten.
qstr_Lend_your_experience|Leihe {s1} deinen erfahrenen Chirurgen {s3}.
qstr_No_commander_should_|Kein Befehlshaber sollte das zugeben müssen, {playername}, aber ich habe kürzlich meine Soldaten inspiziert und darunter gibt es solche, die nicht wissen, welches Ende eines Schwerts sie zu halten haben. Sie brauchen jemanden, der ihnen Tapferkeit nahebringt. Ihr seid ein Krieger von Ruhm, {playername}. Würdet Ihr einige Truppen für mich ausbilden? Ich wäre Euch sehr dankbar.
qstr_No_commander_should_h|Kein Befehlshaber sollte dies zugeben müssen, {playername}, aber als ich letztens meine Soldaten inspizierte, musste ich einige von ihnen wegen ihrer Unfähigkeit exekutieren lassen. Sie brauchen jemanden mit stählernem Kreuz, um ihnen etwas Mut einzupeitschen oder sie dabei umzubringen. Du bist ein Krieger von Ruhm, {playername}. Würdest du einige Truppen für mich stählen? Ich würde es dir die Mühe wert machen.
qstr_{s9}_asked_you_to_rai|{s9} bat dich, {reg1} {s14} auszubilden und ihm zu überlassen.
qstr_{s9}_asked_you_to_hu|{s9} bat dich, den Flüchtigen namens {s4} zu jagen. Er soll sich im Moment in {s3} aufhalten.
qstr_{s9}_asked_you_to_defe|{s9} bat dich, 3 Trupps von Flüchtlingen auf ihrem Weg nach {s3} zu beschützen.
qstr_{s9}_asked_you_to_hun|{s9} befahl dir, 3 Trupps von Flüchtlingen auf dem Weg nach {s3} zu jagen und zu vernichten.
qstr_{s9}_asked_you_to_ca|{s9} bat dich, die drei Gruppen entflohener Sklaven nach {s4} zurückzubringen. Er sagte, dass alle drei Gruppen in Richtung {s3} fliehen müssten.
qstr_{s11}_asked_you_to_f|{s11} bat dich, dem Spion zu folgen, der {s12} verlassen wird. Du musst darauf achten, während seiner Reise nicht vom Spion gesehen zu werden, da er sonst Verdacht schöpfen und umkehren könnte. Sobald sich der Spion mit seinem Komplizen trifft, musst du sie überfallen, gefangen nehmen und nach {s11} zurückbringen.
qstr_{s11}_asked_you_to_c|{s11} bat dich, einen gegnerischen Befehlshaber gefangen zu nehmen und diesen dann zurück zu {s11} zu bringen, um ihn zu verhören.
qstr_{s9}_asked_you_to_le|{s9} bat dich, ihm deinen Gefährten {s3} für eine Woche zu leihen.
qstr_{s9}_has_requested_y|{s9} bat dich, ihm {reg1} Gefangene zu bringen.
qstr_We_have_reports_that|Wir haben Berichte, dass einige Trupps unserer Verbündeten überfallen und besiegt wurden. Einige der Männer könnten noch am Leben, aber gefangen genommen worden sein. Die Kampfmoral meiner Truppen leidet darunter, denn diese Männer werden sicherlich getötet, eingekerkert oder gar schlimmeres. Ich will, dass Ihr {reg1} Gefangene befreit und so die Moral unserer Truppen stärkt.
qstr_We_have_reports_that_|Wir haben Berichte, dass einige unserer Spähtrupps in Hinterhalte gelockt und besiegt wurden. Einige dieser Feiglinge könnten noch leben und gefangen genommen worden sein. So sehr sie auch ersetzbar sind, es wäre eine Verschwendung, sie in irgendwelchen Löchern verrecken zu lassen. Ich will, dass du {reg1} Gefangene befreist und sie wieder für uns kämpfen lässt.
qstr_{s9}_has_asked_you_to|{s9} bat dich, {reg1} Gefangene zu befreien.
qstr_We_have_reports_that_a|Wir haben Berichte, dass sich eine große feindliche Armee in {s13} sammelt. Dies bereitet mir große Sorge, denn ich weiß nicht, über wie viele Truppen der Feind verfügt und ob meine Soldaten ihnen in der Schlacht widerstehen können. Ich möchte, dass Ihr Euch nahe genug an {s13} heranwagt und so viel herausfindet, wie Ihr könnt.
qstr_My_spies_tell_me_of_|Meine Spitzel berichten mir von einer großen Heerschar, die sich in {s13} sammelt. Sie sollte kein Problem für uns und unsere Diener darstellen, aber es schadet auch nichts, zu wissen, wie viele es sind. Ich will, dass du dich nahe genug an {s13} heranwagst und so viel wie möglich herausfindest.
qstr_{s9}_asked_you_to_sco|{s9} bat dich, die Gegend um {s13} auszuspähen.
qstr_We_have_reports_of_s|Wir haben Berichte von feindlichen Aktivitäten nahe {s13}. Unsere Späher konnten bislang nicht nahe genug herankommen und die Gegend nach feindlichen Truppenbewegungen auskundschaften. Ich möchte, dass Ihr einen Spähtrupp zusammenstellt und Euch {s13} weit genug nähert, um ihn auszusenden. Ich gebe Euch einige Rekruten mir, doch solltet Ihr sie nicht allein losschicken.
qstr_My_spies_tell_me_the|Meine Spione berichten mir, dass der Feind in {s13} etwas plant. Unsere feigen Späher haben bisher darin versagt, nahe genug ranzukommen, um irgendetwas Nützliches in Erfahrung zu bringen. Ich will, dass Ihr einen eigenen Spähtrupp zusammenstellt, nahe genug an {s13} herankommst, und sie dort lasst. Stellt sicher, dass sie nicht umdrehen und fliehen! Ich  gebe Euch einige Frischlinge mit, die wird niemand vermissen.
qstr_{s9}_asked_you_to_di|{s9} bat dich, einen Spähtrupp nahe {s13} auszusenden.^Treibe {reg1} Soldaten von {s15} auf, von denen mindestens einer {s14} ist, nähere dich {s13} und sprich zu dem {s14}, um den Trupp auszusenden.
qstr_We_need_to_take_the_|Wir müssen die Schlacht zum Feind tragen, {playername}. Zur Zeit können wir nur seine Stoßtrupps und Boten treffen. Ich will, dass Ihr {reg1} {s13}-Trupps vernichtet, damit wir wieder die Oberhand gewinnen.
qstr_We_need_to_grind_dow|Wir müssen unsere wertlosen Feinde niederringen, {playername}. Ihre Patrouillen und Versorgungszüge werden für meinen Geschmack zu selbstbewusst. Ich will, dass Ihr {reg1} {s13}-Trupps vernichtet, damit sie wieder fürchten lernen, was sie erwartet.
qstr_{s9}_asked_you_to_el|{s9} beauftragte dich, {reg1} {s13}-Trupps zu vernichten.
qstr_{s9}_asked_you_to_fr|{s9} bat dich, {s13} von der Bedrohung des Trolls zu befreien, der in der Umgebung wütet.
qstr_{reg1}_{s16}_joined_|{reg1} {s16} haben sich deiner Truppe angeschlossen.
qstr_Wait_{playername}._I|Warte, {playername}. Ich sage dies nicht oft, aber du bist ein äußerst zuverlässiger Diener.
qstr_Halt_{playername}._I|Halt, {playername}. Ich hielt dich für nur einen weiteren Snaga, aber du erweist dich zusehends als ein nützlicher Diener.
qstr_Take_these_warriors_|Ich gebe dir diese Krieger mit, damit du mir auch weiterhin gut dienen kannst.
qstr_One_last_thing_{play|Eine Sache noch, {ßlayername}. In einer Zeit, in der überall Feinde oder Verräter lauern, hast du dich stets als echter Verbündeter erwiesen.
qstr_Wait_{playername}._W|Warte, {playername}. Als wir uns zum ersten Mal trafen, habe ich dich für einen Rivalen gehalten, aber ich sehe nun, dass ich falsch lag.
qstr_Take_these_warriors_a|Ich gebe dir diese Krieger, damit sie dir helfen, deine Feinde zu zerschmettern.
qstr_Before_you_leave_{pl|Bevor Ihr geht, {playername}, wisst, dass Ihr mir stets ein guter Freund seid.
qstr_Wait_{playername}._I_|Wartet, {playername}. Ich kenne Euchnur halb so gut wie ich es wünschte, aber bisher habt Ihr Euch als guter Freund erwiesen.
qstr_Allow_me_to_repay_yo|Erlaubt mir, mich mit diesen Truppen erkenntlich zu zeigen.
qstr_Wait_{playername}._C|Warte, {playername}. Fähige DIener wie du und deine Krieger verdienen die beste Ausrüstung.
qstr_Halt_{playername}._It|Halt, {playername}. Es ist beschämend, meine Diener mit so minderwertiger Ausrüstung zu sehen.
qstr_Take_this_{s22}_and_|Nimm dies ({s22}) und nutze es im Kampf!
qstr_Before_you_go_{playe|Bevor du gehst {playername}. Große Krieger wie du und deine Gefährten verdienen nur die besten Waffen, Rüstungen und Reittiere.
qstr_Wait_{playername}._Y|Warte, {playername}. Dein Trupp hat sich bewährt, aber Ich denke, du könntest bessere Ausrüstung gebrauchen.
qstr_Take_this_{s22}._I_h|Nimm dies ({s22}). Ich benötige es nicht mehr.
qstr_Just_a_moment_{playe|Einen Augenblick, {playername}. Helden wie Ihr und Eure Gefährten verdienen nur die allerbesten Waffen, Rüstungen und Pferde.
qstr_Wait_{playername}._Yo|Wartet, {playername}. Ihr habt Euch in unseren Kriegsbemühungen als fähiger Befehlshaber erwiesen. Es ist an der Zeit, dass Ihr bessere Ausrüstung erhaltet.
qstr_Accept_this_{s22}_ma|Nehmt dies ({s22}). Möge es Euch uns Euren Gefährten nützlich sein.
qstr_the_Dwarves_so_that_|Zwergengold, sodass Ihr, wenn Ihr den Erebor oder die Eisenberge besucht, einige der sagenumwobenen Zwergenwaffen erstehen könnt.
qstr_Gondor_so_that_if_yo|Geld aus Gondor, sodass Ihr, wenn Ihr einmal durch dieses Land ziehen solltet, dort einen der berühmten Harnische erwerben könnt.
qstr_Rohan_so_that_if_you|Geld aus Rohan, sodass Ihr, wenn ihr einmal durch dieses Land ziehen solltet, eines seiner berühmten Pferde kaufen könnt.
qstr_Dale_so_that_if_you_|Geld aus Thal, sodass Ihr, wenn Ihr einmal diese Stadt besucht, einen Ihrer weithin gerühmten Bögen kaufen könnt.
qstr_Without_my_help_you_|Ohne meine Hilfe wärt ihr alle tot und verbrannt!^^Ich kämpfe im Namen Sarumans von Isengart. Stellt euch mir in den Weg - und sterbt!
qstr_Without_my_help_you_w|Ohne meine Hilfe wärt ihr alle tot und verbrannt!^^Ich kämpfe im Namen des Herrn von Mordor, der bald die ganze Welt beherrschen wird!
qstr__*snort*_There_is_on|*Schnaubt verächtlch* Es gibt nur den einen Herrn, Made. Früher oder später wirst auch du dich Lugbúrz unterwerfen, du Schwächling!
qstr_*snort*_Another_one_|*Schnaubt verächtlich* Noch einer fürs Fußvolk, Pfeilfutter! Ab mit dir, Schwächling. Wir können dich hier nicht gebrauchen.
qstr_Go_to_Moria_and_get_|Geh nach Moria und schnapp dir einen netten Warg - oder ein paar Snagas, die du herumkommandieren kannst!
qstr_Go_to_Isengard_and_g|Geh nach Isengart und schnapp dir was Nettes für dich - vielleicht schließen sich dir auch einige der Kämpfenden Uruk-hai an?
qstr_Go_up_north_to_Gunda|Geh nach Norden, nach Gundabad - die Maden da sind dumm und hässlich, aber sie haben gute Pelze.
qstr_Get_some_snagas_of_y|Presse ein paar Snagas in deinen Dienst, so wie meine hier. Vielleicht hast du bald schon einen richtigen Kriegstrupp?
qstr_Our_friends_and_alli|Unsere Freunde und Verbündeten werden von dir hören, ganz sicher! Vielleicht geben sie dir sogar ein neues Reittier, oder eine Klinge? Niemand hat Zeit für die Schwachen... Aber wenn du stark bist, ha! Wir helfen denen, die uns helfen, siehst du? Tausche etwas von dieser Beute gegen ein gutes Pferd, vielleicht bei den Menschen von Rhûn - zum Reiten oder zum Essen, ganz wie du willst, harrharr!
qstr_Trade_some_of_those_|Tausche etwas von dieser Beute gegen ein gutes Pferd, vielleicht bei den Menschen von Rhûn - zum Reiten oder zum Essen, ganz wie du willst, harrharr!
qstr_That_is_not_a_smart_|Es ist nicht weise, so mit einem Krieger von Rhun zu sprechen... Wenn ich dich das nächste mal sehe, werde ich dich töten.
qstr_They_will_all_know_m|Sie werden alle meinen Namen lernen... und sie werden ihn fürchten lernen.
qstr_Suilad_mellon!_It_is|Suilad, mellon! Selten nur treffe ich auf Volk aus dem verborgenen Tal in unserem Reich. Wir danken den Sternen, dass sie euch hierher geführt haben, um uns zu helfen. Und wir danken Euch - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! Welch seltene Freude, mit einem unserer Vettern aus dem Wald Seite and Seite zu kämpfen  - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon!  Dies heißt: Habt Danke, Freund!^^ Ich war mir zunächst nicht sicher, ob ein Orkschwert oder ein rasender Bär unser Schicksal besiegeln würde. Preiset die Sterne, die Euch zu unserer Hilfe gesandt haben.
qstr_Alas_it_is_not_a_ple|Ach! Leider ist es kein angenehmer Grund oder reine Wanderlust, die mich und andere Diener des Herrn Elrond in diese Lande bringen...
qstr_You_wouldn_t_have_ne|Ihr würdet unsere Hilfe nicht benötigen, wenn Ihr Eure Grenzen selbst besser bewachtet!
qstr__*growl*_I_know_your|(*Knurrt* Ich kenne Eure Sprache gut genug, Elb, um zu wissen, ob Ihr  mir dankt oder mich verspottet...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Die Gedanken meines Herrn reichen tief und nicht alle können ihnen folgen oder sie verstehen.
qstr_Alae!_Our_green_wood|Alae! Unsere grünen Wälder sind gut bewacht, unsere dicken Tore halten stand, die Hallen König Thranduils sind äußerst sicher. Es wäre weise, unserem Beispiel zu folgen.
qstr__say_nothing_|(nichts sagen)
qstr_Alas_it_is_not_a_plea|Ach!, Leider ist es kein angenehmer Grund oder gar reine Wanderlust, die mich und andere Diener des Herrn Elrond in diese Lande führt. ^^Ein uraltes Übel regt sich in der Dunkelheit und drängt nun ins Licht. Die Weisen jenseits der Berge haben die Zeichen erkannt und das Heer von Imladris zieht nun für den Norden in die Schlacht.
qstr_You_wouldn_t_have_nee|Ihr bräuchtet unsere Hilfe gar nicht, wenn Ihr Eure Grenzen verteidigen würdet!^^ Die Geschichten von der Hexe des Goldenen Walds verjagen nur ahnungslose Narren - nicht jedoch die abscheulichen Orks, die wir gerade erschlugen.
qstr_*growl*_I_know_your_|*Knurrt* Ich kenne Eure Sprache gut genug, Elb, um zu wissen, ob Ihr mir dankt oder mich verspottet.^^ Die Sterne hatten damit nichts zu tun - ich roch den Gestank und folgte der Spur. Ich hätte sie so oder so alle erlegt, ob ihr in Gefahr gewesen wäret oder nicht.
qstr_Keep_your_secrets_th|Dann behaltet Eure Geheimnisse für Euch, Freund, doch der Goldene Wald flüstert mir Nachricht zu über die Ankunft Eures Volks. ^^Wir werden unserer Herrin Galadriel über das Kommen Herrn Elronds berichten, obgleich ich vermute, dass sie bereits davon weiß. Und wir werden auch von Euch erzählen, und zwar all unseren Leuten. ^^ Le maethor veleg a gornui! Euer Mut und Eure Taten sollen bekannt gemacht werden und Ihr stets gut versorgt, wann immer Ihr unser Tal des Singenden Goldes besucht.
qstr_We_walk_under_the_su|Wir wandeln unter der Sonne und unter den Sternen. In Höhlen zu leben, verlangt uns nicht. Dennoch, Euer fraglos gutgemeinter Ratschlag ist uns willkommen. ^^Eure Weisheit und eure tapferen Taten sollen bekannt gemacht werden und Ihr gut versorgt, wann immer ihr unsere Lande besucht.
qstr_*he_sighs_and_smiles|*Er seufzt und lächelt* ^^Nun gut. Um unseres gemeinsamen Ziels Willen teilen wir gerne mit euch, selbst wenn in Eurer Heimat sogar die Worte knapp zu werden scheinen.
