
str_yes|Ja
str_npc17_payment_response|Deinem Onkel wird es gut gehen. Du folgst nun mir. [kostet {reg14}/{reg15} Einfluss]
str_npc1_morality_speech|Hauptmann, ich verstehe nicht, wie Ihr {s21} und unsere Männer im Stich lassen könnt. Hauptmann Faramir hätte niemals sein Mitgefühl für seine Waldläufer aus dem Blick verloren und ihnen unnützes Leid verursacht.
str_npc2_morality_speech|Ich hoffe es stört Euch nicht, wenn ich sage, dass es etwas hart für mich ist, uns {s21} zu sehen. Vielleicht sollte ich versuchen ein etwas abgehärteter Soldat zu sein, aber wenn Ihr versuchen könntet... Euch etwas mehr um unsere Soldaten zu sorgen, schliefe ich besser.
str_npc3_morality_speech|Hauptmann, wir Eorlingas würden niemals {s21}. Unsere Pferde ermüden nicht leicht und, sobald wir uns neu gesammelt haben, gibt es keine Situation, in der ein zeitlich gut angesetzter Angriff, diese nicht zu unseren Gunsten wenden könnte. Beachtet das das nächste Mal, wenn wir trotz geringer Chancen kämpfen.
str_npc4_morality_speech|Beachtet nicht, was die Soldaten sagen, {s21} ist manchmal die weiseste Handlung. Ich für meinen Teil begrüße die verschonten Leben und unversehrten Gliedmaßen, sollte es auch nur dafür sein, an einen anderen Tag kämpfen zu können, wenn uns das Schicksal wohlgesonnen ist.
str_npc5_morality_speech|Ihr müsst Eure Handlungen überdenken, {Befehlshaber/Befehlshaberin}. Wenn wir {s21}, macht uns das nicht ehrenhafter als unseren Feind und verringert das Vertrauen unserer Freunde.
str_npc7_morality_speech|Es erfreut mich nicht, wenn ihr entscheidet, dass wir {s21}. Im Kampf zu fallen ist eine Ehre für jeden rechtdenkenden Zwerg, aber in einer von einem Feigling geführten Truppe zu kämpfen, ist eine Schmach. Was werden meine Vettern sagen, wenn sie davon erfahren?
str_npc8_morality_speech|{Befehlshaber/Befehlshaberin}, ich muss protestieren. Es ist brutal gegenüber den Männern und unnötig, wenn wir {s21}. Ich tue, was ich kann, um ihr Leiden zu mindern, aber bitte begeht keine weiteren verlustreichen Fehler.
str_npc9_morality_speech|Die kämpfenden Uruk-hai werden niemals {s21}. Wenn der Gebieter keine Eier hat, könnte er sich eines Nachts ohne sie wiederfinden. Gulm hat gesprochen.
str_npc15_morality_speech|Ihr denkt vielleicht, dass Bolzog der Große alles und jeden heilen kann, {playername}, aber selbst ich habe meine Grenzen. Wenn wir weiterhin {s21}, kann selbst meine Begabung nicht mehr viel ausrichten. Ihr müsst mich etwas unterstützen! Ich kann die Toten nicht wieder erwecken, ob sie nun verhungern oder in Stücke gehackt werden!
str_npc1_2ary_morality_speech|Hauptmann, ich wurde als einer der Dúnedain erzogen, sowohl die Tapferkeit als auch die Ehre betreffend. Ich würde es bevorzugen, wenn wir nicht {s21}.
str_npc4_2ary_morality_speech|Entschuldigt, {Befehlshaber/Befehlshaberin}. Frauen meines Standes akzeptieren den Tod, aber keine Ehrlosigkeit. Es bringt Schande über mein Haus und meine Vorfahren, wenn wir {s21}.
str_npc15_2ary_morality_speech|Hi hi hi! Ihr seid gerissen, oh Herr! Ihr nehmt das Gold und nickt und sagt "ja, Gebieter", aber die ganze Zeit habt Ihr dies geplant! Hi hi! Aber - wir müssen vorsichtig sein, dass der Große Gebieter nicht erkennt, dass Ihr ihn betrügt...
str_npc1_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc2_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc3_personalityclash_speech|Hauptmann, wie kam es, dass {s11} in unsere Truppe landete? Ich vermute, dass er flink genug zu Fuß ist, aber er redet für meinen Geschmack zu oft von Hinterhalten - nicht unähnlich der vorsichtigen Natur seiner Leute.
str_npc4_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc5_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc6_personalityclash_speech|{playername}, ich sah gerade wie {s11} unverschämterweise über ein Nest junger Vögel trampelte. Seine Plumpheit zerstörte die jungen Leben dieser unschuldigen Kreaturen.
str_npc7_personalityclash_speech|Herr {s11} schlägt sich wacker in Kämpfen, aber ich wundere mich, ob der Feind vom Glanz seines Haars geblendet wird? Oder fallen sie vor Ehrfurcht gegenüber seinem Ruhm und hochnäsigen Gehabe?
str_npc8_personalityclash_speech|{Befehlshaber/Befehlshaberin}, ich muss gegenüber {s11} Beschwerde einlegen. Er hört nicht auf, mich damit zu belästigen, ihm ein gewisses Gebräu namens 'die grüne Fee' zu machen.
str_npc9_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc10_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc11_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc12_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc13_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc14_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc15_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc16_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc17_personalityclash_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc1_personalityclash_speech_b|Ich hasse {s11}.
str_npc2_personalityclash_speech_b|Ich hasse {s11}.
str_npc3_personalityclash_speech_b|Ich habe nichts gegen das Volk von Gondor, aber wir könnten besser ein paar mehr tapfere Reiter gebrauchen und weniger zögerliche Bodenkuschler, wenn Ihr mich versteht.
str_npc4_personalityclash_speech_b|Ich hasse {s11}.
str_npc5_personalityclash_speech_b|Ich hasse {s11}.
str_npc6_personalityclash_speech_b|Seine Zwergenart mag ihm unter der Erde nützlich sein, obwohl ich mich wundere, dass er noch nicht irgendeinen schmutzigen Schacht heruntergefallen ist. Vielleicht wäre es besser so.
str_npc7_personalityclash_speech_b|Wir könnten besser einen echten Zwergenhelden gebrauchen, jemanden wie Durin den Unsterblichen aus alten Tagen, und sollten die Elben in ihren Wäldern tanzen lassen.
str_npc8_personalityclash_speech_b|Es wird aus in Weingeist eingeweichtem Wermut hergestellt und ist offenbar unter Barden und fahrendem Volk beliebt, weil man Dinge sieht, die gar nicht da sind. Ich bezweifle, dass Ihr Eure Soldaten auf dem Schlachtfeld nach Luft jagen sehen wollt, so sehr es auch ein unterhaltsamer Anblick wäre.
str_npc9_personalityclash_speech_b|Ich hasse {s11}.
str_npc10_personalityclash_speech_b|Ich hasse {s11}.
str_npc11_personalityclash_speech_b|Ich hasse {s11}.
str_npc12_personalityclash_speech_b|Ich hasse {s11}.
str_npc13_personalityclash_speech_b|Ich hasse {s11}.
str_npc14_personalityclash_speech_b|Ich hasse {s11}.
str_npc15_personalityclash_speech_b|Ich hasse {s11}.
str_npc16_personalityclash_speech_b|Ich hasse {s11}.
str_npc17_personalityclash_speech_b|Ich hasse {s11}.
str_npc1_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc2_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc3_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc4_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc5_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc6_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc7_personalityclash2_speech|Eine nette kleine Balgerei, nicht Hauptmann? Wenn auch etwas ruiniert durch das Verhalten dieser Elben-Frau {s11}.
str_npc8_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc9_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc10_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc11_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc12_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc13_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc14_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc15_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc16_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc17_personalityclash2_speech|Erwähnte ich, dass ich {s11} hasse?
str_npc1_personalityclash2_speech_b|Ich hasse {s11}.
str_npc2_personalityclash2_speech_b|Ich hasse {s11}.
str_npc3_personalityclash2_speech_b|Ich hasse {s11}.
str_npc4_personalityclash2_speech_b|Ich hasse {s11}.
str_npc5_personalityclash2_speech_b|Ich hasse {s11}.
str_npc6_personalityclash2_speech_b|Ich hasse {s11}.
str_npc7_personalityclash2_speech_b|Ich sah sie hinten kauern, kaum einen oder zwei Pfeile in die ungefähre Richtung des Feindes schießend. Ich sage, lasst sie gehen, um sich um die Vögel und Bienen zu kümmern, sodass wir die blutige Arbeit des Schlachtens des Feindes fortzsetzen können.
str_npc8_personalityclash2_speech_b|Ich hasse {s11}.
str_npc9_personalityclash2_speech_b|Ich hasse {s11}.
str_npc10_personalityclash2_speech_b|Ich hasse {s11}.
str_npc11_personalityclash2_speech_b|Ich hasse {s11}.
str_npc12_personalityclash2_speech_b|Ich hasse {s11}.
str_npc13_personalityclash2_speech_b|Ich hasse {s11}.
str_npc14_personalityclash2_speech_b|Ich hasse {s11}.
str_npc15_personalityclash2_speech_b|Ich hasse {s11}.
str_npc16_personalityclash2_speech_b|Ich hasse {s11}.
str_npc17_personalityclash2_speech_b|Ich hasse {s11}.
str_npc1_personalitymatch_speech|Habt Ihr die Anmut von {s11} im letzten Gefecht bemerkt? Die Art, wie sie sich um den Feind bewegt, bevor sie den finalen Schlag ausführt? Es ist wie in den alten Geschichten, als Elbenmaiden genauso viel Selbstsicherheit auf dem Schlachtfeld wie an ihren wunderschönen Waldhöfen zeigten.
str_npc2_personalitymatch_speech|Entschuldigt, Anführer. Ich habe {s11} gerade mit einigen kleineren Waffenreparaturen nach dem letzten Geplänkel geholfen, und er hat mir sogar versprochen, mich zu lehren, meine Schläge zu verbessern.
str_npc3_personalitymatch_speech|Ist eine Schildmaid aus Rohan in vollem Angriff kein unvergesslicher Anblick? Zugegeben, unser Weibervolk ist besser dran vor dem Herd, aber nachdem ich {s11} im letzten Kampf einen Feind niederstrecken sah, beginne ich Zweifel zu haben.
str_npc4_personalitymatch_speech|Eine Schlacht großer Taten, {Befehlshaber/Befehlshaberin}, und meine Glückwünsche zum Sieg. Ich habe bemerkt, wie {s11} sich ruhig und bestimmt um die Verwundeten und Kranken gekümmert hat, selbst als der Letzte der Feinde seine gerechte Strafe erhielt.
str_npc5_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc6_personalitymatch_speech|{playername}, so sehr ich auch Kämpfe hasse, kam ich nicht umhin, zu bemerken, wie Herr {s11} in vollem Glanz ausritt und sich wie ein Falke auf die hässlichen Kreaturen stürzte.
str_npc7_personalitymatch_speech|Blutig und siegreich, genau wie ich es mag! Ich habe aber eine Fleischwunde erlitten, die {s11} freundlicherweise umgehend versorgte.
str_npc8_personalitymatch_speech|Ein weitere Sieg für Euch, {Befehlshaber/Befehlshaberin}, und ich bewundere Eure Fähigkeit, die Leben unserer Männer zu schonen. Krieger wie {s11} scheinen von großem Nutzen für Eure Schlachtpläne zu sein.
str_npc9_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc10_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc11_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc12_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc13_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc14_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc15_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc16_personalitymatch_speech|Erwähnte ich, dass ich {s11} mag?
str_npc17_personalitymatch_speech|Um, Anführer. Ich denke {s11} würde sich in den Wäldern gut zurechtfinden. Kann eine Esche von einer Weide unterscheiden.
str_npc1_personalitymatch_speech_b|Ich finde die Gesellschaft von {s11} sehr angenehm und ihre Kenntnis der Wälder ist ein seltener Einblick in die noch in dieser Welt verbliebenden Künste der Sindar. Wisst Ihr, mein Vater benannte mich nach dem legendären Sindar-Elbenhauptmann, der König Thingol von Doriath diente, und ich fühlte schon immer eine besondere Verbundenheit zum schönen Volk.
str_npc2_personalitymatch_speech_b|Meine Leute zu Hause haben mir immer Geschichten über die Waldläufer von Ithilien erzählt, und nun kann ich selbst sehen, dass sie alle wahr sind. Wenn sie alle wie {s11} sind, meine ich, dass Gondor deshalb sicherer ist.
str_npc3_personalitymatch_speech_b|Hauptmann, könnte ich Euch, als einen persönlichen Gefallen, bitten, {s11} zu befehlen im nächsten Kampf im Hintergrund zu bleiben? Ich könnte es nicht ertragen, wenn ihr etwas passierte, und da spricht nicht das Bier aus mir.
str_npc4_personalitymatch_speech_b|Leben zu erhalten ist die edelste Tat, und ich fühle mich dieser gütigen Seele verwandt, auch wenn unsere Welten weit auseinander liegen.
str_npc5_personalitymatch_speech_b|Ich mag {s11}.
str_npc6_personalitymatch_speech_b|Ich frage mich, wie alt er ist. Vielleicht einige dutzend Jahrhunderte älter als auch? Vergesst es, Ihr würdet es nicht verstehen.
str_npc7_personalitymatch_speech_b|{s11} und ihre Thal-Sippe, auch wenn sie nicht ganz den Zwergenkrieger-Standards gerecht werden, haben sich als standhafte Verbündete in diesem Krieg erwiesen. Eine gute Wahl für einen Freund und Gefährten unter den Menschen, wenn ich so sagen darf.
str_npc8_personalitymatch_speech_b|Die Leute von Thal haben hohe Achtung vor den kühnen Zwergenvolk vom Einsamen Berg, als Freunde und Beschützer und trotz der unterschiedlichen Völker und Gebräuche.
str_npc9_personalitymatch_speech_b|Ich mag {s11}.
str_npc10_personalitymatch_speech_b|Ich mag {s11}.
str_npc11_personalitymatch_speech_b|Ich mag {s11}.
str_npc12_personalitymatch_speech_b|Ich mag {s11}.
str_npc13_personalitymatch_speech_b|Ich mag {s11}.
str_npc14_personalitymatch_speech_b|Ich mag {s11}.
str_npc15_personalitymatch_speech_b|Ich mag {s11}.
str_npc16_personalitymatch_speech_b|Ich mag {s11}.
str_npc17_personalitymatch_speech_b|Meine Leute kommen gut mit den Waldelben aus. Sie mögen auch Bäume. Ich mag auch Bäume. Wir alle mögen Bäume.
str_npc1_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc2_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc3_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc4_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc5_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc6_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc7_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc8_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc9_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc10_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc11_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc12_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc13_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc14_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc15_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc16_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc17_retirement_speech|Ich bin des Lebens eines Kriegers überdrüssig, ich setze mich zur Ruhe.
str_npc1_rehire_speech|Es ist gut Euch wiederzusehen, Hauptmann. Soll ich mich Euch wieder anschließen?
str_npc2_rehire_speech|Freudentage! Anführer, kann ich mich Euch bitte wieder anschließen?
str_npc3_rehire_speech|Ho! Sollen wir wieder zusammen reiten?
str_npc4_rehire_speech|Seid nochmal gegrüßt. Sollen wir fortfahren, wo wir aufhörten?
str_npc5_rehire_speech|Es ist gut Euch zu sehen, {playername}. Lasst uns wieder zusammen reisen.
str_npc6_rehire_speech|Es ist gut Euch zu sehen, {playername}. Lasst uns einen gemeinsamen Weg gehen.
str_npc7_rehire_speech|Meine Axt ist bereit, {playername}. Soll ich mich Euch wieder anschließen?
