
str_yes|Sí.
str_npc4_personalitymatch_speech|Una batalla llena de grandes hazañas, capitán, mis felicitaciones por la victoria. He visto cómo {s11} se encargaba de cuidar de los heridos y los enfermos, en silencio y sin desfallecer, incluso mientras todavía estábamos dando su merecido a los último enemigos.
str_npc5_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc6_personalitymatch_speech|{playername}, a pesar de que odio las guerras, no he podido dejar de admirar a mi Señor {s11} cabalgando en todo su esplendor y abalanzándose sobre las criaturas del Enemigo como un halcón.
str_npc7_personalitymatch_speech|¡Una sangrienta victoria, como a mí me gusta! Recibí, sin embargo, una herida que {s11} tuvo la amabilidad de vendar de inmediato.
str_npc8_personalitymatch_speech|Otra victoria en tu haber, capitán. Admiro tu habilidad para conservar las vidas de nuestros hombres. Guerreros como {s11} parecen muy útiles para tus planes de batalla.
str_npc9_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc10_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc11_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc12_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc13_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc14_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc15_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc16_personalitymatch_speech|¿Había dicho que me cae bien {s11}?
str_npc17_personalitymatch_speech|Umm, {jefe/jefa}. Creo que a {s11}  le iría bien en el bosque. Sabe diferenciar un fresno de un sauce.
str_npc1_personalitymatch_speech_b|Encuentro la compañía de {s11} muy agradable y su conocimiento de los bosques es de las pocas muestras de habilidad Sindarin que quedan en la Tierra Media. Sabes, mi padre me puso el nombre del legendario capitán de los elfos Sindarin que sirvió al Rey Thingol de Doriath y siempre he sentido una conexión especial con la Hermosa Gente. 
str_npc2_personalitymatch_speech_b|Mis paisanos siempre me habían contado historias sobre los montaraces de Ithilien y ahora veo que todas son ciertas. Si todos son como {s11}, creo que Gondor puede sentirse seguro.
str_npc3_personalitymatch_speech_b|Capitán, me gustaría pedirte como un favor personal que ordenes a {s11} que se mantenga en la retaguardia en la próxima batalla. No soportaría que la hirieran, y no es la cerveza la que habla por mi boca.
str_npc4_personalitymatch_speech_b|Salvar vidas es el más noble de los actos, y siento amistad por esa alma caritativa, incluso siendo de mundos tan diferentes. 
str_npc5_personalitymatch_speech_b|Me cae bien {s11}.
str_npc6_personalitymatch_speech_b|Me pregunto que edad tendrá él. ¿Quizás una docena de siglos más que yo? No importa, nunca lo comprenderías.
str_npc7_personalitymatch_speech_b|{s11} y sus compatriotas de Valle, aunque no se pueden comparar a los guerreros enanos, han probado ser aliados fiables en esta guerra. Se han portado como buenos amigos y compañeros, si se me permite decirlo.
str_npc8_personalitymatch_speech_b|La gente de Valle siente un gran aprecio por los robustos enanos de la Montaña Solitaria, como amigos y como protectores, a pesar de la diferencia de raza y de costumbres.
str_npc9_personalitymatch_speech_b|Me cae bien {s11}.
str_npc10_personalitymatch_speech_b|Me cae bien {s11}.
str_npc11_personalitymatch_speech_b|Me cae bien {s11}.
str_npc12_personalitymatch_speech_b|Me cae bien {s11}.
str_npc13_personalitymatch_speech_b|Me cae bien {s11}.
str_npc14_personalitymatch_speech_b|Me cae bien {s11}.
str_npc15_personalitymatch_speech_b|Me cae bien {s11}.
str_npc16_personalitymatch_speech_b|Me cae bien {s11}.
str_npc17_personalitymatch_speech_b|Mi gente se lleva bien con los Elfos del Bosque. También les gustan los árboles. A mí también me gustan los árboles. A todos nos gustan los árboles.
str_npc1_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc2_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc3_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc4_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc5_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc6_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc7_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc8_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc9_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc10_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc11_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc12_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc13_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc14_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc15_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc16_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc17_retirement_speech|Me estoy cansando de la vida del guerrero, me retiraré.
str_npc1_rehire_speech|Qué alegría verte de nuevo, capitán. ¿Quieres que me una a ti otra vez?
str_npc2_rehire_speech|¡Qué alegría! Capitán, ¿puedo unirme a ti de nuevo?
str_npc3_rehire_speech|¡Salve! ¿Cabalgamos juntos de nuevo?
str_npc4_rehire_speech|Te vuelvo a dar la bienvenida. ¿Seguimos por donde lo habíamos dejado?
str_npc5_rehire_speech|Qué alegría verte, {playername}. Viajemos juntos de nuevo.
str_npc6_rehire_speech|Me alegra verte de nuevo, {playername}. Juntemos de nuevo nuestros caminos.
str_npc7_rehire_speech|My hacha está lista y afilada, {playername}. ¿Quieres que me una a ti de nuevo?
str_npc8_rehire_speech|Dichosos los ojos que te ven. ¿Quieres que me una a ti de nuevo?
str_npc9_rehire_speech|Gulm está listo para matar por ti de nuevo. ¿Nos vamos?
str_npc10_rehire_speech|¿Puedo servirte de nuevo?
str_npc11_rehire_speech|¿Puedo servirte de nuevo?
str_npc12_rehire_speech|¿Puedo servirte de nuevo?
str_npc13_rehire_speech|¿Puedo servirte de nuevo?
str_npc14_rehire_speech|¿Puedo servirte de nuevo?
str_npc15_rehire_speech|¡Ahhh, Gran {Señor/Señora}! ¡Te llevo buscando desde hace mucho tiempo, ya que las historias sobre tus hazañas se propagan por toda la Tierra Media! ¿No has echado de menos mis habilidades? ¿Me dejarás unirme a ti nuevamente para completar tu gran ejército?
str_npc16_rehire_speech|¿Puedo servirte de nuevo?
str_npc17_rehire_speech|Vaya. ¿Es hora de partir de nuevo? Los árboles no se mueven muchoo. Pero a mí me gusta moverme. Pero eso sí, también me gustan los árboles.
str_npc1_home_intro|Capitán, nos estamos acercando a Osgiliath, así que estemos alerta, podemos encontrar tanto amigos como enemigos.
str_npc2_home_intro|Ten cuidado, capitán, eso de ahí debe de ser Minas Morgul. ¿No notas como si algo nos estuviera espiando?
str_npc3_home_intro|Déjame darte un consejo, capitán. Nos estamos acercando mucho al Bosque de Ent y los caballos están empezando a ponerse nerviosos. Algunos también llaman a este bosque Fangorn. 
str_npc4_home_intro|Detengámonos aquí un momento, capitán. Justo delante de nosotros, entre el río Anduin y el Limclaro, se encuentra el Campo de Celebrant, donde Eorl el Joven cabalgó en ayuda de nuestros aliados de Gondor.
str_npc5_home_intro|¡Daro! Eso de allí es Angrenost, con la negra torre de Orthanc a la vista. Mucho ha cambiado desde la última vez que la vi, y no para mejor precisamente. 
str_npc6_home_intro|Disculpa, {playername}. Los caminos en estas tierras se vuelven más retorcidos y algunos de ellos llevan a callejones sin salida. Debemos de estar acercándonos a Dol Guldur.
str_npc7_home_intro|¡Eh, capitán! Este debe de ser el antiguo camino hacia la Puerta Este de Khazad-dûm, o Moria si lo prefieres. Puedes vislumbrar en la distancia las brillantes aguas del lago Kheled-zâram, y, entre las nubes, los tres majestuosos picos que coronan estas partes de las Montañas Nubladas. 
str_npc8_home_intro|¡Oh, qué lugar más curioso! He oído historias sobre este sitio donde los robustos leñadores viven en armonía con los animales y las plantas, según cuentan. Beórnidas, creo que los llaman.
str_npc9_home_intro|¡Maldición! Eso de allí debe de ser la fortaleza de Cuernavilla, {jefe/jefa}.
str_npc10_home_intro|¡Eh, mira!
str_npc11_home_intro|¡Eh, mira!
str_npc12_home_intro|¡Eh, mira!
str_npc13_home_intro|¡Eh, mira!
str_npc14_home_intro|¡Eh, mira!
str_npc15_home_intro|¡Eh, mira!
str_npc16_home_intro|¡Eh, mira!
str_npc17_home_intro|¡Oooh, aquí crecen los mallorn! ¡Uno nunca debería talar un mallorn, son lo más bonito que he visto nunca!
str_npc1_home_description|Fue una hermosa ciudad hace tiempo, la antigua capital del reino de Gondor, llena de risas y alegría. Ahora yace desierta y en ruinas, el viejo Anduin fluye tristemente a través de una ciudad fantasma.
str_npc2_home_description|Hace mucho tiempo se llamaba Minas Ithil, y se cuentan historias sobre cómo la luna acariciaba los imponentes jardines de la ciudadela con su luz plateada, y sus altas murallas brillaban con destellos níveos y argénteos. Los centinelas de Gondor miraban al este desde sus murallas y vigilaban más allá de Ephel Dúath.
str_npc3_home_description|Está lleno de enormes troncos, ramas y de todo tipo de árboles. Yo no me aventuraría allí ya que hay extrañas criaturas en ese bosque, y no todas ellas son inofensivas.
str_npc4_home_description|«¿Dónde están ahora el caballo y el caballero? ¿Dónde está el cuerno que sonaba?^¿Dónde están el yelmo y la coraza, y los luminosos cabellos flotantes?...^Han pasado como una lluvia en la montaña, como un viento en el prado;^Los días han descendido en el Oeste en la sombra de detrás de las colinas...»
str_npc5_home_description|Construido en el pasado por el Reino del Sur, ahora sirve de guarida para aquel que llamamos el Mago Blanco, conspirando, sin duda, para aumentar su poder a costa de otros.
str_npc6_home_description|Nunca me había aventurado tan lejos, pero he oído a los exploradores del Bosque Verde decir que puede ser que encontremos Nazgûl por aquí. Noto una presencia maligna, pero no sabría ponerle nombre. No obstante es poderosa, así que estemos alerta.
str_npc7_home_description|Viendo la desolación del lugar, y la cantidad de pisadas de orcos, temo por el destino del valiente Balin y su expedición. Parece que Moria ha caído en la Sombra, así que debemos ir con cuidado.
str_npc8_home_description|Muy de vez en cuando un mercader ambulante llega al mercado de Valle y ofrece la mejor miel que yo haya probado nunca. Por alguna extraña razón dice que ha sido «elaborada por osos» y se ríe.
str_npc9_home_description|Las malditas murallas son demasiado altas y duras para que mi martillo las pueda romper. Me imagino que si alguna vez hacemos huir a los Hombres de esa pocilga de Edoras, correrán a esconderse detrás de estas murallas.
str_npc10_home_description|¿Conoces esa ciudad?
str_npc11_home_description|¿Conoces esa ciudad?
str_npc12_home_description|¿Conoces esa ciudad?
str_npc13_home_description|¿Conoces esa ciudad?
str_npc14_home_description|¿Conoces esa ciudad?
str_npc15_home_description|¿Conoces esa ciudad?
str_npc16_home_description|¿Conoces esa ciudad?
str_npc17_home_description|No sabía que aquí también hubiera bosques tan bonitos como estos. Me pregunto si hay leñadores trabajando en estas tierras.
str_npc1_home_description_2|Si Gondor está perdido entonces la parte oeste de Osgiliath será la primera en caer a manos de las hordas del Ojo. Sólo deseo que ese día el capitán Faramir esté al mando y resista la marea. Si pudiéramos prescindir de algunos hombres para reforzar las defensas aquí te estaría de lo más agradecido, capitán.
str_npc2_home_description_2|Se dice que ahora está llena de temibles orcos, espíritus malignos y cosas peores. Espero que algún día Gondor sea capaz de recuperarla y limpiarla de toda presencia maligna.
str_npc3_home_description_2|Si tenemos que cruzar el Bosque de Ent, hagámoslo con rapidez y sigilo. No sé quién puede estar escuchando los cascos de nuestros caballos y no quiero descubrirlo.
str_npc4_home_description_2|Haríamos bien en recordar las grandes hazañas del pasado y los sacrificios que se hicieron. La alianza entre Rohan y Gondor salvará de nuevo a nuestros pueblos de la perdición.
str_npc5_home_description_2|Que esto sirva como recordatorio de que hasta los más grandes, incluso uno de los Istari, puede corromperse y caer en la Sombra. Aquéllos que anhelan poder pueden ser derrotados por él, así que evitemos cualquier demora.
str_npc6_home_description_2|Siento la presencia de malvados ejércitos tras sus muros, listos para marchar a la guerra... ¿Contra la hermosa Lothlórien? ¿Contra los ciudadanos de Valle? ¿Contra mi tierra natal del Bosque Verde? No puedo saberlo, pero te ruego que hagas todo lo posible para frustrar sus planes.
str_npc7_home_description_2|Si los azares de la guerra nos deparan alguna vez un numeroso ejército deberíamos arriesgarnos a entrar en las Minas y recuperar sus grandes riquezas.
str_npc8_home_description_2|Puedo oler la delicada fragancia de muchas flores y ver a las abejas recolectando su néctar. Si no te importa, recogeré algunas hierbas, sólo será un momento. 
str_npc9_home_description_2|No deberíamos deambular por aquí sin que nos apoye una gran horda Uruk-hai. A no ser que quieras hacerles muecas a los centinelas de las murallas, claro.
str_npc10_home_description_2| Minas Morgul; donde los Nazgûl beben durante todo el día, ¡jar, jar, jar! 
str_npc11_home_description_2|¿No crees que Orthanc parece una gigantesca... cosa?
str_npc12_home_description_2|¿No crees que Orthanc parece una gigantesca... cosa?
str_npc13_home_description_2| Minas Morgul; donde los Nazgûl beben durante todo el día, ¡jar, jar, jar! 
