qstr_Received_{reg0}_dama|Recibes {reg0} de daño.
qstr_{playername}_we_have|{playername}, tenemos casi doblegada a Isengard. Han organizado una última defensa, un ejército que protege a Saruman en su torre. ¡Cabalga conmigo para hacerles frente!
qstr_{playername}_we_have_|{playername}, hemos recibido terribles noticias. Los salvajes de Rhûn son más astutos y atrevidos de lo que creíamos. ¡Sin ser vistos por nuestros exploradores, han construido suficientes barcazas y balsas para cruzar el Lago Largo, y atacar Esgaroth directamente!^^ Debemos interceptar su flota antes de que llegue a la ciudad. ¡Lleva a tus tropas allí tan rápido como puedas, habla con las autoridades locales, y expulsa a esos bárbaros al otro lado del agua!
qstr_If_you_seek_pillage_|Si te interesan el saqueo y el pillaje, ésta es una oportunidad dorada, {playername}.^^ Una flota Corsaria se está preparando para zarpar del puerto de {s7}, y pondrá rumbo directo a {s6}, ¡la ciudad está esperando a ser desplumada! Únete al asalto y podrás tomar parte en el reparto del botín.
qstr_The_soft_weaklings_o|Esos débiles blandengues de Esgaroth no son rivales para nuestros veloces jinetes y nuestros feroces guerreros, {playername}. Es bien sabido. Los Hombres del Lago se creen seguros al otro lado del agua, ¡pero pronto les demostraremos lo contrario!^^ Hemos construido barcazas y balsas, que servirán para transportar a nuestros guerreros al otro lado del lago. ¡No saben lo que les espera! ^^Ve al Campamento Principal y habla con el jefe del campamento si quieres participar en el asalto.
qstr_{s9}_asked_you_to_he|{s9} te ha pedido que ayudes a defender {s3} de una incursion corsaria. Ve a la ciudad, habla con el portavoz gremial, y presta tu apoyo a la guarnición local.
qstr_{s9}_asked_you_to_hel|{s9} te ha pedido que ayudes a defender Esgaroth de una incursión naval, nada menos, orquestada por Rhûn. Ve a la Ciudad del Lago, habla con el intendente, y presta tu apoyo a la guarnición local..
qstr_{s9}_offered_you_an_|{s9} te ha ofrecido la oportunidad de unirte a una incursión naval contra {s3}. Dirígete a {s4}, habla con el intendente, y únete al asalto.
qstr_{s9}_offered_you_an_o|{s9} te ha ofrecido la oportunidad de unirte a una incursión naval contra Esgaroth. Dirígete a {s4}, habla con el jefe del campamento, y únete al asalto.
qstr_We_will_go_as_swiftl|Iremos tan rápido como podamos, y espero que no lleguemos demasiado tarde.
qstr_We_shall_plunder_the|¡Saquearemos ese puerto y sus riquezas serán nuestras!
qstr_We_shall_plunder_the_|¡Saquearemos la Ciudad del Lago y sus riquezas serán nuestras!
qstr_I_m_sorry_but_we_can|Lo sientro, pero ahora no podemos ir en su ayuda.
qstr_Bah!_Far_more_glory_|¡Bah! Se puede ganar mucha más gloria en otra parte sin recurrir a mezquinos actos de piratería.
qstr_This_raid_does_not_i|Esta incursión no me interesa. Ganaré mi gloria en otra parte.
qstr_{s9}_asked_you_to_de|{s9} te ha pedido que destruyas un campamento de exploradores cerca de {s1}.
qstr_Your_party_must_be_at|Tu grupo debe ser de al menos 10 para empezar esta misión
qstr_{s9}_asked_you_to_def|{s9} te ha pedido que defiendas una aldea que está siendo atacada cerca de {s1}.
qstr_{s9}_asked_you_to_ra|{s9} te ha pedido que arrases una aldea cerca de {s1}.
qstr_These_soldiers_may_w|Puede que estos soldados cambien el curso de mis planes, {playername}. No me cabe duda deque los has entrenado bien. Tienes mi gratitud, y mis felicitaciones.
qstr_I_wish_you_had_train|Esperaba que pudieras entrenarlos a todos, {playername}. Pero en los tiempos que corren todo ayuda, por poco que sea.
qstr_Good_work_in_shaping|Buen trabajo dándoles forma a esos reclutas, {playername}, has sido de mucha utilidad. Esperemos que duren más que el último lote, pero si no es así, ven a verme de nuevo.
qstr_Is_that_all_you_coul|¿Eso es todo, {playername}? Con semejante despropósito no tengo ni para cubrir las bajas de ayer. ¡Dámelos!
qstr_Well_the_soldiers_ar|Bueno, los soldados están bajo tu mando ahora, señor. Estoy {seguro/segura} de que cuidarás bien de ellos.
qstr_Well_you_may_do_as_y|Bueno, haz lo que quieras. Mis compañeros y yo siempre podemos curtir a unos cuantos más si hace falta.
qstr_{s9}_asked_you_to_br|{s9} te ha pedido que le traigas un troll salvaje para usarlo en su ejército.
qstr_{s9}_asked_you_to_fi|{s9} te ha pedido que investigues lo que está pasando en el Bosque de Fangorn, y que vuelvas a informarle.
qstr_{s9}_asked_you_to_fin|{s9} te ha pedido que encuentres las lanzas perdidas que los enanos hicieron para el Rey Bladorthin. Tendrás que pedir permiso a {s5} para para buscar las lanzas en las profundidades de la Montaña Solitaria.
qstr_{s9}_has_asked_you_t|{s9} te ha pedido que mates al hechicero de Dol Guldur en el Bosque Negro.
qstr_{s9}_asked_you_to_ta|{s9} te ha pedido que lleves un mensaje a {s13}. Se cree que {s13} estaba en {s4} cuando se te asignó esta misión.
qstr_{s9}_asked_you_to_tak|{s9} te ha pedido que lleves un mensaje a {s13} de {s15}. Se cree que {s13} estaba en {s4} cuando se te asignó esta misión.
qstr_{s11}_asked_you_to_e|{s11} te ha pedido que escoltes a su mensajero a {s14}.
qstr_Lend_your_experience|Prestar a tu cirujano experto {s3} a {s1}.
qstr_No_commander_should_|Ningún capitán debería admitir esto, {playername}, pero estaba inspeccionando a mis soldados el otro día y hay algunos que no saben por qué extremo se agarra una espada. Necesitan a alguien que les enseñe el significado del valor. Tu eres {un guerrero/una guerrera} de renombre, {playername}. ¿Entrenarías algunas tropas para mi? Te lo agradecería enormemente.
qstr_No_commander_should_h|Ningún capitán debería admitir esto, {playername}, pero estaba inspeccionando a mis soldados el otro día y ejecuté a algunos por incompetentes. Necesitan a alguien con acero en la sangre para inculcarles valor a palos o matarlos en el intento. Eres {un guerrero/una guerrera} de renombre, {playername}. ¿Entrenarías a algunas de mis tropas? Conseguiré que te resulte... provechoso.
qstr_{s9}_asked_you_to_rai|{s9} te ha pedido que entrenes {reg1} {s14} y se los lleves.
qstr_{s9}_asked_you_to_hu|{s9} te ha pedido que des caza a un fugitivo llamado {s4}. Se cree que ahora mismo se esconde en {s3}.
qstr_{s9}_asked_you_to_defe|{s9} te ha pedido que defiendas a 3 grupos de refugiados que van de camino a {s3}.
qstr_{s9}_asked_you_to_hun|{s9} te ha pedido que des caza a 3 grupos de refugiados que van de camino a {s3}.
qstr_{s9}_asked_you_to_ca|{s9} te ha pedido que atrapes a tres grupos de esclavos fugitivos y los conduzcas, vivos, de vuelta a {s4}. Los grupos estaban huyendo hacia {s3}.
qstr_{s11}_asked_you_to_f|{s11} te ha pedido que sigas a un espía que saldrá de {s12}. Debes tener cuidado y no dejar que el espía te vea o podría sospechar y darse la vuelta. Una vez que el espía se encuentre con su contacto, desbes capturarlos y llevarlos de regreso a {s11}.
qstr_{s11}_asked_you_to_c|{s11} te ha pedido que captures a un capitán enemigo y que luego se lo lleves a {s11} para interrogarlo.
qstr_{s9}_asked_you_to_le|{s9} te ha pedido que le prestes a tu acompañante, {s3}, durante una semana.
qstr_{s9}_has_requested_y|{s9} te ha pedido que le lleves {reg1} prisioneros enemigos.
qstr_We_have_reports_that|Tenemos informes de que varias patrullas aliadas han sido emboscadas y derrotadas. Algunos hombres pueden estar vivos, capturados por el enemigo. Sin embargo, la moral de mis tropas sufre porque los soldados capturados serán asesinados, encarcelados o algo peor. Quiero que rescates a {reg1} prisioneros para levantar la moral de nuestras tropas.
qstr_We_have_reports_that_|Tenemos informes de que varias patrullas aliadas han sido emboscadas y derrotadas. Algunos de esos cobardes pueden estar vivos, capturados por el enemigo. Por muy prescindibles que sean, es un desperdicio que mueran en algún agujero. Quiero que rescates a {reg1} prisioneros, para que luchen de nuevo por nosotros.
qstr_{s9}_has_asked_you_to|{s9} te ha pedido que rescates {reg1} prisioneros.
qstr_We_have_reports_that_a|Tenemos informes de que una hueste enemiga puede estar reuniéndose en {s13}. Claramente, eso es motivo de gran preocupación para mí, ya que no sé de cuántos soldados dispone el enemigo y si mis soldados estarán listos para enfrentarse a ellos en el campo de batalla. Quiero que te acerques a {s13} y descubras todo lo posible.
qstr_My_spies_tell_me_of_|Mis espías me han dicho que un gran grupo de guerreros se está reuniendo en {s13}. No deberían ser rival para nosotros y nuestros siervos, pero no estaría de más saber cuántos son. Quiero que te acerques lo suficiente a {s13} como para descubrir todo lo que puedas.
qstr_{s9}_asked_you_to_sco|{s9} te ha pedido explorar alrededor de {s13}.
qstr_We_have_reports_of_s|Tenemos informes de actividad enemiga cerca de {s13}. Nuestros exploradores han sido incapaces hasta ahora de acercarse lo suficiente y explorar el área. Quiero que reúnas a un grupo de exploradores, que te acerques lo más posible a {s13} y que los despliegues allí. También te daré a algunos reclutas, pero no deberías enviarlos a la misión solos.
qstr_My_spies_tell_me_the|Mis espías me dicen que el enemigo está maquinando algo en {s13}. Nuestros cobardes exploradores han fallado en su misión y no nos han dicho nada útil. Quiero que reclutes a tu propio grupo de exploradores, que te acerques a {s13}, y que los dejes allí para que informen. Asegúrate de que no dan media vuelta y salen corriendo. Te daré a estos reclutas, no los echaremos de menos.
qstr_{s9}_asked_you_to_di|{s9} te ha pedido que despliegues una patrulla de exploradores cerca de {s13}.^Obtén {reg1} soldados de {s15}, de los cuales al menos 1 sea un {s14}, aproxímate a {s13} y habla con él {s14} para desplegar la patrulla.
qstr_We_need_to_take_the_|Tenemos que llevar la batalla al enemigo, {playername}. Ahora mismo, podemos empezar atacando sus patrullas y líneas de comunicación. Quiero que elimines a {reg1} grupos de {s13}, eso nos ayudaría a recuperar la iniciativa.
qstr_We_need_to_grind_dow|Tenemos que aplastar a nuestros cobardes enemigos, {playername}. sus patrullas y caravanas de suministros se están volviendo demasiado atrevidas  para mi gusto. Quiero que elimines {reg1} grupos de {s13}, para que aprendan a temer lo que se les viene encima.
qstr_{s9}_asked_you_to_el|{s9} te ha pedido que acabes con {reg1} grupos de {s13}.
qstr_{s9}_asked_you_to_fr|{s9} te ha pedido que liberes a {s13} de la amenaza de un Troll furioso en sus cercanías.
qstr_{reg1}_{s16}_joined_|{reg1} {s16} se han unido a tu grupo.
qstr_Wait_{playername}._I|Espera, {playername}. No digo esto a menudo, pero eres {un/una} sirviente excepcionalmente fiable.
qstr_Halt_{playername}._I|Alto ahí, {playername}. Antes pensaba que era poco más que un snaga, pero estás demostrando ser {un/una} sirviente útil.
qstr_Take_these_warriors_|Toma estos guerreros, para que tu horda continúe sirviéndome.
qstr_One_last_thing_{play|Una cosa más, {playername}. En una tierra llena de traidores y rivales, tú siempre has sido {un verdadero aliado/una verdadera aliada}.
qstr_Wait_{playername}._W|Espera, {playername}. Cuando nos conocimos, sentí que serías mi rival, pero ahora veo que me equivocaba.
qstr_Take_these_warriors_a|Toma estos guerreros, y úsalos para derrotar a nuestros enemigos.
qstr_Before_you_leave_{pl|Antes de irte, {playername}, debes saber que siempre has sido para mí {un buen amigo/una buena amiga}.
qstr_Wait_{playername}._I_|Espera, {playername}. No te conozco ni la mitad de bien de lo que me gustaría, pero hasta ahora has sido {un buen amigo/una buena amiga}.
qstr_Allow_me_to_repay_yo|Permíteme recompensarte dándote algunas tropas.
qstr_Wait_{playername}._C|Espera, {playername}. Sirvientes capaces como tú y tus guerreros merecen el mejor equipamiento.
qstr_Halt_{playername}._It|Alto ahí, {playername}. Es vergonzoso que mis sirvientes vayan por ahí tan mal equipados.
qstr_Take_this_{s22}_and_|Toma este {s22} para que te ayude en tus correrías
qstr_Before_you_go_{playe|Antes de que te vayas, {playername}. Grandes guerreros como tú y tus compañeros merecen solo las mejores armas, armaduras y monturas.
qstr_Wait_{playername}._Y|Espera, {playername}. Tu ejército ha hecho un buen trabajo, pero creo que lo haréis todavía mejor con un equipamiento superior.
qstr_Take_this_{s22}._I_h|Toma mi {s22}. No lo necesito.
qstr_Just_a_moment_{playe|Solo un momento, {playername}. Héroes como tú y tus compañeros merecen solo las mejores armas, armaduras y monturas.
qstr_Wait_{playername}._Yo|Espera, {playername}. Tus habilidades de mando han sido muy útiles para el esfuerzo de guerra. Creo que es hora de que tengas un equipamiento mejor.
qstr_Accept_this_{s22}_ma|Acepta este {s22}; que os sirva bien a ti y a tus compañeros.
qstr_the_Dwarves_so_that_|los Enanos, para que, si pasas por Erebor o las Colinas de Hierro, puedas intentar hacerte con una de esas renombradas armas enanas
qstr_Gondor_so_that_if_yo|Gondor, para que, si pasas por sus tierras, puedas intentar comprar una de sus renombradas armaduras
qstr_Rohan_so_that_if_you|Rohan, para que, si pasas por sus tierras, puedas intentar comprar uno de sus renombrados caballos
qstr_Dale_so_that_if_you_|Valle, para que, si pasas por sus tierras, puedas intentar comprar uno de esos arcos por los que son tan bien conocidos
qstr_Without_my_help_you_|¡Sin mi ayuda, todos vosotros seríais un montón de cadáveres chamuscados!^^ Vengo a responder a la llamada de Saruman, Señor de Isengard. ¡Crúzate en mi camino si te atreves!
qstr_Without_my_help_you_w|¡Sin mi ayuda, todos vosotros seríais un montón de cadáveres chamuscados!^^ Vengo a responder a la llamada del Señor de Mordor, que pronto será el Señor de toda la Tierra Media.
qstr__*snort*_There_is_on| *bufa* Solo hay un Señor de toda la Tierra Media, escoria. Tarde o temprano, responderás ante Lugbúrz, blandengue!
qstr_*snort*_Another_one_|*bufa* ¡Otro para recibir flechas como un escudo de carne! Lárgate, blandengue. No nos sirves de nada.
qstr_Go_to_Moria_and_get_|Ve a Moria, y consigue un buen huargo... ¡o algunos snagas para que te sigan, si quieres!
qstr_Go_to_Isengard_and_g|Ve a Isengard, y consigue algo útil allí... ¡quizás algunos de esos guerreros Uruk-Hai quieran seguirte!
qstr_Go_up_north_to_Gunda|Ve al norte, a Gundabad. Son estúpidos y feos, pero tienen buenas pieles.
qstr_Get_some_snagas_of_y|Hazte con algunos snagas para tu servico personal, como estos muchachos de aquí que me siguen a mí. ¡Puede que tengas tu propia tropa antes de que pase mucho tiempo!
qstr_Our_friends_and_alli|Nuestros amigos y aliados oirán hablar de ti, ¡no lo dudes! Puede que estén dispuestos a proveerte con una nueva montura, o una nueva espada. Nadie tiene tiempo para los débiles, pero si eres fuerte... ¡Ja! Ayudamos a los que nos ayudan, ¿sabes?  Puedes intercambiar estos despojos, por ejemplo, por un buen caballo de los Hombres de Rhûn: para montarlo o para comértelo, como prefieras, ¡je, je!
qstr_Trade_some_of_those_|Puedes intercambiar estos despojos, por ejemplo, por un buen caballo de los Hombres de Rhûn: para montarlo o para comértelo, como prefieras, ¡je, je!
qstr_That_is_not_a_smart_|No es inteligente decir una cosa así cuando estás ante un guerrero de Rhûn... la próxima vez que te vea, te mataré.
qstr_They_will_all_know_m|Conocerán mi nombre... Aprenderán a temerlo.
qstr_Suilad_mellon!_It_is|¡Suilad, mellon! No es frecuente ver a gente del Valle Oculto en nuestro reino. Gracias al cielo estrellado por guiarte en nuestra ayuda, y gracias a ti también, ¡le hannon!
qstr_Suilad_mellon!_It_is_|¡Suilad, mellon! Es raro ver a uno de nuestros parientes del bosque acudir en nuestra ayuda, ¡le hannon!
qstr_Suilad_mellon!_That_|¡Suilad, mellon! Ehm... ¡gracias, amigo!^^Al principio, no sabía si nuestro fin vendría a manos de un sable trasgo o de un oso enfurecido, pero por suerte el cielo estrellado te envía en nuestra ayuda.
qstr_Alas_it_is_not_a_ple|¡Ay! No es un viaje de placer lo que me trae a estas tierras, a mí y a otros que como yo sirven al Señor Elrond...
qstr_You_wouldn_t_have_ne|¡No necesitaríais nuestra ayuda si mantuvierais cerradas las fronteras!
qstr__*growl*_I_know_your|Hum. Conozco tu lengua, elfo. Lo suficiente para saber si te ríes de mí o me das las gracias...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Inescrutables son los designios de mi señor, incomprensibles para muchos.
qstr_Alae!_Our_green_wood|¡Alae! Patrullamos sin demora nuestros verdes bosques, firmes nuestras gruesas puertas, los Salones de Thranduil intactos. Ya podrían otros seguir nuestro ejemplo.
qstr__say_nothing_|(no digas nada)
qstr_Alas_it_is_not_a_plea|¡Ay! No es un viaje de placer lo que me trae a estas tierras, a mí y a otros que como yo sirven al Señor Elrond.^^Un antiguo mal que se debatía entre las sombras ha salido a la luz. Los Sabios de más allá de las montañas han respondido a la llamada y ahora las huestes de Imladris marchan al combate, para luchar por el Norte.
qstr_You_wouldn_t_have_nee|No necesitaríais nuestra ayuda si mantuvierais cerradas las fronteras! ^^Las historias de la Hechicera del Bosque sólo asustan a los más necios, aunque no a la chusma orca que acabamos de matar.
qstr_*growl*_I_know_your_|Hum. Conozco tu lengua, elfo. Lo suficiente para saber si te ríes de mí o me das las gracias.^^Las estrellas no tienen nad aque ver con esto: sentí el hedor de los orcos y seguí el rastro. Los habría matado aunque no hubierais estado en peligro.
qstr_Keep_your_secrets_th|Guarda tus secretos si quieres, {amigo mío/amiga mía}, pero el Bosque de Oro susurra las noticias de vuestra llegada.^^Daremos parte a nuestra Señora Galadriel de la venida del Señor Elrond, aunque sospecho que ella ya lo sabe. También hablaremos de ti a nuestra gente. ^^¡Le maethor veleg a gornui! El Valle del Oro que Canta sabrá de tu valor y te recibirá como te mereces.
qstr_We_walk_under_the_su|Caminamos bajo el sol y las estrellas, no e snuestro deseo vivir en cuevas. Aún así, tu consejo, sin duda bienintencionado, es bien recibido. ^^Nuestra gente tendrá noticia de tu valor y tu sabiduría, y satisfarán tus necesidades siempre que nos visites en nuestros dominios.
qstr_*he_sighs_and_smiles|*suspira sonriendo* ^^Que así sea, lo compartiremos todo por nuestro objetivo común, incluso cuando las palabras son materia escasa allí de donde vienes.
qstr_For_some_months_we_h|Llevamos unos meses viendo cómo esos infectos orcos se multiplican, ensuciando nuestros bosques. ^^Daremos parte a nuestra Señora Galadriel de la venida del Señor Elrond, aunque sospecho que ella ya lo sabe. También hablaremos de ti a nuestra gente. ^^¡Le maethor veleg a gornui! El Valle del Oro que Canta sabrá de tu valor y te recibirá como te mereces.
qstr_Calm_yourself_friend|Calma, {amigo mío/amiga mía}. Pedin i phith in aniron, a nin u-cheniathog. ^^Nuestra gente tendrá noticia de tu valor y tus hazañas, y satisfarán tus necesidades siempre que vengas a recrearte en la luz de nuestro Valle de Oro.
qstr_Stars_sail_through_t|Las estrellas navegan por los mares del cielo, mientras los Hombres recorren la tierra. En verdad, ¿quién puede decir si no siguen los mismos caminos? Nuestra gente tendrá noticia de tu valor y tus hazañas, y satisfarán tus necesidades siempre que vengas a recrearte en la luz de nuestro Valle de Oro.
qstr__RESOURCE_POINT_TUTO|(TUTORIAL DE PUNTOS DE RECURSOS)^^ Los Puntos de Recursos que puedes usar para comprar en Lórien no son los mismos que ganas en tu propia facción, sino solo los que ganas en Lothlórien. ^^Ver INFORMES para más información. 
qstr__RESOURCE_POINT_TUTOR|(TUTORIAL DE PUNTOS DE RECURSOS)^^ Los Puntos de Recursos que puedes usar para comprar en el territorio de los Beórnidas no son los mismos que ganas en tu propia facción, sino solo los que ganas en tierras Beórnidas. ^^Ver INFORMES para más información.
qstr_I_have_long_wished_t|Hacía mucho que quería visitar a las gentes del bosque...
qstr_What_form_shall_the_|¿Qué forma tomará el favor de Lórien...?
qstr_Our_bees_make_honey_|Nuestras abejas hacen miel y cera, nuestros rebaños producen leche, mantequilla y queso...
qstr_I_have_long_wished_to|Hacía mucho que quería visitar a las gentes del bosque, probar vuestras lembas y oír vuestras canciones. ^^Hemos traído vinos dorados, tomos antiguos y orgullosos estandartes de antaño que nos traen recuerdos de los cantarines arroyos de nuestro valle, pero ansío ver qué maravillas se ocultan en Laurelindórenan.
qstr_What_form_shall_the_f|¿Qué forma tomará el favor de Lórien? ^^¿Oro que al llegar el nuevo día se transforma en hojas? ¿Vino claro e insípido acompañado de harinoso pan mágico para alimentar a mis tropas...?^^¡Vino rojo sangre, ciervo recién cazado, arsenales repletos de lanzas aceradas y agudas flechas! Tal es la hospitalidad que prefiero.
qstr_Our_bees_make_honey_a|Nuestras abejas hacen miel y cera, nuestros rebaños producen leche, mantequilla y queso.^^Cocemos nuestro propio pan, y si necesito un hacha afilada puedo comprársela a los enanos que cruzan nuestras tierras.^^¿Qué más necesito, aparte de un par de fuertes manos?
qstr_If_fate_wills_it_I_s|Si el destino así lo quiere caminaré por tus tierras de nuevo, y desvelaré todos sus secretos.
qstr_If_I_ever_have_need_|Si alguna vez necesito la clase ayuda que Lórien puede ofrecer, la pediré. Aunque quién sabe si servirá de algo.
qstr__nod_and_say_nothing|(asiente en silencio)
qstr_Oh_there_are_many_an|¡Oh, hay muchas, y cualquier amigo de Lórien que quiera disfruitarlas será bienvenido!^^Si volvemos a luchar codo con codo en el campo de batalla, o si cumples la voluntad de la Dama y sus comandantes, nuestro pueblo recompensará tu amabilidad cubriendo cualquier necesidad que tengas: armas refulgentes, recios plaquines de malla, flechas emplumadas de blanco y provisiones para tus tropas. ^^Quién sabe, puede que con el tiempo, tú {mismo/misma} te conviertas en {un gran señor/una gran señora} de Lórien, con potestad para ofrecer tus consejos a otros, o para pedirles favores.
qstr_The_joys_of_the_Gold|Los placeres del Valle de Oro son muchos, y cualquier amigo de Lórien que quiera disfrutarlos será bienvenido. ^^Si volvemos a luchar codo con codo en el campo de batalla, o si cumples la voluntad de la Dama y sus comandantes, nuestro pueblo recompensará tus esfuerzos cubriendo cualquier necesidad que tengas: armas refulgentes, recios plaquines de malla, flechas emplumadas de blanco y provisiones para tus tropas. ^^Quién sabe, puede que con el tiempo, tú {mismo/misma} te conviertas en {un gran señor/una gran señora} de Lórien, con potestad para ofrecer tus consejos a otros, o para pedirles favores.
qstr_Our_Golden_Valley_gi|Nuestro Valle de Oro nos proporciona sobrados recursos, y cualquier amigo de Lórien tiene acceso a ellos. ^^Si volvemos a luchar codo con codo en el campo de batalla, o si cumples la voluntad de la Dama y sus comandantes, nuestro pueblo recompensará tus esfuerzos cubriendo cualquier necesidad que tengas mientras estés lejos de tu hogar.
qstr_I_shall_keep_that_in|Lo tendré en cuenta.^^ ¡Hantanyel, áva márië!
qstr_That_may_be_so_some_|Es posible, algunos caminos nos llevan por recodos tortuosos.^^ ¡Boe i 'waen!
qstr_I_seldom_wander_far_|Raramente me alejo de mi hogar. Ahora vete, tan rápido como puedas, puede haber más trasgos al acecho.
qstr_What_do_you_want?|¿Qué es lo que quieres?
qstr_Greetings._What_can_|Saludos. ¿Qué puedo hacer por ti?
qstr_Who_are_you?_A_mere_|¿Quién eres? ¿ {Un/Una} simple {s25}? ¡No tengo tiempo para gente como tú! ¡Déjame en paz! {s2}
qstr_What?_You_come_to_me|¿Qué? ¿Vienes a mi sin saber a lo que me dedico? Mira a tu alrededor.^^ ¿No ves la sangre? ¿No oyes los lamentos? ¿No puedes sentir su dolor? ¡Eso es a lo que me dedico! ¡Los rompo y los quiebro para luego recomponerlos, mejor que antes! Si vienes a mí, con tu cuerpo roto y dolorido, puedo hacer que mejores.
qstr_I_am_a_healer._Come_|Me diedico a las artes de curación. Ven a mí cuando tus compañeros o tú estéis gravemente heridos,  y os atenderé en la medida de mis habilidades.
qstr_You_have_found_the_loca|Has encontrado al sanador local
qstr__Costs_500_Resource_|(Cuesta 500 Puntos de Recursos, 5 de Influencia)
qstr_Ha!_I_can_see_that!_|¡Ja! ¡Ya lo veo! Sí, puedo hacerlo.. ¡Pero aparte de tu sangre, mis servicios tienen un precio! {s2}
qstr_Yes_I_see_that._We_c|Sí, ouedo verlo. Podemos atenderte, claro, pero necesitaré mandar a buscar algunos ingredientes. {s2}
qstr__Costs_1000_Resource_|(Cuesta 1000 Puntos de Recursos, 10 de Influencia)
qstr_I_ll_have_my_worms_d|Mandaré a mis gusanos que se encarguen de ti. No son los mejores, pero de vez en cuando, hacen un trabajo decente. Dime cuándo quieres que vengan. {s2}
qstr_I_ll_have_my_assista|Haré que mis ayudantes atiendan a tus tropas. Todavía están aprendiendo, así que por favor sed pacientes. Házmelo saber cuando los necesites. {s2}
qstr_Alright!_Worms!_Get_|¡Muy bien! ¡Gusanos! ¡Venid aquí y encargaos de esto!
qstr_Let_us_begin._My_ass|Empecemos. Mis ayudantes cuidarán de ti y de los tuyos.
qstr_All_done!_Ha!_You_di|¡Hecho! ¡Ja! ¡Ni siquiera has chillado mucho, me has impresionado! Ahora largo. déjame en paz.
qstr_We_ve_done_what_We_c|Hemos hecho todo lo que hemos podido. Ahora tú y los tuyos necesitáis algo de descanso.
qstr_Boss_the_lads_are_hu|¡{Jefe/Jefa}, los muchachos están hambrientos! ¡Hacemos todo el trabajo duro, y aún así nos morimos de hambre!
qstr_Master_the_lads_are_|¡{Amo/Ama}, los muchachos están hambrientos! ¡No podemos pelear como es debido con los estómagos vacíos!
qstr_Yes!_With_proper_fed|¡Sí! ¡Con la panza bien llena, te serviremos el doble de bien!
qstr_As_you_command_maste|A tus órdenes, {amo/ama}, je,je, je. ¡Vuelve a haber carne en el menú, muchachos!
qstr_Your_Orcs_&_Uruks_at|¡Tus orcos y uruks han devorado a {reg1} de los suyos!
qstr_Yes_master!_As_you_c|¡Sí, {amo/ama}! ¡Como ordenes, {amo/ama}!
qstr_Harr_harr_harr!_You_|¡Ja, ja, ja! ¡A mí no me das miedo! ¡La próxima vez te comeremos a ti!
qstr_One_{s6}_left_the_pa|Un {s6} ha abandonado el grupo.
qstr_I_understand._I_will|Lo entiendo. Me quedaré contigo. Por un tiempo.
qstr_I_have_played_my_rol|He hecho mi parte durante muchos largos años, durante muchas vidas de hombres mortales. Esta guerra deben librarla los Hombres. Yo partiré al Oeste y puede que otros decidan seguirme.
qstr_{reg1}_Veteran_Elves|{reg1} Elfos veteranos han decidido abandonar el grupo.
qstr_What_an_amazing_feat|¡Qué proeza de armas!
qstr_Well_done!|¡Bien hecho!
qstr_Nice_legwork.|Excelente juego de piernas.
qstr_Heh.|Je.
qstr_Good_moves_but_you_m|Buenos movimientos, pero todavía necesitas mejorar.
qstr_More_than_half_of_th|Más de la mitad de oponentes, no está mal.
qstr_You_ll_need_to_try_h|Vas a tener que poner más empeño.
qstr_Well..._better_here_|Bueno... mejor aquí que en combate, ¿no?
qstr_We_ve_been_sent_by_{|Nos envía {s3}. Hemos venido para unir nuestras fuerzas a las tuyas.
qstr_{s3}_has_sent_us_to_|{s3} nos ha enviado para unirnos a la flota que ataca {s4}.
qstr_Excellent_{playernam|Excelente, {playername}! He oído que les llevaste más tropas de las que te pedí. Gran trabajo.^^ Ten, toma esta recompensa adicional por superar mis expectativas. ^^ Tenemos que ganar esta guerra lo más pronto posible.
qstr_Excellent_{playername|Excelente, {playername}. Sin duda, esto será un acicate. Tenemos que ganar esta guerra y redoblar esfuerzos.
qstr_Reinforcing_{s1}_has|Reforzar {s1} ha fortalecido a {s2}. (La facción de {s2} ha ganado {reg50} de fuerza).
qstr_The_watchmen_in_the_|Los guardias de la ciudad han informado de que el número de emboscadas se ha reducido notablemente. Has hecho un buen trabajo. Gracias, {playername}.
qstr_Our_guards_have_seen|Nuestros guardias han visto a esas sabandijas salir corriendo con el rabo entre las piernas. Has hecho un buen trabajo demostrando a esas alimañas que nosotros controlamos la zona.
qstr_It_was_nothing._I_wi|No ha sido nada. Seguiré vigilante por si vuelven a aparecer.
qstr_Slaying_these_maggot|Masacrar a esos gusanos no ha sido nada. Seguiré vigilante por si vuelven a ser un problema.
qstr_town|ciudad
qstr_village|aldea
qstr_The_{s9}_of_{s13}_ha|El {s9} de {s13} te ha pedido que te ocupes de los orcos tribales en los campos de las cercanías.
qstr_{s9}_of_{s3}_asked_y|{s9} de {s3} te ha pedido que le lleves {reg5} unidades de {s6} al {s10} en {s4} en {reg6} días.
qstr_The_{s9}_of_{s4}_ask|El {s9} de {s4} te ha pedido que refuerces la guarnición de {s3} con al menos {reg5} tropas en menos de {reg6} días. Habla con el encargado del cuartel de {s3}. La calidad de las tropas que les proporciones no importa.
qstr_You_have_reinforced_{|Has reforzado {s3} con 0 tropas.
