
str_yes|是。
str_npc8_personalitymatch_speech|又是一場勝利，指揮官，我很讚賞你讓我們的士兵活下來的能力。而像{s11}那樣的戰士也把你的戰術發揮得淋漓盡致。
str_npc9_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc10_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc11_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc12_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc13_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc14_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc15_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc16_personalitymatch_speech|我提過我喜歡{s11}嗎？
str_npc17_personalitymatch_speech|嗯，酋長。我覺得{s11}在樹林中沒問題的。會分辨白蠟和柳樹。
str_npc1_personalitymatch_speech_b|我發現{s11}的陪伴非常討人喜歡而她的本土森林知識則是世界上辛達技術遺留下來的罕見奇觀。你知道嗎，我的名字是父親用傳說中為多里亞特的辛格爾王服務的辛達精靈隊長為我取的所以我總是覺得跟這美妙種族有種特別的聯繫。
str_npc2_personalitymatch_speech_b|我在家鄉的族人們經常會說伊錫利恩遊俠的故事而現在我能親眼見識那些都是真的了。如果他們每個人都像{s11}那麼厲害，剛鐸一定會變得安全許多對吧。
str_npc3_personalitymatch_speech_b|指揮官，這是我個人的請求，你在下次戰鬥中命令{s11}待在後方好嗎？我實在不忍心看到她受傷，還有這並不是酒後胡言。
str_npc4_personalitymatch_speech_b|保護生命是非常崇高的行為，我能與那種靈魂產生共鳴，即使我們的世界相距甚遠。
str_npc5_personalitymatch_speech_b|我喜歡{s11}。
str_npc6_personalitymatch_speech_b|我在想他年齡有多大。或許比我老上好幾打個世紀？算了吧，你不會懂的。
str_npc7_personalitymatch_speech_b|{s11}和她的河谷鎮親屬，哪怕不到矮人戰士的標準，也是這場戰爭中我們最堅定的盟友。要我說，他們是人類中朋友和同伴的最好選擇。
str_npc8_personalitymatch_speech_b|河谷鎮人都深深尊敬著堅強的孤山矮人，儘管有著不同的種族和風俗他們仍是我們的朋友和保護者。
str_npc9_personalitymatch_speech_b|我喜歡{s11}。
str_npc10_personalitymatch_speech_b|我喜歡{s11}。
str_npc11_personalitymatch_speech_b|我喜歡{s11}。
str_npc12_personalitymatch_speech_b|我喜歡{s11}。
str_npc13_personalitymatch_speech_b|我喜歡{s11}。
str_npc14_personalitymatch_speech_b|我喜歡{s11}。
str_npc15_personalitymatch_speech_b|我喜歡{s11}。
str_npc16_personalitymatch_speech_b|我喜歡{s11}。
str_npc17_personalitymatch_speech_b|我的人民與木精靈處得很好。他們也喜歡樹。我也喜歡樹。我們都喜歡樹。
str_npc1_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc2_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc3_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc4_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc5_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc6_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc7_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc8_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc9_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc10_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc11_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc12_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc13_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc14_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc15_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc16_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc17_retirement_speech|我對戰士的生活有點厭倦了，我會退休。
str_npc1_rehire_speech|好久不見，隊長。我該再次加入你嗎？
str_npc2_rehire_speech|真是個好日子！指揮官，我可以請求再次加入你嗎？
str_npc3_rehire_speech|哈！讓我們再次一起奔馳吧？
str_npc4_rehire_speech|再次歡迎。我們要從上次結束的部分繼續下去嗎？
str_npc5_rehire_speech|很高興見到你，{playername}。讓我們再次一起旅行吧。
str_npc6_rehire_speech|很高興見到你，{playername}。讓我們一同踏上旅途吧。
str_npc7_rehire_speech|我的斧頭已經準備好了，{playername}。要我重新加入你嗎？
str_npc8_rehire_speech|看見你真好。我該再次加入你嗎？
str_npc9_rehire_speech|葛魯姆準備好再次為你殺敵了。要走了嗎？
str_npc10_rehire_speech|我能再次為你服務嗎？
str_npc11_rehire_speech|我能再次為你服務嗎？
str_npc12_rehire_speech|我能再次為你服務嗎？
str_npc13_rehire_speech|我能再次為你服務嗎？
str_npc14_rehire_speech|我能再次為你服務嗎？
str_npc15_rehire_speech|啊，偉大的大人！我找你很久了，因為你榮耀的功績已經在中土世界傳開來了！你一定也很想念我的能力吧？你會再次歡迎我圓滿你的偉大軍隊對吧？
str_npc16_rehire_speech|我能再次為你服務嗎？
str_npc17_rehire_speech|嘿。又要準備出發了嗎？樹都不怎麼會動。但我喜歡動。但我也喜歡樹。
str_npc1_home_intro|隊長，我們正在接近奧斯吉力亞斯，讓我們保持警惕觀察敵我雙方吧。
str_npc2_home_intro|保持警覺，指揮官！那一定是米那斯魔窟。你不覺得有東西正在看著我們嗎？
str_npc3_home_intro|聽我一言，指揮官。我們已經太靠近樹人之林了所以馬匹會靜不下來。對了，有些人也把這裡叫做法貢森林。
str_npc4_home_intro|指揮官，讓我們在這裡休息一下吧。我們的前方，位於安都因河與林萊河之間，是凱勒布蘭特平原，年輕的伊歐王曾經在這裡援助了我們的剛鐸盟友。
str_npc5_home_intro|等等！前面那是安格林諾斯特和奧桑克的黑塔。自從我上次見到它們以來已經發生了很大的變化，而且不是往好的方面。
str_npc6_home_intro|不好意思，{playername}。這裡的路變得更加扭曲而有些還是死路。我們一定很接近多爾哥多了。
str_npc7_home_intro|噢，隊長！這裡一定是前往凱薩督姆，或是摩瑞亞東門的老徑。在這裡你可以看到遠方的鏡影湖，而且，穿過雲彩，那三座山峰則讓這部分的迷霧山脈富有魅力。
str_npc8_home_intro|噢，真是個神奇的景象！我曾在故事裡聽說這裡生活著一群和動植物和諧相處的健壯山林人。我記得，他們應該叫做比翁人。
str_npc9_home_intro|天殺的！那一定就是號角堡了，主人。
str_npc10_home_intro|嘿，看！
str_npc11_home_intro|嘿，看！
str_npc12_home_intro|嘿，看！
str_npc13_home_intro|嘿！看！
str_npc14_home_intro|嘿，看！
str_npc15_home_intro|嘿，看！
str_npc16_home_intro|嘿，看！
str_npc17_home_intro|噢噢噢噢噢，這裡長了梅隆樹！任何人都不該砍倒它們，它們太美麗了！
str_npc1_home_description|這裡曾經是一座美妙的城市，滿是人群與歡笑，剛鐸的舊首都。但現在這裡只剩荒廢與廢墟，安都因河緩緩流經的鬼城。
str_npc2_home_description|多年前這裡被稱為米那斯伊希爾，故事中月亮用銀色的光填滿廣場而城牆則閃著銀白之光。剛鐸的看守們會站在牆上向東眺望暗影山脈的另一邊。
str_npc3_home_description|這裡充滿著茂密的樹幹和樹枝還有各式各樣的樹，而且還充斥著許多奇怪生物所以我是不會冒險進去的，因為那些並非都是無害的。
str_npc4_home_description|'驍駿勇騎今何在？吹角長鳴何處聞？^高盔鐵衣今何在？明亮金發何處飄振？詩琴妙手今何在？...^俱往矣，如山崗微雨，草原飄風；^落日西墜，幽隱山後。'
str_npc5_home_description|曾經由南方王國所建造，現在則是人稱白袍巫師的家，他正在謀劃著什麼，毫無疑問，通過犧牲他人來進一步增強他的力量。
str_npc6_home_description|我從未冒險走到這麼遠的地方，但我聽我們的綠森斥候說過這裡可能有戒靈。我能感受到邪惡的存在，但我不知道那究竟是什麼。只確定，那很強大，所以讓我們做好準備吧。
str_npc7_home_description|從這裡的荒涼，和許多半獸人足跡來看，恐怕勇敢的巴林和他遠征的結局不怎麼理想。看來摩瑞亞已經落入了陰影之中所以我們應該小心點。
str_npc8_home_description|偶爾，旅行商人會來到河谷鎮的市場並販售我這輩子嚐過最棒的蜂蜜。不知為何，他都會說這種蜂蜜是熊做的然後大笑。
str_npc9_home_description|它該死的城牆又高又硬我的錘子根本打不破。如果我們把人類從他們伊多拉斯的豬圈中趕出來的話，他們肯定會跑到這裡躲在牆裡的。
str_npc10_home_description|你知道那座城鎮嗎？
str_npc11_home_description|你知道那座城鎮嗎？
str_npc12_home_description|你知道那座城鎮嗎？
str_npc13_home_description|你知道那座城鎮嗎？
str_npc14_home_description|你知道那座城鎮嗎？
str_npc15_home_description|你知道那座城鎮嗎？
str_npc16_home_description|你知道那座城鎮嗎？
str_npc17_home_description|我從來不知道這裡竟然有這麼多美麗的樹。真好奇有沒有山林人在這裡工作。
str_npc1_home_description_2|如果剛鐸要終結的話，西奧斯吉力亞斯會首先落入邪眼手下大群人馬的掌控中。我只能希望那天法拉墨隊長能夠坐鎮指揮力挽狂瀾。如果我們有多餘的人馬可以加強這裡防禦的話，我會非常感激的，隊長。
str_npc2_home_description_2|人們都說現在這裡充斥著可怕的半獸人和令人恐懼的魂魄甚至是更加恐怖的東西。我祈禱剛鐸能再次佔領這裡並清除掉所有的污穢與邪惡。
str_npc3_home_description_2|如果我們必須穿過樹人之林的話，我們應該盡快並保持潛行。我不知道誰會聽著我們的馬蹄聲也不想去查。
str_npc4_home_description_2|我們會牢記過去的偉大事蹟和犧牲。洛汗和剛鐸的聯軍將再一次拯救我們的同胞免受終結。
str_npc5_home_description_2|讓我們銘記在心即使是最偉大的，即使是埃斯塔力中的一員，都可能被腐蝕和墮落。追求力量者必被力量所毀，讓我們別在這裡逗留太久吧。
str_npc6_home_description_2|我能感覺到牆後的邪惡大軍正準備出發…去美妙的羅斯洛立安？去河谷鎮？去我的綠森的家鄉？我不知道，但請盡你的一切努力阻止他們吧。
str_npc7_home_description_2|如果戰爭運將帶給我們一大支軍隊的話，我們應該冒險進入礦坑並取回他們那筆巨大的財富。
str_npc8_home_description_2|我能聞到甜蜜的花香也能看到蜜蜂收穫的花蜜。如果你不介意的話，我能去摘點藥草來用嗎，只要幾分鐘就好了。
str_npc9_home_description_2|如果我們沒有一大群強獸人撐腰的話在這逗留一點用都沒有。當然，除非你想對牆上的哨兵做鬼臉。
str_npc10_home_description_2|米那斯魔窟，戒靈在那裡整天喝酒，哈-哈！
str_npc11_home_description_2|不覺得奧桑克塔看起來像個巨大的...某種東西？
str_npc12_home_description_2|奧桑克塔看起來像是個巨大的......某個東西？
str_npc13_home_description_2|米那斯魔窟，戒靈在那裡整天喝酒，哈-哈！
str_npc14_home_description_2|米那斯魔窟，戒靈在那裡整天喝酒，哈-哈！
str_npc15_home_description_2|米那斯魔窟，戒靈在那裡整天喝酒，哈-哈！
str_npc16_home_description_2|米那斯魔窟，戒靈在那裡整天喝酒，哈-哈！
str_npc17_home_description_2|我可以雕一個好煙斗給你。你想要煙斗嗎？
str_npc1_home_recap|我生長在伊錫利恩，我的戰士祖先可以追溯到南邊的登丹人那裡去。
str_npc2_home_recap|我出生在米那斯提力斯，一個普通，但我引以為豪的家庭。
str_npc3_home_recap|我是埃奧爾族的一員，或是外人口中的，洛汗人。
str_npc4_home_recap|你這麼輕易的忘記了並不有趣。
