
str_yes|する
str_npc10_personalityclash_speech_b|{s11}はどうも気に入らねえな。
str_npc11_personalityclash_speech_b|{s11}はそのうちぶっ殺してやる！
str_npc12_personalityclash_speech_b|俺は{s11}をすり潰すのを我慢しとるんじゃ。
str_npc13_personalityclash_speech_b|{s11}は気に入らんな。
str_npc14_personalityclash_speech_b|{s11}はつまらん奴だ。
str_npc15_personalityclash_speech_b|本当に{s11}は必要なのか？
str_npc16_personalityclash_speech_b|{s11}は気に入らん。
str_npc17_personalityclash_speech_b|わしは{s11}と一緒にいたくない。
str_npc1_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしましたよね？
str_npc2_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしましたよね？
str_npc3_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしましたよね？
str_npc4_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしましたよね？
str_npc5_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしたな？
str_npc6_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしたわよね？
str_npc7_personalityclash2_speech|ちょろいもんさ、なあ隊長？ あのエルフ女の{s11}さえいなけりゃ、もっといいんだがな。
str_npc8_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしましたよね？
str_npc9_personalityclash2_speech|グルムが{s11}の事を殺したいという話は、 もうしたな？
str_npc10_personalityclash2_speech|これはもう言ったよな？ 俺は{s11}が嫌いなんだよ。
str_npc11_personalityclash2_speech|おいらが{s11}の事を嫌いだという話は、 もうしたよな？
str_npc12_personalityclash2_speech|俺が{s11}の事を嫌いだという話は、 もうしたな？
str_npc13_personalityclash2_speech|俺が{s11}の事を嫌いだという話は、 もうしたな？
str_npc14_personalityclash2_speech|私が{s11}の事を嫌いだという話は、 もうしましたよね？
str_npc15_personalityclash2_speech|わしが{s11}の事を嫌いだという話は、 もうしたな？
str_npc16_personalityclash2_speech|俺が{s11}の事を嫌いだという話は、 もうしたな？
str_npc17_personalityclash2_speech|{s11}が嫌いだという話は、 もうしたっけ
str_npc1_personalityclash2_speech_b|私は{s11}の事がどうにも気に入らない。
str_npc2_personalityclash2_speech_b|私は{s11}が嫌いです。
str_npc3_personalityclash2_speech_b|私は{s11}が嫌いだ。
str_npc4_personalityclash2_speech_b|私は{s11}が嫌いです。
str_npc5_personalityclash2_speech_b|{s11}はどうにもいかん。
str_npc6_personalityclash2_speech_b|私は{s11}が嫌いだわ。
str_npc7_personalityclash2_speech_b|あの女が後ろのほうで震え上がり、 敵のいる方に、 矢のひとつも射る事ができないでいるのを見た。 あの女は鳥やらみつばちやらと遊ばせておけばいい。 戦いは我々だけでやったほうがいいと思うが。
str_npc8_personalityclash2_speech_b|私は{s11}が嫌いです。
str_npc9_personalityclash2_speech_b|グルムは{s11}を殺したい。
str_npc10_personalityclash2_speech_b|{s11}はどうも気に入らねえ。
str_npc11_personalityclash2_speech_b|{s11}はそのうちぶっ殺してやる！
str_npc12_personalityclash2_speech_b|俺は{s11}をすり潰すのを我慢しとるんじゃ。
str_npc13_personalityclash2_speech_b|{s11}は気に入らんな。
str_npc14_personalityclash2_speech_b|{s11}はつまらん奴だ。
str_npc15_personalityclash2_speech_b|本当に{s11}は必要なのか？
str_npc16_personalityclash2_speech_b|{s11}は気に入らん。
str_npc17_personalityclash2_speech_b|わしは{s11}と一緒にいたくない。
str_npc1_personalitymatch_speech|{s11}の流れるように美しい戦いぶりを、 ご覧になられたか？ 敵へとどめの一撃を叩き込むときの、 彼女の素早い身のこなしは？ その昔、 美しい森の宮廷を彩るエルフの女官たちが、 戦場でも同じように輝きを放ったという話を思い出した。
str_npc2_personalitymatch_speech|隊長、少しよろしいでしょうか。 先ほどの戦いのあと、 {s11}の武器のちょっとした修理を手伝っていたのですが、 彼は私に武芸の手ほどきをしてくれると約束してくれたのです。
str_npc3_personalitymatch_speech|ローハンの女子衆が敵勢に向って突撃する姿は、 なんとも目を見張るものがありますな。 我らの女どもは暖炉の傍におるのがお似合いだと考えておりましたが、 {s11}が敵を粉砕してまわる姿を見るに、 私も考えを改める必要があるかと思い始めました。
str_npc4_personalitymatch_speech|隊長、栄誉ある戦いにおける偉大な勝利、 おめでとうございます。 傷ついた者たちを素早く手当てしてまわる、 {s11}の手際の良さには感心しました。
str_npc5_personalitymatch_speech|{s11}は見所がある。 これはもう言ったかな？
str_npc6_personalitymatch_speech|{playername}、 私は戦いが嫌いだけれども、 {s11}がまるで鷹のようにあの醜い生き物どもを狩り、 華麗に追い散らす姿には、 思わず見とれてしまいました。
str_npc7_personalitymatch_speech|血しぶきと勝利。 これだよわしの求めているものは！ 実はちょっと怪我をしたんだが、 親切にも{s11}が手際良く手当てをしてくれたんだ。
str_npc8_personalitymatch_speech|このたびの勝利、おめでとうございます、隊長。 兵士たちの命を粗末にしない あなたの采配は、本当に見事です。 {s11}のような戦士は、 あなたの戦術において重要な戦力ですね。
str_npc9_personalitymatch_speech|グルムは{s11}の事が好きだ。 これ、もう言ったか？
str_npc10_personalitymatch_speech|もう言ったかもしれないけど、{s11}ってのは大したタマだな。
str_npc11_personalitymatch_speech|{s11}はすごいな。 これ、もう言ったっけ？
str_npc12_personalitymatch_speech|{s11}は大したやつだ。 これはもう言ったか？
str_npc13_personalitymatch_speech|{s11}はなかなかいい。 これはもう言ったか？
str_npc14_personalitymatch_speech|{s11}のような凄いやつがいるとはな。 これはもう言ったか？
str_npc15_personalitymatch_speech|{s11}はばつぐんだな。 これ、もう言ったっけ？
str_npc16_personalitymatch_speech|{s11}の事は気に入った。 これはもう言ったか？
str_npc17_personalitymatch_speech|うーむ、隊長。 {s11}は、じゅうぶん森で生きていけるよ。 木の見分け方を知っているようだ。
str_npc1_personalitymatch_speech_b|{s11}はとても感じの良い女性だ。彼女の持つ木工技術には、^貴重なシンダールの遺産が垣間見える。知っているかもしれないが、^私の名前は、ドリアスのシンゴル王に仕えたというシンダールの^伝説の将軍にちなんで父がつけたのだ。それもあって、私は^エルフたちには特別な縁を感じるんだ。
str_npc2_personalitymatch_speech_b|私の同僚たちはよく、 イシリアンの野伏の話をしてくれましたが、 実際にこの目で見て、 あの話は全部本当だったのだと知りました。 私の同僚が全部{s11}のようだったら、 ゴンドールは安泰でしょうねえ。
