qstr_Received_{reg0}_dama|{reg0}のダメージを受けました。
qstr_You_are_suffering_fro|あなたは{s1}、 および{s2}に悩まされています。
qstr_You_are_suffering_from|あなたは{s1}、 {s2}、 および{s3}に悩まされています。
qstr_You_are_suffering_from_|あなたは{s1}、 {s2}、 {s3}、 および{s4}に悩まされています。
; qstr_Troop_upkeep__paid_e|Troop upkeep (paid every four days):^
; qstr_{s12}^^__{s4}:_{reg8|{s12}^^  {s4}: {reg8}/{reg5} Resource Points ^Party: {reg4}^Reserves: {reg7}
qstr_No_upkeep_costs|維持費なし
qstr_Orc_hiring_bonus:_+2|オーク雇用費:オーク1匹につき+2/3^
qstr_Current_party_size_l|現在のパーティの人数上限は{reg5}です。^人数上限の修正値は次の通りです:^^基本値:+10^統率力:{s2}{reg1}^カリスマ:{s3}{reg2}^ランク:{s4}{reg3}^{s5}合計:{reg5}
qstr_{s2}^_________{s4}:_|{s2}^ {s4}:{reg1} ({s23})
qstr__________Faction_str|各勢力の勢力ポイント一覧:^{s2}
qstr_{s1}^^Factions_are_n|{s1}^^通常、勢力ポイントが{reg1}を下回った勢力は包囲攻撃を受けます。
qstr_Savagery|蛮行
qstr_{s2}^^{s5}^{s6}|{s2}^^{s5}^{s6}
qstr_Traits_gained:^{s2}|特殊能力:^{s2}
qstr_^^You_are_{s17}.|^^あなたは{s17}にいます。
qstr_Assassins_in_the_cam|暗殺者がいます、身を守ってください！
qstr_Ally_party_size:_{re|友軍の兵数:{reg1}
qstr_Enemy_party_size:_{r|敵軍の兵数:{reg1}
qstr_Party_count:_{reg0}|パーティの総数:{reg0}
qstr_Party_position__{reg|パーティの位置 ({reg2}、{reg3})。
qstr_Party_size_increased|パーティの兵数が{reg0}から {reg1}に増えました！
qstr_Faction_strengths_re|各勢力の勢力ポイント一覧:^{s2}
qstr_Attacking_enemy_part|敵パーティの{s11}を攻撃する
qstr_Unknown_{reg3}_|不明({reg3})
qstr_ON|オン
qstr_OFF__cheat_|オフ(チート)
qstr_OFF|オフ
qstr_All_messages|すべてのメッセージ
qstr_{reg0}__will_most_li|{reg0}(セーブデータの破損する可能性が高いです)
qstr_{reg0}__could_possib|{reg0}(セーブデータの破損する可能性があります)
qstr_Normal|通常
qstr_Defender_only|防御側のみ
qstr_Halved|半分
qstr_Battles_only|戦闘のみ
qstr_Doubled|2倍
qstr_Tripled|3倍
qstr_Quadrupled|4倍
qstr_You_drank_the_Ent_Wa|エント水を飲みました・・・
qstr_You_used_the_Orc_Bre|オークビールを飲みました。
qstr_You_and_your_compani|あなたとコンパニオンたちは一口づつミルヴォールを飲みました。 元気がみなぎり、力が湧いてきました。
qstr_You_give_a_few_leave|あなたは治療師に数枚のアセラスの葉を渡しました。
; qstr_Not_enough_party_spa|Not enough party space.
qstr_elites|精鋭
qstr_regulars|一般の民
qstr_recruits|志願兵
; qstr_wild|wild
; qstr_goblins|goblins
qstr_lordless|根なし草
qstr_orc_stragglers|放浪するオーク
qstr_You_camp_and_beat_th|あなたは野営を張り、地底の太鼓を打ち鳴らしました。 力強い太鼓の音に魅せられた{s1}の{s2}がやってきました。
; qstr_You_camp_and_beat_the|You camp and beat the Drums of the Deep. The powerful sound attracts a group of {s1} {s2}.
; qstr_You_camp_and_beat_the_|You camp and beat the Drums of the Deep. The weak sound attracts a group of {s1} {s2}.
; qstr_You_camp_and_try_to_|You camp and try to beat the Drums of the Deep, yet noone answers your pitiful call.
qstr_^^^A_great_victory!^|^^^大いなる勝利だ！^^^なるほど、これがファンゴルンの伝説のからくりか・・・
qstr_^^^Defeated...^^^Sca|^^^敗れた・・・^^^ファンゴルンの森に散ってしまった・・・ひとりだ・・・
qstr_Troll_caged_in_wheel|トロルは車輪付きの檻に入れられました。
qstr_A_second_troll_is_ca|二頭目のトロルは車輪付きの檻に入れられました。
qstr_Here_you_are.|どうぞ。
qstr_Player_was_moved_to_|プレイヤーは{s10}へ移動されました。
qstr_neutral_whereabouts|どこかの中立地
qstr_any|すべて
qstr_woman|女
qstr_gondor|ゴンドール
qstr_rohan|ローハン
qstr_dunlander|褐色人
qstr_urukhai|ウルク＝ハイ
qstr_haradrim|ハラドリム
qstr_dwarf|ドワーフ
qstr_troll|トロル
qstr_dunedain|ドゥネダイン
qstr_lothlorien|ロスローリエン
qstr_rivendell|裂け谷のエルフ
qstr_mirkwood|闇の森
qstr_evil_man|悪意を持った男
qstr_{reg11}0___{reg11}9|{reg11}0 - {reg11}9
qstr_Regular_troops_only|一般の兵のみ
qstr_Heroes_only|英雄のみ
qstr_Regulars_and_Heroes|一般の兵と英雄
qstr_HP_lost_from_poisoni|食中毒でヒットポイントを失いました。
qstr__{s17}.|、 {s17}。
qstr_A_group_of_{s1}_is_{|{s1}がこちらに{s10}来ました。
qstr_You_are_attacking_a_|{s1}を攻撃します。
qstr_The_battle_against_t|{s1}との戦いは続きます。
; qstr_There_are_{reg39}_al|There are {reg39} allied commanders in this battle. You can command them and their troops for {reg40}/{reg41} influence.
; qstr_There_are_{reg39}_all|There are {reg39} allied commanders in this battle. You don't have enough influence to assume command.
qstr_Having_a_small_party|少数部隊ならではの強みというのはあるのです・・・ あなたと部下たちは敵勢から姿を隠すと、 念のためにそのまま数時間待機しました。
qstr_Your_ability_to_mast|自然環境の利用に長けるあなたの能力をもって、 安全に身を隠す事のできる場所を確保しました。 (あなたのワイルドクラフトのスキルでは、 {reg1}名の兵とともに身を隠す事ができます)
qstr_{reg4}_will_be_lost.|兵{reg4}名を失います。
qstr_{s13}_asked_you_to_r|{s13}より、 最低でも{reg13}名の兵を連れて出頭せよ、 との命令を受けました。
qstr_{s13}_ordered_you_to|あなたも{s14}攻めに加わるよう、 {s13}より命令が下されました。
qstr_You_were_victorious!|あなたの勝利です！
qstr_The_battle_was_lost.|戦いに敗れました。あなたの部隊は完全に粉砕されました。
qstr_Your_companions_carr|あなたはコンパニオンによって戦場から運び出されました。
qstr_You_have_defeated_th|敵を倒しました。
qstr_You_have_retreated_f|あなたは退却しました。
qstr_^^Ally_Casualties:{s|^^友軍犠牲者:{s0}
qstr_You_and_{s3}_celebra|あなたと{s3}は、{s4}戦の勝利を祝いました。
qstr_News_of_your_victory|{s3}に、あなたの{s4}戦の勝利の報せが届きました。
qstr_{s3}_witnesses_your_|あなたの{s4}戦の勝利を{s3}が見届けました。
qstr_Even_though_there_we|あなたの勝利を見届ける友軍はいませんが、それでもあなたの兵たちはこの勝利を祝いました。
qstr_{s1}_of_{s3}_managed|{s3}の{s1}は逃げのびました。
qstr_Prisoners_rescued_so|これまでに救出した捕虜の数:{reg1}名
qstr_{reg1}_kills_of_{s1}|誓いを遂げるために{s1}の兵を{reg1}名殺した。 殺害数合計: {reg0}名
qstr_Perhaps_I_m_getting_|最近、 ツキがなくなってきたようだ・・・
qstr_Retirement_is_starti|あなたは最近、 引退の事を考える時間が多くなってきました。
qstr_No_matter!_I_will_pe|どんな事があろうと、がんばるぞ！
qstr_What_did_I_do_to_des|私はなぜこんな事をしてる{んだ/のかしら}？
qstr_I_suppose_it_ll_make|とりあえず、 もう話のタネには困らない{よな/わよね}・・・
qstr__{s17}|、 {s17}
qstr_You_retreated_from_b|退却しました。
qstr_{s9}_wants_you_to_fo|{s9}より、 次の指示があるまで彼の部隊に同行せよ、 との命令を受け取りました。
qstr_{s8}_of_{s9}|{s9}の{s8}
qstr__Your_own_banner_fli|城門に、 あなたの軍旗が掲げられています。
qstr__You_see_the_banner_|城門に、 {s7}の軍旗が掲げられています。
qstr__This_castle_seems_t|この城には誰も住んでいないようです。
qstr__Your_own_banner_flie|町の門に、 あなたの軍旗が掲げられています。
qstr__You_see_the_banner_o|町の門に、 {s7}の軍旗が掲げられています。
qstr__The_townsfolk_here_|この町の住民は独立を宣言しています。
qstr_Go_to_the_secret_ent|モリアの秘密の入り口へ行く
qstr_Search_for_a_secret_|モリアの秘密の入り口を探す
qstr_Get_book.|本を取る。
qstr_The_{reg6?town_s:cas|{reg6?町の:城の}食料の備蓄は、 あと{reg3}日分です。
qstr_The_{reg6?town_s:cast|{reg6?町の:城の}食料の備蓄は底をつき、 守備兵は飢えに苦しんでいます。
qstr_You_re_preparing_to_|城壁への攻撃準備をします。 準備完了まで{reg9}時間かかります。
qstr_Your_forces_are_buil|攻城塔を準備します。 準備完了まで{reg9}時間かかります。
qstr_You_are_ready_to_att|攻撃の準備が整いました。 いつでも攻撃を開始できます。
qstr_The_siege_tower_is_b|攻城塔の準備が整いました。 いつでも攻撃を開始できます。
qstr_As_a_last_defensive_|あなたは城内の大広間へ撤退し、 最後の抵抗を試みる事にしました。 あなたは残された兵士達とともに、 ここで死に物狂いで戦うつもりです。 ここ以外に、 もう寄せ手を食い止める場所は残されていません。
qstr_You_ve_been_driven_a|城壁は敵の手に落ちました。 寄せ手は砦の敷地内へなだれ込んでいます。 もしここで寄せ手を食い止められれば、 まだ戦いの流れを変える事ができるかも知れません。
qstr_You_ve_breached_the_|城壁を突破されたにもかかわらず、 守備兵は敷地内でしぶとく抵抗を続けています！ 本丸を落とすまえに、 この連中を一掃しなければなりません。
qstr_The_town_centre_is_y|拠点の中心部を制圧しましたが、 まだ城内へ退却した守備兵が残っています。 勝利を完全なものとするためには、 最後の砦も落とさなければなりません。
qstr_The_remaining_defende|残った守備兵は、 最後の抵抗をするために 城内へと退却しました。 彼らの後を追い、 息の根を止めなくてはなりません。
qstr_However_since_you_ar|しかしながら、 あなたは{s9}に忠誠を誓った臣下ではないため、 あなたをこの{reg8?町:城}の領主として 承認する事はないでしょう。
qstr_The_enemy_has_been_f|敵は撤退を余儀なくされました。 攻撃は止みましたが、 まだ包囲は解かれていません。
qstr_The_assasins_beat_yo|暗殺者はあなたを倒し、 息絶えていくあなたを放置しました。
qstr_You_have_fallen._The|あなたは倒されました。 野盗はあなたから素早く金目のものを奪うと、 夜の闇に消えていきました。 あなたは虫の息ながら、 かろうじて息の根をとめられずに済みました。
qstr_Luckily_some_of_your|幸いにも、 あなたの戻りが遅いのを案じて探しに来たコンパニオンが、 排水溝に横たわるあなたを発見しました。 あなたは安全な場所に運ばれ、 傷の手当を受けました。
qstr_Luckily_some_passing|幸いにも通りがかった地元の民が排水溝に横たわるあなたを発見し、 そこらの物乞いではないと判断しました。 彼らはあなたを安全な場所へ運び、傷の手当をしてくれました。
qstr_{s13}^^You_have_succ|{s13}^^潜入に成功しました。
; qstr_The_tomb_is_destroye|The tomb is destroyed. A fierce fight took place here.
; qstr_Nothing_of_interest|Nothing of interest
qstr_the_place|この拠点
qstr_the_castle|この城
qstr_the_Throne_Room|王の間
qstr_the_Secret_Cave|秘密の洞窟
qstr_Meduseld_the_Golden_|黄金館
qstr_the_Lord_Halls|領主の大広間
qstr_the_Leader_s_Cave|指揮官の洞窟
qstr_the_Tower|塔
qstr_the_tower_of_Orthanc|オルサンクの塔
qstr_Beorn_s_Hall|ビヨルンの広間
qstr_the_Hall|大広間
qstr_the_Great_Chamber_of|スロールの朝見の間
qstr_Stay_indoors_for_som|屋内に宿営する(一晩につきリソースポイントを{reg1}消費します)
qstr_Camp_outside_for_som|野外に野営を張る(無料)
; qstr_As_you_enter_the_vas|As you enter the vast caverns underneath the Ring of Isengard, where thousands of orcs work to supply the growing armies of the White Hand, you gain confidence in the rise of a new power and the demise of the old world.
; qstr_You_have_found_the_G|You have found the Glittering Caves, one of the marvels of the Northern World.
; qstr_As_the_party_member_|As the party member with the highest Bargainer skill ({reg2}), {reg3?you estimate:{s3} estimates} that it will take {reg4} hours to find the most notable persons in town. [Costs {reg5}/{reg6} influence]
; qstr_You_have_already_fou|You have already found all persons of interest.
