qstr_Received_{reg0}_dama|Received {reg0} damage.
qstr_*growl*_I_know_your_|*growl* I know your tongue, elf, well enough to know if you mock me or if you give thanks.^^ Stars had none to do with it - I sensed the filth and followed a trail. I would have slain them were you in danger or not.
qstr_Keep_your_secrets_th|Keep your secrets then, friend, but the Golden Woods whisper of your kin’s arrival. ^^We will inform our lady Galadriel of lord Elrond’s coming, though I suspect she knows of it already. And we shall speak of you too, to all our people. ^^Le maethor veleg a gornui! Your valour and deeds shall be known and your needs met whenever you visit our Valley of Singing Gold.
qstr_We_walk_under_the_su|We walk under the sun and the stars, to dwell in caves is not our desire. Still, your undoubtedly well meant counsel is well received. ^^Your wisdom and brave deeds shall be known, your needs met whenever you wander into our domain.
qstr_*he_sighs_and_smiles|*he sighs and smiles slightly* ^^Very well. For our common purpose we are happy to share all, even if words are in short supply where you come from.
qstr_For_some_months_we_h|For some months we have watched the orc filth multiplying and staining our woods. ^^We will inform our lady Galadriel of lord Elrond’s coming, though I suspect she knows of it already. And we shall speak of you too, to all our people. ^^Le maethor veleg a gornui! Your valour and deeds shall be known and your needs met whenever you visit our Valley of Singing Gold.
qstr_Calm_yourself_friend|Calm yourself, friend. Pedin i phith in aniron, a nin u-cheniathog. ^^We shall speak of you to all our people. Your valour and deeds shall be known, your needs met whenever you come to bask in the light of our Golden Valley.
qstr_Stars_sail_through_t|Stars sail through the heavenly seas, men tread the earth. Truly, who can say if their paths follow each other? We shall speak of you to all our people. Your deeds shall be known and your needs met, were you to chase a star to the Golden Valley.
qstr__RESOURCE_POINT_TUTO|(RESOURCE POINT TUTORIAL)^^ Resource Points which you can use to purchase from the people of Lorien are not the ones you earned in your own faction, but the ones you will earn in Lothlorien. ^^See REPORTS for more information.
qstr__RESOURCE_POINT_TUTOR|(RESOURCE POINT TUTORIAL)^^ Resource Points which you can use to purchase from the people of Beorn are not the ones you earned in Lothlorien, but the ones you will earn in Beorn. ^^See REPORTS for more information.
qstr_I_have_long_wished_t|I have long wished to visit the woodland folk...
qstr_What_form_shall_the_|What form shall the favour of Lorien take...
qstr_Our_bees_make_honey_|Our bees make honey and wax, our herds give milk, butter and cheese...
qstr_I_have_long_wished_to|I have long wished to visit the woodland folk, taste your lembas and hear your songs! ^^We brought sparkling golden wines, dusty tomes and proud ancient banners to remind us of our stream-singing valley, but I’m curious what unique wonders are to be found in Laurelindorenan.
qstr_What_form_shall_the_f|What form shall the favour of Lorien take? ^^Gold that turns into leaves come morning? Clear tasteless drink and dusty fairy-bread for my troops? ^^Blood-red wine, freshly hunted deer, armouries filled with sharp spears and keen arrows! That is hospitality I prefer.
qstr_Our_bees_make_honey_a|Our bees make honey and wax, our herds give milk, butter and cheese.^^ Bread we make ourselves, a sharp axe I can trade for with dwarves when they pass through.^^ What else would I need, what more than a pair of strong hands?
qstr_If_fate_wills_it_I_s|If fate wills it, I shall walk your lands again, and know all their secrets.
qstr_If_I_ever_have_need_|If I ever have need for the kind of help Lorien can offer, I shall come for it. Whatever use it may be.
qstr__nod_and_say_nothing|(nod and say nothing)
qstr_Oh_there_are_many_an|Oh, there are many and any friend of Lorien is welcome to these gifts! ^^Should we stand shoulder to shoulder on the field of battle again, or should you do the bidding of our Lady and her lords, our people will reward your kindness with all you would require - bright weapons, hard corselets of mail, white-feathered arrows and provisions for your troops. ^^Who knows, in time you might become a great {lord/lady} of Lorien yourself, one who could offer counsel to others, or ask favours of them.
qstr_The_joys_of_the_Gold|The joys of the Golden Valley are many and a true friend of Lorien is welcome to them. ^^Should we stand shoulder to shoulder on the field of battle again, or should you do the bidding of our Lady and her lords, our people will reward your effort with all you would require - bright weapons, hard corselets of mail, deadly arrows and nourishing food for your troops.^^Who knows, in time you might become a great {lord/lady} of Lorien yourself, one who would share wisdom with others, or ask favours of them.
qstr_Our_Golden_Valley_gi|Our Golden Valley gives goods aplenty and a friend to Lorien is welcome to them. ^^Should we stand shoulder to shoulder on the field of battle again, or should you aid the designs of our Lady and her lords, our people will reward your effort with all you would require while far away from home.
qstr_I_shall_keep_that_in|I shall keep that in mind.^^ Hantanyel, áva márië!
qstr_That_may_be_so_some_|That may be so, some paths of the world run crooked.^^ Boe i 'waen!
qstr_I_seldom_wander_far_|I seldom wander far away from home. Be off now, as fast as you can. There may be more goblins prowling around.
qstr_What_do_you_want?|What do you want?
qstr_Greetings._What_can_|Greetings. What can I do for you?
qstr_Who_are_you?_A_mere_|Who are you? A mere {s25}? I do not have time for the likes of you! Leave me be! {s2}
qstr_What?_You_come_to_me|What? You come to me and you do not know what I do? Take a look around you.^^ Do you see the blood? Do you hear the crying? Do you feel their pain? That is what I do! I break things to make them better again! If you come to me, broken and in pain, I can make you better!
qstr_I_am_a_healer._Come_|I am a healer. Come to me when you or your companions are seriously wounded, and I will mend your injuries to the best of my ability.
qstr_You_have_found_the_loca|You have found the local healer
qstr__Costs_500_Resource_|(Costs 500 Resource, 5 Influence)
qstr_Ha!_I_can_see_that!_|Ha! I can see that! I can do that, yes.. Aside from your blood, this is not for free! {s2}
qstr_Yes_I_see_that._We_c|Yes, I see that. We can do tend to you yes, but I'll need to send for some ingredients. {s2}
qstr__Costs_1000_Resource_|(Costs 1000 Resource, 10 Influence)
qstr_I_ll_have_my_worms_d|I'll have my worms deal with you. They are not the best, but sometimes, they get the job done. Tell me when you want them here. {s2}
qstr_I_ll_have_my_assista|I'll have my assistants tend to your men. They are still learning, so please bear with them. Let me know when you need them. {s2}
qstr_Alright!_Worms!_Get_|Alright! Worms! Get over hear and deal with this!
qstr_Let_us_begin._My_ass|Let us begin. My assistants will take care of you and your men.
qstr_All_done!_Ha!_You_di|All done! Ha! You didn't scream much, impressive! Now go, leave me be.
qstr_We_ve_done_what_We_c|We've done what We can. Now you and your men need some rest.
qstr_Boss_the_lads_are_hu|Boss, the lads are hungry! We're doing all the hard work and still we're starving!
qstr_Master_the_lads_are_|Master, the lads are hungry! We can't do all this fighting on empty stomachs!
qstr_Yes!_With_proper_fed|Yes! With proper fed bellies, we'll serve you twice as well!
qstr_As_you_command_maste|As you command, master, heh heh. Meat's back on the menu, boys!
qstr_Your_Orcs_&_Uruks_at|Your Orcs & Uruks ate {reg1} men!
qstr_Yes_master!_As_you_c|Yes master! As you command, master!
qstr_Harr_harr_harr!_You_|Harr harr harr! You don't frighten ME! Next time it's YOU that we eat!
qstr_One_{s6}_left_the_pa|One {s6} left the party.
qstr_I_understand._I_will|I understand. I will stay with you. For a while.
qstr_I_have_played_my_rol|I have played my role for many long years, for many lifetimes of mortal men. This war is for Mankind to fight. I will leave for the West and some may decide to follow me.
qstr_{reg1}_Veteran_Elves|{reg1} Veteran Elves decided to leave your party.
qstr_What_an_amazing_feat|What an amazing feat of arms!
qstr_Well_done!|Well done!
qstr_Nice_legwork.|Nice legwork.
qstr_Heh.|Heh.
qstr_Good_moves_but_you_m|Good moves, but you may still need some work to do.
qstr_More_than_half_of_th|More than half of the opponents, not bad.
qstr_You_ll_need_to_try_h|You'll need to try harder than that.
qstr_Well..._better_here_|Well... better here than in combat, eh?
qstr_We_ve_been_sent_by_{|We've been sent by {s3}. We have come to join our strength to yours.
qstr_{s3}_has_sent_us_to_|{s3} has sent us, to join the fleet attacking {s4}.
qstr_Excellent_{playernam|Excellent, {playername}! I heard that you gave them more than what I requested. That is great work.^^ Here, take this as an extra reward for exceeding our expectations. ^^ We need to win this war as soon as possible.
qstr_Excellent_{playername|Excellent, {playername}. That will surely help them out. We need to win this war as soon as possible.
qstr_Reinforcing_{s1}_has|Reinforcing {s1} has strengthened {s2}. ({s2} has gained {reg50} faction strength).
qstr_The_watchmen_in_the_|The watchmen in the city have reported a remarkable decrease in ambushes. You have done your job well. Thank you, {playername}.
qstr_Our_guards_have_seen|Our guards have seen the vermin run away with their tails tucked between their legs. You have done well in showing these pests that we control this area.
qstr_It_was_nothing._I_wi|It was nothing. I will keep watch should they resurface.
qstr_Slaying_these_maggot|Slaying these maggots was nothing. I'll keep watch should they become bold again.
qstr_town|town
qstr_village|village
qstr_The_{s9}_of_{s13}_ha|The {s9} of {s13} has asked you to deal with tribal orcs in the surrounding countryside.
qstr_{s9}_of_{s3}_asked_y|{s9} of {s3} asked you to deliver {reg5} units of {s6} to the {s10} in {s4} in {reg6} days.
qstr_The_{s9}_of_{s4}_ask|The {s9} of {s4} asked you to reinforce {s3} with at least {reg5} troops within {reg6} days. Speak to {s3}'s barracks master. The quality of the troop you provide does not matter.
qstr_You_have_reinforced_{|You have reinforced {s3} with 0 troops.
qstr_Thank_you_for_offeri|Thank you for offering to help, {playername}.^^The caravans going to and fro the city have been attacked multiple times by {s6}. They are getting bolder with every ambush, and are moving closer and closer to the city.
qstr_Good_of_you_to_ask_{|Good of you to ask, {playername}.^^There are {s6} moving about the area, thinking that they are in charge. No one is doing anything so they are getting bolder and are taking what is rightfully ours.
qstr_The_people_have_aske|The people have asked for help in slaying at least {reg22} {s6}, in hopes that this will keep them away for some time.^^Would you be able to do this?
qstr_I_want_you_to_slay_a|I want you to slay at least {reg22} {s6}, to show those weaklings that they are inconsequential.^^What do you say?
qstr_We_will_get_rid_of_t|We will get rid of these pests.
qstr_{s9}_wants_you_to_sl|{s9} wants you to slay {reg22} {s6} in battles.
qstr_The_{s9}_of_{s3}_ask|The {s9} of {s3} asked you to bring him {reg5} units of food in {reg6} days.
qstr_The_{s9}_of_{s3}_aske|The {s9} of {s3} asked you to bring him {reg5} units of {s6} in {reg0} days.
qstr_Escort_the_supply_tr|Escort the supply train to {s8}.
qstr_The_{s9}_of_{s4}_aske|The {s9} of {s4} asked you to hunt down the troublesome goblins in the vicinity of the town.
qstr_The_{s9}_of_{s14}_ha|The {s9} of {s14} has asked you to deal with a group of bandits making trouble in {s14}. They only come out at night, and only attack lone people on the streets.
qstr_refugees|refugees
qstr_slaves|slaves
qstr_{s1}_Refugees|{s1} Refugees
qstr_{s1}_Slaves|{s1} Slaves
qstr_The_{s11}_of_{s10}_a|The {s11} of {s10} asked you to escort some {s12} to {s13}.
qstr__Guards_slaughter_hi| Guards, slaughter him!
qstr_Slaughter_him_for_fr|Slaughter him for fresh human meat!
qstr_This_is_{s5}_Command|This is {s5}, Commander.
qstr_{s6}_This_place_and_|{s6} This place and the surrounding lands belong to {s7} of {s8}.
qstr_Hey_scum!_I_can_fix_|Hey scum! I can fix that jaw of yours.
qstr_Watch_where_you_re_g|Watch where you're going, maggot!
qstr_I_don_t_like_your_fa|I don't like your face! I think it needs some fixing.
qstr_What_are_you_looking|What are you looking at? WHAT?
qstr_the_white_hand|the white hand
qstr_the_lidless_eye|the lidless eye
qstr_I_have_some_of_your_|I have some of your people with me. I'll let them join you, to help your cause.
qstr_Some_of_your_stinky_|Some of your stinky kin are with me. I'm sure they'd rather go with you.
qstr_{s4}_It_is_always_go|{s4} It is always good to see one of our own.
qstr_a_nearby_town|a nearby town
qstr_that_town_over_there|that town over there
qstr_{s4}^We_are_from_{s1|{s4}^We are from {s11}, scouting in the direction of {s12}.
qstr_{s4}^We_are_{reg1?fo|{s4}^We are {reg1?foraging:raiding} around {s11}.
qstr_{s4}^We_are_patrolli|{s4}^We are patrolling around {s11}.
qstr_{s4}^We_are_carrying|{s4}^We are carrying supplies from {s11} to {s12}.
qstr_{s4}^We_are_escortin|{s4}^We are escorting prisoners to {s12}.
qstr_Greetings_do_you_nee|Greetings, do you need reinforcements?
qstr_I_will_need_your_hel|I will need your help, please follow me. [Costs {reg1}/{reg2} influence]
qstr_You_and_your_men_mus|You and your men must follow me. [Costs {reg1}/{reg2} influence]
qstr_It_looks_like_you_ha|It looks like you have too many followers already.
qstr_Why_do_you_need_us?_|Why do you need us? You have all you need following you already!
qstr_We_will_follow_you_t|We will follow you, though we cannot wander too far.
qstr_If_there_is_killing_|If there is killing, we will follow. But we cannot go too far, or we will get in trouble.
qstr_We_cannot_leave_our_|We cannot leave our post to follow you for now. [Not enough influence points (Requires {reg1})]
qstr_Who_are_you_to_comma|Who are you to command us? [Not enough influence points (Requires {reg1})]
qstr_Then_let_us_go._Stay|Then let us go. Stay close. I will need you soon.
qstr_There_will_be_blood_|There will be blood, that is for sure. Stay close, or miss out.
qstr_Goodbye_friends.|Goodbye, friends.
qstr_See_you_later_if_you|See you later if you don't get killed.
qstr_I_don_t_need_your_he|I don't need your help any longer. Go home.
qstr_I_don_t_have_any_nee|I don't have any need for you. Get lost.
qstr_We_will_return_to_ou|We will return to our previous task. Goodbye.
qstr_Lads_we_re_going_hom|Lads, we're going home!
qstr__^Oh_and_take_back_t| ^Oh, and take back those who are not our people.
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?Those:That} brave {reg28?soldiers:soldier} will surely help us defend our lands.{s32} {s23}^^[earned {reg14} Resource Points of {s14}]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?Those:That} useful {reg28?troops:troop} will help us wreak more havoc.{s32}^{s23}^^[earned {reg14} Resource Points of {s14}]
qstr_Good_luck_in_your_tr|Good luck in your travels.
qstr_Try_not_getting_your|Try not getting yourself killed.
qstr_You_ready_your_weapo|You ready your weapons, feeling the rush of past experience through your body. (Weapon Profeciencies and Abilities improved)
qstr_The_previous_battle_|The previous battle warmed you up. You feel invigorated, and ready for more. (Attributes, Abilities, and Weapon Profeciencies Improved)
qstr_You_are_tired_but_ad|You are tired, but adrenaline coursing through your veins steel you for more. (Attributes, Abilities, and Weapon Profeciencies Improved)
qstr_These_are_great_weap|These are great weapons indeed. They feel strange to the touch... (Abilities and Weapon Profeciencies Improved)
qstr_You_can_barely_raise|You can barely raise your weapon now... but seeing your kinsmen around you strengthen your resolve. (Abilities and Weapon Profeciencies Improved).
qstr_With_Lord_Balin_s_tr|With Lord Balin's treasures bestowed upon you and the memory of his death fresh in your mind, your rage burns stronger. (Attributes, Abilities and Weapon Profeciencies Improved)
qstr_We_cannot_hold..._we|We cannot hold... we are finished...
qstr_You_do_not_know_how_|You do not know how long you can still last...
qstr_How_long_can_we_keep|How long can we keep this up? I cannot hold my axe anymore....
qstr_You_know_that_the_en|You know that the end is near...
qstr_You...._good....dwar|You.... good....dwarf....
qstr_You_can_no_longer_ra|You can no longer raise your weapon...
qstr_There_are_too_many..|There are too many... there are too many....
qstr_..........|..........
qstr_It_is_off_to_work_we|It is off to work we go....
qstr_Your_mind_starts_to_|Your mind starts to wander... thinking of gold and treasures...
qstr_...............|...............
qstr_Sleep_sounds_good...|Sleep sounds good...
qstr_For_Balin!!|For Balin!!
qstr_For_Balin...|For Balin...
qstr_{s6}|{s6}
