qstr_Received_{reg0}_dama|{reg0} hasar alındı.
qstr_{playername}_the_men|{playername}, adamlar sert düşman birlikleri hakkında hikayeler duydular. Bu terörlerin hikayeleri adamların moralini bozuyor. Askerlere korkacak hiçbir şeyleri olmadıgını göstermeni istiyorum. {Reg22} {s6} tarafına meydan okumanı ve onu yenmeni istiyorum.
qstr_{playername}_I_want_|{playername}, Adamlara düşman birliklerinin önemsiz oldugunu göstermeni istiyorum. {reg22} {s6} diye bilineni bizzat öldürmeni istiyorum! Üstün güç oldugumuzu kanıtlamak için yap bunu!
qstr_I_will_do_what_you_a|İstedigini yapacagım ve buna adamlarım tanık olacak.
qstr_high_level_troops_fr|tarafından yüksek seviyeli birlikler
qstr_elite_level_troops_f|tarafından elit seviyeli birlikler
qstr_{s9}_wants_you_to_pe|{s9} senden bizzat {reg22} {s6} {s7} alt etmeni istiyor.
qstr_I_want_you_to_person|Seni kendim öldürmek istiyorum
qstr_I_want_you_and_your_|Seni ve adamlarını öldürme görevi için istiyorum
qstr_{playername}_you_nee|{playername}, saygımı ve adamlarının saygısını kazanmalısın. {s6} {reg22} {s7} birlikleri!
qstr_{s9}_wants_you_to_per|{s9} senden bizzat {reg22} {s6} kadar birligi öldürmeni istiyor.
qstr_{s9}_wants_you_and_y|{s9} sen ve adamlarından {reg22} {s6} kadar birligi öldürmeni istiyor.
qstr_{playername}_we_have|{playername}, Isengard hemen ayaklarımızın ucunda yer alıyor. Son savunma hatlarını kurdular ve Saruman'ı kulesinde koruyorlar. Benimle gel ve yüzleşelim!
qstr_{playername}_we_have_|{playername}, acımasız haberler aldık. Rhûn'un vahşileri düşündügümüzden daha kurnaz ve cesur çıktı - İzcilerimize görülmeden, Uzun Göl boyunca onları taşımak için yeterli sayıda tekne ve sal inşa ettiler ve dogrudan Esgaroth'ta saldırıyorlar!^^ Filoya şehre ulaşmadan müdahale etmeliyiz. Birliklerini olabildigince çabuk sür ve barbarları su boyunca kovala!
qstr_If_you_seek_pillage_|Eger talan ve yagma arıyorsan, işte eşsiz bir fırsat, {playername}.^^  {s7} limanından bir Korsan filosu kalkıyor, ve dogrudan {s6} için bir rota belirleyecek, ki yolmak için pek olgunlaşmış bir yer! Saldırılarında onlara katıl ve ganimetlerden pay kap!
qstr_The_soft_weaklings_o|Esgaroth'un yumuşak karınlıları hızlı atlılarımız ve vahşi savaşçılarımız karşısında bir hiç, {playername}. Bu baya bilinen bişey. Göl insanları kendilerini güvende sanıyorlar, bizden uzak suyun karşısında,ama yakında onlara öyle olmadıgını gösterecegiz!^^ Savaşçılarımızı direk göl üzerinden taşıyacak kadar iyi tekneler ve sallar yaptık. Bizi orda beklemeyecekler! ^^Ana Kampa git ve saldırıya katılmak istiyorsan kamp komutanıyla konuş.
qstr_{s9}_asked_you_to_he|{s9} sizden bir Korsan baskınına karşı {s3} bölgesini savunmasına yardım etmenizi istedi. Şehre acele edin, lonca ustasıyla konuşun ve yerel garnizonun yardımına yetişin.
qstr_{s9}_asked_you_to_hel|{s9} sizden Esgaroth'u bir deniz saldırısına karşı savunmada yardım etmenizi istedi, Rhûn tarafından yapılan her şeye karşı. Göl kasabasına acele edin, lonca ustasıyla konuşun ve yerel garnizona yardıma yetişin.
qstr_{s9}_offered_you_an_|{s9} size {s3} tarafına karşı bir deniz baskınına katılma fırsatı sundu. {s4} tarafına dogru yolunu bul, kamp komutanı ile konuş ve saldırıya katıl.
qstr_{s9}_offered_you_an_o|{s9} size Esgaroth tarafına karşı bir deniz baskınına katılma fırsatı sundu. {s4} tarafına dogru yolunu bul, kamp komutanı ile konuş ve saldırıya katıl.
qstr_We_will_go_as_swiftl|Olabildigince hızlı bir şekilde gidecegiz ve çok geç kalmadıgımıza dua edecegiz.
qstr_We_shall_plunder_the|Limanlarını yagmalayıp zenginliklerini kendimiz için ele geçirecegiz!
qstr_We_shall_plunder_the_|Göl Kasabasını yagmalayıp zenginliklerini kendimiz için ele geçirecegiz!
qstr_I_m_sorry_but_we_can|Üzgünüm, ama şu anda onlara yardım edemeyiz.
qstr_Bah!_Far_more_glory_|Bah! Başka yerlerde bu saçma korsanlıktan çok daha karlı zaferler var.
qstr_This_raid_does_not_i|Bu baskın beni ilgilendirmiyor. Başka bir yerde zafer kazanacagım.
qstr_{s9}_asked_you_to_de|{s9} sizden {s1} yakınındaki bir keşif kampını imha etmenizi istedi.
qstr_Your_party_must_be_at|Bu göreve başlamak için grubunun en az 10 asker gücünde olması gerekiyor
qstr_{s9}_asked_you_to_def|{s9}, senden {s1} yakınında saldırı altındaki bir köyü savunmanızı istedi.
qstr_{s9}_asked_you_to_ra|{s9} sizden {s1} yakınındaki bir köye baskın yapmanızı istedi.
qstr_These_soldiers_may_w|Bu askerler planlarımda kötü gidebilecek şeyleri tamamen degiştirebilirler, {playername}.Onları iyi egittiginden şüphem yok.Sana teşekkürlerimi ve sayılarımı sunarım.
qstr_I_wish_you_had_train|Keşke hepsini egitseydin, {playername}. Ama bu kötü zamanlarda, sunabilecegin her şeye razıyım.
qstr_Good_work_in_shaping|Acemileri egiterek iyi iş çıkardın, {playername}, çok işimize yaradın. Umarım geçen seferki gruptan daha uzun süre dayanabilirler, fakat eger dayanamazlarsa gel bana ugra.
qstr_Is_that_all_you_coul|Tüm yapabilecegin bu mu, {playername}? Dünkü kayıpların yerini anca doldurur bunlar!
qstr_Well_the_soldiers_ar|Askerler artık sizin emrinizde, efendim. Eminim ki onlara iyi bakarsınız.
qstr_Well_you_may_do_as_y|Eh, nasıl isterseniz. Arkadaşlarım ve ben, ne zaman gerekirse sertleşebiliriz.
qstr_{s9}_asked_you_to_br|{s9} senden ordusunda kullanmak üzere bir vahşi trol istedi.
qstr_{s9}_asked_you_to_fi|{s9} Fangorn Ormanında ne olup bittigini araştırmanı ve ona rapor etmeni istedi.
qstr_{s9}_asked_you_to_fin|{s9}, cücelerin bir zamanlar Kral Bladorthin için yaptıkları kayıp mızrakları bulmanızı rica etti. Lonely Mountain'ın derinliklerinde mızrakları aramak için {s5} 'den izin istemek zorunda kalacaksınız.
qstr_{s9}_has_asked_you_t|{s9} Dol Guldur büyücüsünü Kuyutorman'da öldürmenizi istiyor.
qstr_{s9}_asked_you_to_ta|{s9} senden {s13} için yazdıgı bir mesajı götürmeni istiyor. Görevi aldıgın sırada {s13}, {s4} de bulunuyordu.
qstr_{s9}_asked_you_to_tak|{s9} senden {s15} dan {s13} kişisine bir mesaj götürmeni istiyor. Görevi aldıgında, {s13}, {s4} de bulunuyordu.
qstr_{s11}_asked_you_to_e|{s11}, elçisine {s14} 'e eşlik etmenizi rica etti.
qstr_Lend_your_experience|Deneyimli cerrahını ödünç ver {s3} {s1}'e
qstr_No_commander_should_|Hiçbir komutanın bunu kabul etmemesi gerekiyor {playername}, ancak geçen gün askerlerimi teftiş ediyordum ve burada bir kılıcın hangi ucunu tutunacagını bile bilmeyen adamların oldugunu fark ettim. Onlara, cesaretin anlamını göstermek için birisine ihtiyaçları var. Ünlü bir savaşçısın, {playername}. Benim için birlik yetiştirir misin? Sana minnettar olurum.
qstr_No_commander_should_h|Hiçbir komutanın bunu kabul etmemesi gerekiyor {playername}, ancak geçen gün askerlerimi teftiş ediyordum ve burada bir kılıcın hangi ucunu tutunacagını bile bilmeyen adamların oldugunu fark ettim. Onlara, cesaretin anlamını göstermek için birisine ihtiyaçları var. Ünlü bir savaşçısın, {playername}. Benim için birlik yetiştirir misin? Bunu senin için zahmete deger bir hale getirebilirim.
qstr_{s9}_asked_you_to_rai|{s9} senden {reg1} tane {s14} yetiştirmeni ve ona getirmeni istedi.
qstr_{s9}_asked_you_to_hu|{s9}, senden {s4} olarak bilinen kaçagı avlamanı istedi. Şu an {s3} de oldugu sanılıyor.
qstr_{s9}_asked_you_to_defe|{s9} senden 3 mülteci gruba gittikleri yere {s3} kadar eşlik etmeni istedi.
qstr_{s9}_asked_you_to_hun|{s9} senden 3 mülteci grubunu onlar {s3} merkezine varmadan avlamanı istedi.
qstr_{s9}_asked_you_to_ca|{s9} üç kaçak serf grubunu yakalayıp, canlı ve nefes alır halde {s4}'e geri götürmeni istiyor. Üç grubun da {s3} tarafına kaçtıgını söyledi.
qstr_{s11}_asked_you_to_f|{s11}, {s12} den ayrılan casusu izlemeni istedi. Casusun seni yolda görmemesine dikkat etmelisin, yoksa şüphelenip geri dönebilir. Casus bir kere suç ortagıyla buluştuktan sonra, her ikisini de yakalayıp {s11}'e getirmen gerekiyor.
qstr_{s11}_asked_you_to_c|{s11}, bir düşman komutanı yakalamanızı ve ardından sorgulamak için onu {s11} 'e getirmenizi istiyor.
qstr_{s9}_asked_you_to_le|{s9} senden yoldaşını {s3} bir haftalıgına ödünç istedi.
qstr_{s9}_has_requested_y|{s9} senden {reg1} tane düşman tutsagı getirmeni istedi.
qstr_We_have_reports_that|Birkaç müttefik devriyesinin pusuya düştügünü ve maglup olduklarını haber aldık. Bazı adamlar hala yaşıyor olabilir ve düşman tarafından yakalanmış olabilirler. Adamlarım onların öldürüldüklerini düşündükleri için moralleri yerlerde. Sizden {reg1} kadar tutukluyu kurtarmanızı ve birliklerimizin morallerini güçlendirmenizi istiyorum.
qstr_We_have_reports_that_|Birkaç müttefik devriyesinin pusuya düştügünü ve maglup olduklarını haber aldık. Bazı korkaklar hala yaşıyor ve ve düşman tarafından yakalanmış olabilirler. Her ne kadar harcanabilir olsalar da hapishanede ölmeleri yazık olur. Sizden {reg1} kadar tutukluyu kurtarmanızı ve onların tekrar bizim için savaşmalarını saglamanızı istiyorum.
qstr_{s9}_has_asked_you_to|{s9} sizden {reg1} tutuklu kurtarmanızı rica etti.
qstr_We_have_reports_that_a|Düşman ordusunun {s13} 'de toplanıyor olabilecegine dair raporlar var. Açıkçası, düşmanın kaç askeri bulundugunu ve askerlerimin savaş alanında onlarla kapışmaya hazır olup olmayacagını bilemedigim için, bu benim için büyük bir endişe kaynagı. {S13} 'e yeteri kadar yaklaşmanızı ve elinizden geldigince fazla bilgi toplamanızı istiyorum.
qstr_My_spies_tell_me_of_|Casuslarım bana {s13} 'te toplanan büyük bir savaşçı grubundan bahsetti. Onlarla bizim güçümüz kıyaslanmaz bile, ancak bunların kaç kişi oldugunu bilmekten de bir zarar gelmez. {s13} 'e yeteri kadar yaklaşmanızı ve elinizden geldigince bilgi toplamanızı istiyorum.
qstr_{s9}_asked_you_to_sco|{s9} senden {s13} civarında gözcülük yapmanı istedi.
qstr_We_have_reports_of_s|{s13} yakınlarındaki bazı düşman aktiviteleri hakkında raporlarımız var. İzcilerimiz şu ana kadar yeterince yakınlaşamadı ve düşman aktivitelerini gözlemleyemedi. Bir İzci grubu hazırlamanı, {s13} 'e yeteri kadar yaklaşmanı ve izcileri göndermeni istiyorum. Ayrıca sana bir kaç acemi verecegim, lakin onları tek başına göndermemelisin.
qstr_My_spies_tell_me_the|Casuslarım tarafından gelmiş {s13} yakınlarındaki bazı düşman aktiviteleri hakkında raporlar var. Korkak izcilerimiz şu ana kadar yeterince yakınlaşamadı ve düşman aktivitelerini gözlemleyemedi. Bir İzci grubu hazırlamanı, {s13} 'e yeteri kadar yaklaşmanı ve İzcileri göndermeni istiyorum. Onların da kaçmayacaklarına emin ol! Sana bu acemileri verecegim, özlenmeyecekler.
qstr_{s9}_asked_you_to_di|{s9}, {s13} yakınlarında bir keşif grubu göndermenizi rica etti.^En az biri {s14} olacak şekilde {reg1} adet {s15} askeri edin, {s13} bölgesine yaklaş ve grubu göndermek için {s14} ile konuş.
qstr_We_need_to_take_the_|Düşmanlarımızı ezip geçmeliyiz {playername}. Şu anda, bunu onların devriyelerine ve iletişim araçlarına saldırarak yapabiliriz. Senden {reg1} {s13} grupunu yok etmeni istiyorum, Bu savaşta inisiyatifin yeniden kazanılmasına yardımcı olur.
qstr_We_need_to_grind_dow|Degersiz düşmanlarımızı ezip geçmeliyiz {playername}. Devriyeleri ve erzak karavanları çok cesur davramaya başladılar. Senden {reg1} {s13} grubunu yok etmeni istiyorum, böylece başlarına geleceklerden korkmayı ögrenecekler.
qstr_{s9}_asked_you_to_el|{s9} senden {reg1} {s13} grubunu yok etmeni istedi.
qstr_{s9}_asked_you_to_fr|{s9} senden {s13} çevresinde kol gezen Trollün gaddarlıklarını durdurmanı istedi.
qstr_{reg1}_{s16}_joined_|{reg1} {s16} grubuna katıldı.
qstr_Wait_{playername}._I|Bekle, {playername}. Bunları sıkça söylemem ama sen son derece güvenilir bir hizmetçisin.
qstr_Halt_{playername}._I|Durdur, {playername}. Seni bir zamanlar sadece bir snaga'dan başka bir şey olarak düşünmüştüm, ancak şu anda faydalı bir hizmetçi oldugunu kanıtlıyorsun.
qstr_Take_these_warriors_|Bu savaşçıları alın, böylece ordunuz bana hizmet etmeye devam edebilir.
qstr_One_last_thing_{play|Son bir şey, {playername}. İhanetçiler ve rakiplerle dolu bir toprakta her zaman gerçek bir müttefik oldun.
qstr_Wait_{playername}._W|Bekle, {playername}. Tanıştıgımızda sende bir rakip hissettim, ama şimdi gördügüm kadarıyla yanıldım.
qstr_Take_these_warriors_a|Bu savaşçıları alın ve onları düşmanlarımızı yenmek için kullanın.
qstr_Before_you_leave_{pl|Senin için her zaman iyi bir dost oldum, {playername}.
qstr_Wait_{playername}._I_|Bekle, {playername}. Seni yeterince iyi tanıyamadım ama şu ana kadar iyi bir dost oldun.
qstr_Allow_me_to_repay_yo|Sizi ödüllendirmek için size bazı birlikler vermemi izin verin.
qstr_Wait_{playername}._C|Bekle, {playername}. Senin gibi yetenekli hizmetkârlar ve savaşçılar en iyi ekipmana layık.
qstr_Halt_{playername}._It|Dur, {playername}. Hizmetkârlarımın bu kadar düşük kaliteli ekipman kullanması utanç verici.
qstr_Take_this_{s22}_and_|Bu {s22}'ı al ve saldırında sana yardım etsin.
qstr_Before_you_go_{playe|Gitmeden önce, {playername}. Sizin gibi büyük savaşçılar ve sizin yol arkadaşlarınız, en iyi silahlar, zırhlar ve atlarla donatılmalıdır.
qstr_Wait_{playername}._Y|Bekle, {playername}. Ordun iyi iş çıkardı, ama daha iyi bir ekipmanla daha iyi yapabilecegini düşünüyorum.
qstr_Take_this_{s22}._I_h|Bu {s22}'ı al. Buna ihtiyacım yok.
qstr_Just_a_moment_{playe|Bir an dur, {playername}. Senin gibi kahramanlar ve yol arkadaşların en iyi silahlar, zırhlar ve atlarla hak ediyorlar.
qstr_Wait_{playername}._Yo|Bekle, {playername}. Savaş çabasında yetenekli bir komutan oldun. Sanırım artık biraz daha iyi bir ekipmana ihtiyacın var.
qstr_Accept_this_{s22}_ma|Bu {s22}'ı kabul et, sana ve yol arkadaşlarına yardım etsin.
qstr_the_Dwarves_so_that_|Cüceler, Erebor veya Iron Hills'e ugrarsanız, kendinizi efsanevi Cüce silahlarıyla silahlandırmayı deneyebilirsiniz
qstr_Gondor_so_that_if_yo|Gondor, eger onların topraklarından geçerseniz, onların ünlü zırhlarından bazılarını satın almayı deneyebilirsiniz
qstr_Rohan_so_that_if_you|Rohan, eger topraklarından geçerseniz, efsanevi atlarından birkaçını satın almayı deneyebilirsiniz
qstr_Dale_so_that_if_you_|Dale, eger topraklarından geçerseniz, meşhur yaylarından bazılarını satın alabilirsiniz.
qstr_Without_my_help_you_|Yardımım olmadan hepiniz ölü ve yanmış gibisiniz!^^ Isengard'dan Saruman'ın çagrısına cevap vermeye geldim. Beni tehlikeye at!
qstr_Without_my_help_you_w|Yardımım olmadan hepiniz ölü ve yanmış cesetler şeklinde olurdunuz!^^ Yakında bütün Dünyanın Efendisi olacak olan, Mordor Lordu'nun çagrısına cevap vermeye geldim.
qstr__*snort*_There_is_on|*homurdanma* Dünyada tek bir Lord var, pislik. Yakında veya gelecekte, Lugbúrz'a cevap vereceksin, ezik!
qstr_*snort*_Another_one_|*homurdanma* Ok yemek isteyen başka bir et kalkanı! Uzak dur, zayıf. Senin için hiç faydamız yok.
qstr_Go_to_Moria_and_get_|Moria'ya git ve kendin için güzel bir warg - ya da istersen birkaç snaga al!
qstr_Go_to_Isengard_and_g|Isengard'a git ve kendin için bir şey bul - mesela seni takip edecek bir kaç savaşçı Uruk-Hai!
qstr_Go_up_north_to_Gunda|Kuzeye, Gundabad'a git - onlar aptal ve çirkin evet, ama iyi kürkleri var.
qstr_Get_some_snagas_of_y|Aynı burada beni takip edenler gibi, kendine de seni takip edecek birkaç Snaga bul. Belki yakında kendi savaş grubun olur!
qstr_Our_friends_and_alli|Dostlarımızın ve müttefiklerimizın şüphesiz senden haberi olacak! Sana yeni bir binek ya da yeni bir kılıç vermeye istekli olabilirler. Kimsenin zayıflar için vakti yok, ama güçlüysen, ha, bize yardım edenlere yardım ederiz, gördün mü? Bu ganimetlerden bazılarını iyi bir at için takas et, belki de Rhûn Adamları ile - yemek veya at için, senin tercihin, har!
qstr_Trade_some_of_those_|Bu ganimetlerden bazılarını iyi bir at için takas et, belki de Rhûn Adamları ile - yemek veya at için, senin tercihin, har!
qstr_That_is_not_a_smart_|Bu bir Rhun Savaşçısı önünde söylenecek zekice bir şey degil...Bir daha ki sefere seni gördürsem öldürecegim.
qstr_They_will_all_know_m|Hepsi benim adımı ve benim adımdan korkmayı ögrenecek...
qstr_Suilad_mellon!_It_is|Suilad, mellon! Gizli Vadiden gelenlerin bize yardım etmesi nadir görülür, yıldızlara seni bize yönlendirdikleri için teşekkür ediyoruz,tabi ki sana da teşekkürler - le hannon!
qstr_Suilad_mellon!_It_is_|Suilad, mellon! Ormanlarda yaşayan akrabalarımızın bizlere yardım etmesi çok nadir görülür. - le hannon!
qstr_Suilad_mellon!_That_|Suilad, mellon! Teşekkür ederim, dostum! ^^ İlk başlarda, bir goblin kılıcının mı ya da öfkeli bir ayının mı bizim sonumuzu getireceginden emin degildim. Neyse ki, yıldızlar sizi yardıma gönderdiler.
qstr_Alas_it_is_not_a_ple|Ne yazık ki beni ve Lord Elrond'a hizmet eden diger adamları bu topraklara getiren şey merak ya da hoş bir amaç degil.
qstr_You_wouldn_t_have_ne|Sınırlarınızı kapalı tutsaydınız yardımımıza ihtiyacınız olmayacaktı!
qstr__*growl*_I_know_your|(* hırlama* Benimle alay mı ettigini yoksa teşekkür mü ettigini anlayacak kadar dilini biliyorum elf...
qstr_Istan_quete_ya_merin|Istan quete ya merin, ar lá hanyuvatyen. Derinlikler benim efendimin tasarımıdır, herkesin görüp anlayacagı şeyler degildirler.
qstr_Alae!_Our_green_wood|Alae! Yeşil ormanlarımızda sürekli devriyeler gezer, kalın kapılarımız saglamdır, Kral Thranduil'in salonu güvenli ve korunaklıdır. Bizi örnek almanız sizin için akıllıca olur.
qstr__say_nothing_|(Hiçbir şey deme)
qstr_Alas_it_is_not_a_plea|Ne yazık ki beni ve Lord Elrond'a hizmet eden diger adamları bu topraklara getiren şey merak ya da hoş bir amaç degil. ^^ Eski bir kötülük karanlık yerlerde büyüdü ve şimdi etrafa saçılıyor. Daglardaki bilge adamlar ve Imladris orduları çagrımıza cevap verdiler ve onlar şimdi Kuzeydeki savaş için ilerlemeye başladılar.
qstr_You_wouldn_t_have_nee|Eger sınırlarınızı kapalı tutsaydınız bizim yardımımıza ihtiyacınız olmazdı! ^^Orman cadıları hurafeleri sadece akılsız aptalları korkutur, az önce öldürdügümüz orkları korkutmaz.
qstr_*growl*_I_know_your_|* Homurtu * Benimle dalga mı geçtigini yoksa bana teşekkür mü ettigini anlayacak kadar dilini biliyorum Elf.^^ Yıldızların bununla hiçbir alakası yok - pisligi hissettim ve izi takip ettim. Tehlikede olsaydın da olmasaydın da onları öldürürdüm.
qstr_Keep_your_secrets_th|Sırrınızı saklayın o zaman dostum, ancak Golden Woods akrabanızın geldigini fısıldıyor.^^ Efendimiz Elrond'un gelişi hakkında Galadriel'i bilgilendirecegiz, bundan zaten haberi olup olmadıgı konusunda şüpheliyim. Ve biz de size, tüm halkımız adına söylemek istiyoruz . ^^ Le maethor veleg a gornui! Degeriniz ve yaptıklarınız bilinmelecek.Bundan sonra Şarkı Söyleyen Altın Vadi'yi her ziyaret ettiginizde tüm ihtiyaçlarınız karşılanacaktır.
qstr_We_walk_under_the_su|Güneş ve yıldızların altında yürürüz, magaralarda yaşamak bizim arzumuz degildir. Yine de, şüphesiz ki iyi niyetli danışmanınız güzel karşılandı. ^^Bilgeliginiz ve cesur amaçlarınız bilinecektir, topraklarımıza girdiginizde de her türlü ihtiyacınız karşılanacaktır.
qstr_*he_sighs_and_smiles|* İç çekiyor ve hafifçe gülümsüyor * ^^iyi. Ortak amaçlarımız için, nereden geldiginizi belirtmede kelimeleriniz yetersiz olsa bile her şeyimizi paylaşmaktan mutluluk duyuyoruz.
qstr_For_some_months_we_h|Birkaç ay boyunca ork pisliklerinin çogalmasını ve ormanlarımızın lekelenmesini izledik. ^^ Efendimiz Elrond'un gelişi hakkında Galadriel'i bilgilendirecegiz, bundan zaten haberi olup olmadıgı konusunda şüpheliyim. Ve biz sizinle şu an tüm halkımız adına konuşuyoruz. ^^ Le maethor veleg a gornui! Degeriniz ve yaptıklarınız bilinecek.Şarkı Söyleyen Altın Vadiyi her ziyaretinizde her türlü ihtiyacınız karşılanacaktır.
qstr_Calm_yourself_friend|Sakin ol dostum. Pedin i phith in aniron, a nin u-cheniathog. ^^ Tüm halkım adına konuşuyorum, bundan sonra Altın Vadi tüm ihtiyaçlarınızı karşılayacak.
qstr_Stars_sail_through_t|Yıldızlar gökteki denizlerde yol alırlar, insanlar yeryüzünde yol alırlar. Gerçekten, onların yollarının birbirlerini takip edip etmeyebilecegini kim söyleyebilir? Seninle tüm halkımız adına konuşuyorum.Bundan sonra Altın Vadi tüm ihtiyaçlarınızı karşılayacak.
qstr__RESOURCE_POINT_TUTO|(KAYNAK PUANI DERSLERİ) ^^ Lorien insanlarını geliştirmek için kullanabileceginiz Kaynak Puanları sadece Lorien'de kazanılablir . ^^ Daha fazla bilgi için RAPORLAR bölümüne bakınız.
qstr__RESOURCE_POINT_TUTOR|(KAYNAK PUANI DERSLERİ) ^ ^ Beorn halkını geliştirmek için kullanabileceginiz Kaynak Puanları, Lothlórien'de kazandıgınız kaynaklar degil, Beorn'da kazanacagınız Kaynaklar olmalıdır. ^^ Daha fazla bilgi için RAPORLAR bölümüne bakınız.
qstr_I_have_long_wished_t|Uzun zamandır orman halkını ziyaret etmek istemiştim...
qstr_What_form_shall_the_|Lorien'den istedikleriniz neler...
qstr_Our_bees_make_honey_|Arılarımız bal ve bal mumu yapar, sürülerimiz süt, yag ve peynir...
qstr_I_have_long_wished_to|Orman halkını ziyaret etmek, lembazların tadına bakmak ve şarkılarınızı dinlemek için uzun zamandır bekliyordum! ^^Altın gibi parlayan şarapların ve bir sürü tozlu kitapların oldugu Akarsuların şarkı söyledigi vadimizi hatırlatmak için size eski flamalar getirdim. Laurelindorenan'da ne gibi eşsiz harikalar bulundugunu merak ediyorum.
qstr_What_form_shall_the_f|Lorien'den istedikleriniz neler ? ^^Yapraklar gibi dökülen altınlar mı?Yiyecekler mi? ^^Şarap,taze geyik eti yada keskin oklar mı? Benim konukseverlik anlayışım budur.
qstr_Our_bees_make_honey_a|Arılarmız bal ve bal mumu yapar, sürülerimiz süt, tereyagı ve peynir verirler. ^^ Ekmegi biz kendimiz yaparız,Keskin bir balta için cücelerle geçtikleri zaman ticaret yapabiliyoruz. ^^ Başka ne isteyebilirim ki, güçlü bir çift elde başka?
qstr_If_fate_wills_it_I_s|Eger kader bunu istiyor ise, Topraklarında yeniden yürüyecegim ve onların tüm sırlarını ögrenecegim.
qstr_If_I_ever_have_need_|Lorien'in yardıma  ne zaman ihtiyacım olursa olsun, onun için gelecegim. Ne olursa olsun.
qstr__nod_and_say_nothing|(Başını salla ve hiçbir şey söyleme)
qstr_Oh_there_are_many_an|Altın Vadinin nimetleri çoktur ve Lorien'in gerçek dostlarına karşı kapımız her zaman açıktır! ^^Tekrar savaş alanında omuz omuza durursak, ya da Leydi ve lordlarının emirlerini yerine getirirseniz, halkımız nezaketinizi ihtiyacınız olan her şeyle ödüllendirir - parlak silahlar, sert postalar, beyaz tüylü oklar ve birlikleriniz için erzaklar. ^^Kim bilir, zamanla Lorien'in büyük bir {lord/lady} olabilirsiniz, başkalarına danışmanlık teklif edebilecek veya onlardan iyilik isteyebilecek birisi.
qstr_The_joys_of_the_Gold|Altın Vadinin nimetleri çoktur ve Lorien'in gerçek dostlarına karşı kapımız her zaman açıktır. ^^ Savaş alanında tekrar omuz omuza mücadele ederek mi yoksa Leydi ve Lordların başka planlarına mı yardım edersiniz, halkımız çabalarınızı parlak silahlar, sert zırhlar, ölümcül oklar ile ödüllendirecektir ve birliklerin için gerekli yiyeceklerle. ^^Kim bilir belki de bir gün başkalarıyla bilgeligini paylaşacak ya da onlardan iyilik isteyecek Lorien'in büyük bir {lordu/leydisi} haline gelebilirsin.
qstr_Our_Golden_Valley_gi|Altın Vadimiz ürünleri ve Lorien'in hoşça karşılayacagı misafirleri bize bol bol verir. ^^Savaş alanında omuz omuza mücadele ederek mi yoksa Leydi ve Lordların başka planlarına mı yardım edersiniz, halkımız evinizden uzakta iken ihtiyaç duyacagınız her şey için çaba gösterecektir.
qstr_I_shall_keep_that_in|Bunu aklında tutacagım.^^ Hantanyel, áva márië!
qstr_That_may_be_so_some_|Bu olabilir, dünyanın bazı yolları hilebazdır.^^ Boe i 'waen!
qstr_I_seldom_wander_far_|Nadiren evden uzaklaşırım.Toz ol, hala yapabiliyorken. Etrafda daha fazla goblin olabilir.
qstr_Who_are_you?_A_mere_|Sende Kimsin? Sadece bir {s25}? Senle ugraşmak için zamanım yok! Beni yanlız bırak! {S2}
qstr_What_do_you_want?|Ne istiyorsun?
qstr_Greetings_{playernam|Selamlar, {playername}. Senin için ne yapabilirim?
qstr_What?_You_come_to_me|Ne?Benim yanıma geldin ve ne yaptıgımı bilmiyor musun?Etrafına bir bak.^^Kanı görüyor musun? Feryadı duyuyor musun? Acılarını hissediyor musun? İşte ben bunu yapıyorum! Daha iyi hale gelmeleri için onları kırarım! Eger bana kırılmış ve acı içinde gelirsen, seni daha iyi hale getirebilirim!
qstr_I_am_a_healer._Come_|Ben bir şifacıyım. Siz ya da arkadaşlarınız ciddi bir şekilde yaralandıgında bana gelin ve yaralarınızı en iyi yeteneklerim ile tedavi edecegim.
qstr__Costs_500_Resource_|(maliyeti 500 kaynak, 5 nüfuz)
qstr_Ha!_I_can_see_that!_|Ha! Bunu görebiliyorum! Bunu yapabilirim, evet .. Kanınızdan başka, bu iş bedava degil! {S2}
qstr_Yes_I_see_that._We_c|Evet, görüyorum. Size egilimliyiz Evet, ama bazı malzemeler için sizi göndermem gerekecek. {S2}
qstr__Costs_1000_Resource_|(Maliyeti 1000 Kaynak, 10 Nüfuz)
qstr_I_ll_have_my_worms_d|Elimde seninle anlaşabilecek kurtçuklar var. En iyileri degiller, yinede bazen işlerini dogru yapıyorlar. Onları görmek istediginde bana söyle. {s2}
qstr_I_ll_have_my_assista|Elimde adamlarınla ilgilenebilecek asistanlar var. Hala ögreniyorlar, bu yüzden lütfen onları mazur gör. Onlara ihtiyacın oldugunda söylemen yeterli. {s2}
qstr_Alright!_Worms!_Get_|Peki! Solucanlar! Bunun üstesinden gelin ve onunla yüzleşin!
qstr_Let_us_begin._My_ass|Hadi başlayalım. Asistanlarım sen ve adamlarınla ilgilenecek.
qstr_All_done!_Ha!_You_di|Hepsi tamam! HaHa! Çok fazla çıglık atmadın, etkileyici! Şimdi git, beni rahat bırak.
qstr_We_ve_done_what_We_c|Yapabilecegimiz şeyi yaptık. Şimdi sen ve adamlarının biraz dinlenmeye ihtiyacın var.
qstr_Boss_the_lads_are_hu|Patron, Çocuklar aç! Tüm zor işleri yapıyoruz ve hala açlıktan ölüyoruz!
