qstr_Received_{reg0}_dama|受到{reg0}点伤害。
qstr_Well..._better_here_|好吧…在这儿总比在战场上好，不是么？
qstr_We_ve_been_sent_by_{|{s3}派我们赶来支援你。
qstr_{s3}_has_sent_us_to_|{s3}派我们赶来支援你。
qstr_Excellent_{playernam|太棒了，{playername}！我听到你给予了他们比我的要求更多的帮助。这实在是太伟大了。^^来，拿走这份超出我们期望的额外奖励。^^我们需要尽快地结束这场战争。
qstr_Excellent_{playername|太好了，{playername}。这将肯定帮助他们脱出困境。我们必须尽快地赢得这场战争。
qstr_Reinforcing_{s1}_has|援助了{s1}增强了{s2}。（{s2}获得了{reg50}势力值）。
qstr_The_watchmen_in_the_|城市的守卫报告说最近的袭击大大地减少了。你干得不错。感谢你，{playername}。
qstr_Our_guards_have_seen|我们的守卫看见那群歹徒们都夹着他们得尾巴逃跑了。你给他们好好地上了一课并让我们重新掌控了这片地区，干得好！
qstr_It_was_nothing._I_wi|没事。我会继续看着以免再次来犯。
qstr_Slaying_these_maggot|杀掉这些蛆虫是没用的。我会继续守着这以防他们再次来犯。
qstr_town|城镇
qstr_village|村庄
qstr_The_{s9}_of_{s13}_ha|{s13}的{s9}希望你能解决掉位于周边乡村的部落半兽人。
qstr_{s9}_of_{s3}_asked_y|{s3}的{s9}希望你能在{reg6}天内带{reg5}单位的{s6}给位于{s4}的{s10}。
qstr_The_{s9}_of_{s4}_ask|{s4}的{s9}要求你在{reg6}天内增援{s3}至少{reg5}名士兵，无论新兵老兵都可以。找{s3}的军营长官谈谈。
qstr_You_have_reinforced_{|你已经给{s3}增援了0名士兵。
qstr_Thank_you_for_offeri|感谢你的援助，{playername}。^^来往城镇间的商队已遭到{s6}的多次袭击。他们的行动越来越大胆，越来越接近城镇。
qstr_Good_of_you_to_ask_{|问得好，{playername}。^^这附近有{s6}在游荡，觉得他们才是这里的主人。一直没有人去制裁他们，害得他们的胆子越来越大，现在开始掠夺我们的财产了。
qstr_The_people_have_aske|大伙希望有人能干掉至少{reg22}{s6}，让那些混蛋有段时间不敢再来。^^你能做到吗？
qstr_I_want_you_to_slay_a|我想要你干掉至少{reg22}{s6}，让那些懦夫知道自己有多微不足道。^^你觉得怎么样？
qstr_We_will_get_rid_of_t|我们会除掉这些害虫的。
qstr_{s9}_wants_you_to_sl|{s9}希望你能够在战场上杀死{reg22}名{s6}。
qstr_The_{s9}_of_{s3}_ask|{s3}的{s9}希望你在{reg6}天内带给他{reg5}单位的食物。
qstr_The_{s9}_of_{s3}_aske|{s3}的{s9}希望你在{reg0}天内带给他{reg5}单位的{s6}。
qstr_Escort_the_supply_tr|护送补给队前往{s8}
qstr_The_{s9}_of_{s4}_aske|{s4}的{s9}希望你在城镇附近追捕棘手的半兽人
qstr_The_{s9}_of_{s14}_ha|{s14}的{s9}希望你能解决肆虐{s14}的劫匪。这帮家伙只在夜间出没，而且只攻击落单的行人。
qstr_refugees|难民
qstr_slaves|奴隶
qstr_{s1}_Refugees|{s1}难民
qstr_{s1}_Slaves|{s1}奴隶
qstr_The_{s11}_of_{s10}_a|{s10}的{s11}希望你能护送一些{s12}到{s13}。
qstr__Guards_slaughter_hi|守卫，解决掉他！
qstr_Slaughter_him_for_fr|宰了他吃肉！
qstr_This_is_{s5}_Command|这里是{s5}，指挥官。
qstr_{s6}_This_place_and_|{s6}这里和它的周边都属于{s8}的{s7}
qstr_Hey_scum!_I_can_fix_|嘿渣滓！看来你的下巴要修理修理了！
qstr_Watch_where_you_re_g|看看你正朝哪个方向跑，渣滓！
qstr_I_don_t_like_your_fa|我不喜欢你的长相，我认为该给你做个整容手术了。
qstr_What_are_you_looking|你在看什么？什么？
qstr_the_white_hand|白掌
qstr_the_lidless_eye|索伦之眼
qstr_I_have_some_of_your_|我手下有一些你的子民，我会让他们加入并帮助你。
qstr_Some_of_your_stinky_|你这帮臭烘烘的亲戚和我在一起。我肯定他们更愿意跟你走。
qstr_{s4}_It_is_always_go|{s4}能见到自己人真是很好。
qstr_a_nearby_town|附近的城镇
qstr_that_town_over_there|城镇在那边
qstr_{s4}^We_are_from_{s1|{s4}^我们来自{s11}，正往{s12}方向侦察。
qstr_{s4}^We_are_{reg1?fo|{s4}^我们正在{s11}附近{reg1?觅食:掠夺}。
qstr_{s4}^We_are_patrolli|{s4}^我们正在{s11}周围巡逻。
qstr_{s4}^We_are_carrying|{s4}^我们正在从{s11}运送补给到{s12}。
qstr_{s4}^We_are_escortin|{s4}^我们正在押送囚犯前往{s12}。
qstr_Greetings_do_you_nee|向你问好，需要支援么？
qstr_I_will_need_your_hel|我需要你们的帮助，请跟我来。[花费{reg1}/{reg2}影响力]
qstr_You_and_your_men_mus|你和你的手下必须跟随我。[花费{reg1}/{reg2}影响力]
qstr_It_looks_like_you_ha|看起来你似乎已经有足够多的随从部队了。
qstr_Why_do_you_need_us?_|你为什么还需要我们？不是已经有很多队士兵跟随你了吗？
qstr_We_will_follow_you_t|我们会跟着你，但是我们不能偏离岗位太远。
qstr_If_there_is_killing_|如果要去杀戮屠宰，我们会很乐意跟着你。但我们不能走太远，不然我们就会有麻烦。
qstr_We_cannot_leave_our_|我们不能离开岗位去跟随你。[影响力不足（需要{reg1}）]
qstr_Who_are_you_to_comma|你是谁啊，胆敢来命令我们？[影响力不足（需要{reg1}）]
qstr_Then_let_us_go._Stay|那我们走吧。跟紧点，我需要尽快得到你们的支援。
qstr_There_will_be_blood_|这肯定要见点血了。跟紧点，不然你就走丢了。
qstr_Goodbye_friends.|再见朋友
qstr_See_you_later_if_you|如果你没有被杀的话，我们还会再见面的。
qstr_I_don_t_need_your_he|我不再需要你们的援助了，回家去吧。
qstr_I_don_t_have_any_nee|我不再需要你们了，滚吧。
qstr_We_will_return_to_ou|那我们回去执行之前的任务了。再见。
qstr_Lads_we_re_going_hom|小伙子们，咱回家！
qstr__^Oh_and_take_back_t|哦，带走这些不是我们的子民的人
qstr_{s31}{reg28?Those:That}_|{s31}{reg28?这群:这名}勇敢的{reg28?士兵:士兵}定能极大地增强我方领土的防御。{s32}{s23}^^[获得{s14}的{reg14}资源点]
qstr_{s31}{reg28?Those:That}_u|{s31}{reg28?这群:这名}有用的{reg28?士兵们:士兵}定能带去更多的毁灭。{s32}^{s23}^^[获得{s14}的{reg14}资源点]
qstr_Good_luck_in_your_tr|祝你一路顺风
qstr_Try_not_getting_your|试着别让自己被杀了。
qstr_You_ready_your_weapo|你握紧手中的武器，一瞬间回想起了过去作战的经验。（武器熟练度和技能提高）
qstr_The_previous_battle_|刚才的战斗让你了热了热身。你感到精力充沛，准备好迎接更多的战斗了。（属性、技能和武器熟练度提高）
qstr_You_are_tired_but_ad|你很累，但是你血管里流动的肾上腺素却使你热血不止。（属性、技能和武器熟练度提高）
qstr_These_are_great_weap|这些武器确实精良，她们摸起来怪怪的……（技能和武器熟练度提高）
qstr_You_can_barely_raise|你现在筋疲力尽，几乎举不起手中的武器……但看见身旁的亲族，你的内心更加坚定了。（属性和武器熟练度提高）
qstr_With_Lord_Balin_s_tr|面对着巴林大人赐予你的宝藏，你想起了他逝世的事，你不禁怒火中烧。（属性、技能和武器熟练度提高了）
qstr_We_cannot_hold..._we|我们守不住了……我们完了……
qstr_You_do_not_know_how_|你不知道你还能坚持多久……
qstr_How_long_can_we_keep|我们还能坚持多久？我快握不紧我的斧头了……
qstr_You_know_that_the_en|你知道终点就在眼前……
qstr_You...._good....dwar|你……好……矮人……
qstr_You_can_no_longer_ra|你已经无法举起你的武器了……
qstr_There_are_too_many..|太多了……太多了……
qstr_..........|..........
qstr_It_is_off_to_work_we|我们的故事结束了……
qstr_Your_mind_starts_to_|你的思绪开始飘荡……开始幻想着黄金和珠宝……
qstr_...............|...............
qstr_Sleep_sounds_good...|睡觉听起来不错……
qstr_For_Balin!!|为了巴林！
qstr_For_Balin...|为了巴林……
