
str_yes|是
str_comment_intro_noble_goodnatured|我看你带着面贵族的旗子，不过我不认得这个徽标。请原谅我的无知，这位{先生/女士}。很高兴认识你。
str_comment_intro_noble_upstanding|我看你带着面贵族的旗子，不过我不认得这个徽标。毫无疑问你是来卡拉迪亚寻找财富和荣誉。真是这样的话我只请求你对那些战争中无辜的灵魂仁慈一些罢。
str_comment_intro_common_liege|也许你的出身很平常。但你应该知道，我总在寻找能为我而战的勇士。当然，是在他们证明自己可以被信赖之后。
str_comment_intro_common_martial|也许你的出身很平常。但如果你想证明{你/你}的勇敢，我很可以跟你在竞技场或战场上来较量一下。
str_comment_intro_common_badtempered|有话快说，我可不想浪费时间跟佣兵扯淡。
str_comment_intro_common_pitiless|你长的一副雇佣军的样子，又是一只战争的秃鹰。
str_comment_intro_common_cunning|好吧，我没听说过你，不过你看起来就像个{大人物/大人物}。也许未来有那么一天，{你/你}会出人头地的。
str_comment_intro_common_sadistic|对那些不请自来放肆无礼的无名之辈，通常我会直接切开他们的喉咙。不过我今天心情不错。
str_comment_intro_common_goodnatured|嗯，你看起来蛮像一个好人。
str_comment_intro_common_upstanding|愿你平安，并希望你永远记住—英勇相配仁慈之心，胆识用于磊落之处。
str_comment_you_raided_my_village_enemy_benevolent|你竟敢屠杀我守护的{s51}的无辜平民，你将为你的罪行付出代价。
str_comment_you_raided_my_village_enemy_spiteful|你胆敢掠夺我的{s51}，毁坏我的产业，并屠杀我的租户。你将用鲜血来偿还！
str_comment_you_raided_my_village_enemy_coldblooded|你掠夺了我的{s51}，毁坏了我的产业，屠杀了我的租户。在此奉劝你三思后行。
str_comment_you_raided_my_village_enemy|你掠夺了我的{s51}，毁坏了我的产业，屠杀了受我保护的租户。你会为你的罪行付出代价的！
str_comment_you_raided_my_village_unfriendly_spiteful|你掠夺了我的{s51}，第二次我会像收拾鱼那样捏爆你的鱼泡！
str_comment_you_raided_my_village_friendly|你掠夺了我的{s51}，很遗憾我们之间的裂痕已经无法修不了。
str_comment_you_raided_my_village_default|你掠夺了我的{s51}，如果你继续这样做，我们真的会打起来。
str_comment_you_robbed_my_village_enemy_coldblooded|你在我的{s51}抢夺我的租户，这是对我个人的侮辱。
str_comment_you_robbed_my_village_enemy|你竟敢在我守护的{s51}抢劫无辜的农民，你将为你的罪行付出代价。
str_comment_you_robbed_my_village_friendly_spiteful|我听说你在我的{s51}强征租户的口粮。我并不在意你拿走的那点儿东西。但你要记住，究竟是谁要倾听他们的哭诉。
str_comment_you_robbed_my_village_friendly|我听说你在我的{s51}强行征粮。我相信如果不是迫不得已，你是不会这么做的。
str_comment_you_robbed_my_village_default|你在我的{s51}强行征粮。如果你继续这样做，我们真的会打起来。
str_comment_you_accosted_my_caravan_enemy|你竟敢对我保护下的商队下手，看来你的盗匪生涯就要结束了。
str_comment_you_accosted_my_caravan_default|你竟然想对我保护下的商队下手，这种行为必须立即停止。
str_comment_you_helped_villagers_benevolent|我听说你在我的{s51}行善，作为领主和保护者的我却忽略了自己的责任。非常感激你为我做的这些。
str_comment_you_helped_villagers_friendly_cruel|我听说你在我的{s51}行善。我想你的初衷是好的，但我不希望你再这样随意损害我的威信。
str_comment_you_helped_villagers_friendly|我听说你在我的{s51}行善。世道艰难，我也知道你的初衷是好的，所以我不反对你对他们提供帮助。
str_comment_you_helped_villagers_unfriendly_spiteful|我听说你在我的{s51}行善。看你在我的租户中间赚取好感真是有趣，不过劝你还是先管好自己再说吧。
str_comment_you_helped_villagers_cruel|我听说你在我的{s51}行善。作为领主和保护者，那些是我的责任。世道艰难，我也知道你的初衷是好的，但你这样还是在损害我的威信。如果你能不管他们的话我会很感激的。
str_comment_you_helped_villagers_default|我听说你在我的{s51}行善。世道艰难，我也知道你的初衷是好的，但乐于助人并不是个好习惯。作为领主和保护者，我可不想让他们期待来自陌生人的帮助。
str_comment_you_captured_a_castle_allied_friendly|我听说你包围并攻下了{s51}。这是一场伟大的胜利，能与你为友是我的荣幸。
str_comment_you_captured_a_castle_allied_spiteful|我听说你包围并攻下了{s51}。干得好！很快，我们就能占领他们的城堡，洗劫他们的国库，强迫他们的女人给我们倒酒！
str_comment_you_captured_a_castle_allied_unfriendly_spiteful|我听说你包围并攻下了{s51}。好吧，瓦片也有翻身时，当然这不是我说的。劝你在被赶回老巢之前好好享受吧。
str_comment_you_captured_a_castle_allied_unfriendly|我听说你包围并攻下了{s51}。不管我们以前有多少分歧，我还是奉上我的祝贺。
str_comment_you_captured_a_castle_allied|我听说你包围并攻下了{s51}。我们把他们打跑了！
str_comment_you_captured_my_castle_enemy_spiteful|我听说你闯入了我位于{s51}的家。希望地牢对你的胃口，因为你会在那里安度余生的。
str_comment_you_captured_my_castle_enemy_chivalrous|你占领了我的封地{s51}，希望你能给我机会赢它回来。
str_comment_you_captured_my_castle_enemy|你有些东西是属于我的—{s51}。我会让你放弃它的。
str_comment_we_defeated_a_lord_unfriendly_spiteful|我想你会因为我们对{s54}的胜利小酌一杯。不过劝你还是省省吧—至少在你洗净前耻之前。
str_comment_we_defeated_a_lord_unfriendly|我不会忘记当初我们是如何并肩作战对抗{s54}，但我也不会忘记那些横在我们之间的过节。
str_comment_we_defeated_a_lord_cruel|对{s54}的战斗是一场伟大的胜利，不是么？我们把敌人的部队变成了一场乌鸦的盛宴！
str_comment_we_defeated_a_lord_quarrelsome|我不会忘记我们是如何战胜{s54}的。我当时真的很高兴。
str_comment_we_defeated_a_lord_upstanding|我不会忘记我们对{s54}的胜利。让我们再次感谢上苍，并且祈祷我们不会变得太骄傲。
str_comment_we_defeated_a_lord_default|对{s54}的战斗是一场伟大的胜利，不是吗？与你一起肩并肩战斗是我的荣幸。
str_comment_we_fought_in_siege_unfriendly_spiteful|我想你会因为我们攻下{s51}小酌一杯。不过劝你还是省省吧—至少在你洗净前耻之前。
str_comment_we_fought_in_siege_unfriendly|我不会忘记我们暴风骤雨一般的攻下了{s51}，但我也不会忘记那些横在我们之间的过节。
str_comment_we_fought_in_siege_cruel|我不会忘记我们是如何攻破{s51}的城墙，并让守军都倒在剑下的。这是个美好的回忆。
str_comment_we_fought_in_siege_quarrelsome|你记得敌人在我们攻上{s51}的城墙的时候是怎样尖叫的吗？他们原本以为自己很安全，但那种自鸣得意一瞬间就被抹去了！
str_comment_we_fought_in_siege_upstanding|我不会忘记我们携手攻占了{s51}。让我们再次感谢上苍，并且祈祷我们不会变得太骄傲。
str_comment_we_fought_in_siege_default|我不会忘记我们紧密合作攻占了{s51}。与你一起肩并肩战斗是我的荣幸。
str_comment_we_fought_in_major_battle_unfriendly_spiteful|我想你会为我们在{s51}附近的大胜小酌一杯。不过劝你还是省省吧—至少在你洗净前耻之前。
str_comment_we_fought_in_major_battle_unfriendly|我不会忘记我们在{s51}附近大战时的紧密合作，但我也不会忘记那些横在我们之间的过节。
str_comment_we_fought_in_major_battle_cruel|我不会忘记在{s51}附近的伟大胜利，当我们冲破敌人防线的时候他们一边尖叫一边溃散。这真是一个美好的回忆。
str_comment_we_fought_in_major_battle_quarrelsome|{s51}附近打的漂亮，我们把那群混蛋赶跑了！
str_comment_we_fought_in_major_battle_upstanding|我不会忘记我们在{s51}附近大战时的并肩战斗。让我们再次感谢上苍，并祈祷我们不会变得太骄傲。
str_comment_we_fought_in_major_battle_default|我不会忘记我们在{s51}附近大战时的并肩战斗。与你一起肩并肩战斗是我的荣幸。
str_comment_you_defeated_a_lord_allied_liege|这么说，你和那个人称{s54}的流氓交锋并获得了胜利。我非常高兴听到这个消息。
str_comment_you_defeated_a_lord_allied_unfriendly_spiteful|我听说你击败了{s54}，瓦片也有翻身时，我觉得应该是这种情况。
str_comment_you_defeated_a_lord_allied_spiteful|我听说过你击败了狗娘养的{s54}。啊，要是我能亲耳听到他的求饶声就好了。
str_comment_you_defeated_a_lord_allied_unfriendly_chivalrous|我听说你击败了{s54}，希望你没有使用卑鄙的手段。
str_comment_you_defeated_a_lord_allied|我听说你击败了{s54}，希望你能享受你的胜利。
str_comment_you_defeated_me_enemy_chivalrous|我并不因你上次对我取得的胜利而忿恨于你，但是我渴望下一次交手！
str_comment_you_defeated_me_enemy_spiteful|我正期待与你再次见面。你的小把戏不会再让我上当了，我将很享受你的求饶。
str_comment_you_defeated_me_enemy|当我们上次遇到的时候，{playername}，你比我强。但是我保证再也不会出现那种事了！
str_comment_i_defeated_you_enemy_spiteful|还没打够？那让我们再干一仗，我会用你的肠子喂狗。
str_comment_i_defeated_you_enemy_chivalrous|让我再试试你有多勇猛，{playername}?
str_comment_i_defeated_you_enemy_benevolent|你怎么又来了？怎么就学不会呢？
str_comment_i_defeated_you_enemy_coldblooded|你倒是从不放弃，不过很让我厌烦。
str_comment_i_defeated_you_enemy|要我教训你多少次你才能学会躲远点？
str_comment_we_were_defeated_unfriendly_spiteful|最后一次看到你的时候，你已经被{s54}的人打倒了。我认为你应该为那场灾难负责。看到你还活着真是太遗憾了。
str_comment_we_were_defeated_unfriendly|最后一次看到你的时候，你已经被{s54}的人打倒了。好吧，你还活着。
str_comment_we_were_defeated_cruel|最后一次看到你的时候，你已经被{s54}的人打倒了。不用担心—我们会找到他，然后让他被自己的胜利噎死。
str_comment_we_were_defeated_default|最后一次看到你的时候，你已经被{s54}的人打倒了。很高兴看到你还活得好好的。
str_comment_you_were_defeated_allied_friendly_spiteful|我听说{s54}把你整得很惨。不用担心，我的朋友—我会为你找到他，并带回他的首级做礼物。
str_comment_you_were_defeated_allied_unfriendly_cruel|我听说{s54}杀你的人好像杀绵羊一样。但是你还活生生的站在这里，真是失望！
str_comment_you_were_defeated_allied_spiteful|我听说你像蚂蚁一样被{s54}轻易踩在了脚下。哈！小孩子不应该玩大人的游戏，小{朋友/女孩儿}！
str_comment_you_were_defeated_allied_pitiless|我听说{s54}打败了你并击溃了你的军队。沮丧的消息…
str_comment_you_were_defeated_allied_unfriendly_upstanding|我听说{s54}打败了你。也许你应该思考一下你最近的作为了，上天可能正在用这种方式惩罚你。
str_comment_you_were_defeated_allied_unfriendly|我听说{s54}打败了你。听我说，尽量别让我们太多的士兵被杀，好不好？
str_comment_you_were_defeated_allied|我听说{s54}打败了你。放轻松—你很快就要时来运转了！
str_comment_you_helped_my_ally_unfriendly_chivalrous|我听说你从一场很危急的战斗中解救了{s54}。不管我怎么看你这个人，至少我很欣赏你这次的行为。
str_comment_you_helped_my_ally_unfriendly|[相关性为零，这条信息不应出现]
